dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_16,11,8,11,8,16,17587376,17587378,865,21.284282494868663,19.478942835106093,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,19.478942835106093,0,0,865,1,18.467965440445077,0,0,865,1,13.078466891572551,0,0,865,1,17.189831367067125,0,0
0_0_0_10_14_16,11,8,11,9,17,17591472,17591474,492,23.5844553692166,20.415178990917575,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,20.415178990917575,0,0,492,1,19.07911561068832,0,0,492,1,11.991598215164569,0,0,492,1,16.384865626223878,0,0
0_0_0_10_14_16,11,8,11,10,18,17595568,17595570,765,23.59561442589405,20.658396403451338,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,20.658396403451338,0,0,765,1,17.989858326219675,0,0,765,1,5.678287710389524,0,0,765,1,18.63155252344,0,0
0_0_0_10_14_16,11,8,11,11,19,17599664,17599666,1023,19.51949572952023,17.771817072510125,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,17.771817072510125,0,0,1023,1,20.598965215666972,0,0,1023,1,7.8916770999758,0,0,1023,1,17.811902649001453,0,0
0_0_0_10_14_16,11,8,11,12,20,17603760,17603762,597,21.546648434780593,20.483485298965135,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,20.483485298965135,0,0,597,1,16.51790296814155,0,0,597,1,3.4740695765418286,0,0,597,1,16.976949399979084,0,0
0_0_0_10_14_16,11,8,11,13,21,17607856,17607858,562,21.882067683956162,20.15513249791735,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,20.15513249791735,0,0,562,1,21.27250305205317,0,0,562,1,11.47580560952336,0,0,562,1,16.276982116907604,0,0
0_0_0_10_14_16,11,8,11,14,22,17611952,17611954,478,22.231470588915553,19.50745900286497,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,19.50745900286497,0,0,478,1,17.98490184664721,0,0,478,1,7.380271846431819,0,0,478,1,17.08095708151133,0,0
0_0_0_10_14_16,11,8,11,15,23,17616048,17616050,267,20.729386325227104,18.815763777568904,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,18.815763777568904,0,0,267,1,19.486920840737223,0,0,267,1,12.679984753065243,0,0,267,1,17.625953824746222,0,0
0_0_0_10_14_16,11,8,11,16,24,17620144,17620146,917,16.637053308171524,15.214993389848841,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,15.214993389848841,0,0,917,1,15.155890267008939,0,0,917,1,10.863390761399733,0,0,917,1,16.430941435780554,0,0
0_0_0_10_14_16,11,8,11,17,25,17624240,17624242,656,22.53331708858177,20.72899424696395,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,20.72899424696395,0,0,656,1,18.8543739007235,0,0,656,1,10.049642765211015,0,0,656,1,18.46516642296451,0,0
0_0_0_10_14_16,11,8,11,18,26,17628336,17628338,889,15.094127650865527,14.184077327356292,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,14.184077327356292,0,0,889,1,14.184055049163513,0,0,889,1,0.592117875237637,0,0,889,1,15.888883790047073,0,0
0_0_0_10_14_16,11,8,11,19,27,17632432,17632434,510,19.156855365924,16.873608154908652,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,16.873608154908652,0,0,510,1,17.182474436819522,0,0,510,1,13.579522803923155,0,0,510,1,17.392490914519648,0,0
0_0_0_10_14_16,11,8,11,20,28,17636528,17636530,860,15.519283874108085,14.097525003980868,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,14.097525003980868,0,0,860,1,16.236123081798972,0,0,860,1,12.150457344086545,0,0,860,1,15.11487414540991,0,0
0_0_0_10_14_16,11,8,11,21,29,17640624,17640626,553,18.318174456036502,16.489986097011116,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,16.489986097011116,0,0,553,1,17.06868312085373,0,0,553,1,10.852160269377908,0,0,553,1,16.510677032795446,0,0
0_0_0_10_14_16,11,8,11,22,30,17644720,17644722,629,19.575719432669604,18.110914594703495,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,18.110914594703495,0,0,629,1,15.40873112468111,0,0,629,1,5.950136056568258,0,0,629,1,17.63597293155373,0,0
0_0_0_10_14_16,11,8,11,23,31,17648816,17648818,759,15.811223145173916,14.974625087015358,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,14.974625087015358,0,0,759,1,13.996972116667553,0,0,759,1,8.889519643950718,0,0,759,1,16.53527089566708,0,0
0_0_0_10_14_16,11,8,11,24,32,17652912,17652914,874,13.415823999398324,12.002836480087481,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,12.002836480087481,0,0,874,1,11.56157852785257,0,0,874,1,5.330764678582629,0,0,874,1,14.174731335719056,0,0
0_0_0_10_14_16,11,8,11,25,33,17657008,17657010,720,16.63750687713371,15.099008900952484,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,15.099008900952484,0,0,720,1,13.765084207304696,0,0,720,1,7.108359695846844,0,0,720,1,16.085054983676585,0,0
0_0_0_10_14_16,11,8,11,26,34,17661104,17661106,314,17.01503176599164,17.67319510467766,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,17.67319510467766,0,0,314,1,19.2465942756418,0,0,314,1,9.188726394944707,0,0,314,1,14.26806571536449,0,0
0_0_0_10_14_16,11,8,11,27,35,17665200,17665202,602,17.6209774191139,16.371739926238366,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,16.371739926238366,0,0,602,1,18.75599269751225,0,0,602,1,13.508849497006539,0,0,602,1,15.985478252089045,0,0
0_0_0_10_14_16,11,8,11,28,36,17669296,17669298,7,8.954473572778884,8.668126061268843,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,8.668126061268843,0,0,7,1,7.840384564924252,0,0,7,1,9.703438793173918,0,0,7,1,10.403142239708583,0,0
0_0_0_10_14_16,11,8,11,29,37,17673393,17673395,610,11.922081770785306,10.882326686698882,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,10.882326686698882,0,0,610,1,11.850316242473527,0,0,610,1,8.285361299406706,0,0,610,1,9.469081470473448,0,0
0_0_0_10_14_16,12,9,12,0,8,19054974,19054976,803,20.23721057839593,19.692267228508396,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,803,1,1,19.692267228508396,0,0,803,1,17.52257723156624,0,0,803,1,8.187118001541272,0,0,803,1,16.44559615389393,0,0
0_0_0_10_14_16,12,9,12,1,9,19059070,19059072,711,18.24080657070885,19.045267569606892,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,711,1,1,19.045267569606892,0,0,711,1,21.472312516337304,0,0,711,1,9.504418069345652,0,0,711,1,15.38080621233339,0,0
0_0_0_10_14_16,12,9,12,2,10,19063166,19063168,871,23.433361732486855,23.08987287580285,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,871,1,1,23.08987287580285,0,0,871,1,21.91805710465148,0,0,871,1,5.610914479170378,0,0,871,1,16.182228961757353,0,0
0_0_0_10_14_16,12,9,12,3,11,19067262,19067264,691,20.37338942210637,19.64048603078327,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,19.64048603078327,0,0,691,1,16.51826882389222,0,0,691,1,13.876417651168795,0,0,691,1,15.695662776096341,0,0
0_0_0_10_14_16,12,9,12,4,12,19071358,19071360,107,27.233055590196372,26.236110114952957,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,107,1,1,26.236110114952957,0,0,107,1,25.215556576136997,0,0,107,1,10.60465137428478,0,0,107,1,17.899387324343255,0,0
0_0_0_10_14_16,12,9,12,5,13,19075454,19075456,468,19.97727097369306,17.982948363992794,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,17.982948363992794,0,0,468,1,19.159821047943623,0,0,468,1,11.064319657062153,0,0,468,1,15.170883420991268,0,0
0_0_0_10_14_16,12,9,12,6,14,19079550,19079552,89,28.908592443086395,25.078579004890823,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,25.078579004890823,0,0,89,1,17.009156287184947,0,0,89,1,9.627366234919064,0,0,89,1,18.318025331670523,0,0
0_0_0_10_14_16,12,9,12,7,15,19083646,19083648,713,22.726982053921088,20.066460649387437,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,20.066460649387437,0,0,713,1,14.197762909653553,0,0,713,1,7.742987955809722,0,0,713,1,15.988605727279971,0,0
0_0_0_10_14_16,12,9,12,8,16,19087742,19087744,865,24.292758778400216,24.523974015540592,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,24.523974015540592,0,0,865,1,23.43495521121953,0,0,865,1,12.13792249930677,0,0,865,1,17.102725582504828,0,0
0_0_0_10_14_16,12,9,12,9,17,19091838,19091840,492,19.99631491283795,18.630172083620028,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,18.630172083620028,0,0,492,1,22.10402084820594,0,0,492,1,12.801414396779949,0,0,492,1,15.55408319028886,0,0
0_0_0_10_14_16,12,9,12,10,18,19095934,19095936,765,24.780116402803284,21.405222574051553,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,21.405222574051553,0,0,765,1,19.266424962157952,0,0,765,1,5.413915139720046,0,0,765,1,17.271030050619316,0,0
0_0_0_10_14_16,12,9,12,11,19,19100030,19100032,1023,26.9610422973432,23.902803927620422,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,23.902803927620422,0,0,1023,1,25.930038856090725,0,0,1023,1,8.741749331844376,0,0,1023,1,20.687402812227678,0,0
0_0_0_10_14_16,12,9,12,12,20,19104126,19104128,597,23.416854555533906,20.029792214156174,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,20.029792214156174,0,0,597,1,15.358198129576062,0,0,597,1,4.385319053438227,0,0,597,1,16.249409545322244,0,0
0_0_0_10_14_16,12,9,12,13,21,19108222,19108224,562,21.499929636413228,19.16725170228417,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,19.16725170228417,0,0,562,1,22.909111390713225,0,0,562,1,11.942728044287723,0,0,562,1,15.511926033358328,0,0
0_0_0_10_14_16,12,9,12,14,22,19112318,19112320,478,22.584932710408943,19.99112081243299,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,19.99112081243299,0,0,478,1,20.146971513431073,0,0,478,1,7.454815718084461,0,0,478,1,16.150616757149546,0,0
0_0_0_10_14_16,12,9,12,15,23,19116414,19116416,267,22.32245297763441,20.27462123687423,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,20.27462123687423,0,0,267,1,20.524839435888648,0,0,267,1,11.89937906596224,0,0,267,1,17.77372436053879,0,0
0_0_0_10_14_16,12,9,12,16,24,19120510,19120512,917,21.866421999944684,18.90231755112139,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,18.90231755112139,0,0,917,1,19.327876390855533,0,0,917,1,12.551030254386525,0,0,917,1,18.81045894201981,0,0
0_0_0_10_14_16,12,9,12,17,25,19124606,19124608,656,22.825250527269528,19.899331573807004,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,19.899331573807004,0,0,656,1,18.14842300297013,0,0,656,1,9.908406354572492,0,0,656,1,16.663523908452046,0,0
0_0_0_10_14_16,12,9,12,18,26,19128702,19128704,889,18.606028936126492,17.024584439321487,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,17.024584439321487,0,0,889,1,13.920402841424256,0,0,889,1,0.6599248699747186,0,0,889,1,17.77169786635269,0,0
0_0_0_10_14_16,12,9,12,19,27,19132798,19132800,510,24.13527939477992,20.04112731670391,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,20.04112731670391,0,0,510,1,20.277953643925294,0,0,510,1,15.238543068797153,0,0,510,1,17.35317052486776,0,0
0_0_0_10_14_16,12,9,12,20,28,19136894,19136896,860,19.52346168156848,17.239386456974387,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,17.239386456974387,0,0,860,1,19.173659257771742,0,0,860,1,12.167384493554332,0,0,860,1,17.3668708778509,0,0
0_0_0_10_14_16,12,9,12,21,29,19140990,19140992,553,21.851961562123684,19.03369464510179,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,19.03369464510179,0,0,553,1,19.503482528571855,0,0,553,1,10.310382552983835,0,0,553,1,17.690563554843298,0,0
0_0_0_10_14_16,12,9,12,22,30,19145086,19145088,629,22.156928485816955,20.160360110160703,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,20.160360110160703,0,0,629,1,15.637229954397089,0,0,629,1,6.310837684828259,0,0,629,1,17.367999803569198,0,0
0_0_0_10_14_16,12,9,12,23,31,19149182,19149184,759,19.452509801489676,17.408016282121878,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,17.408016282121878,0,0,759,1,17.06673592411598,0,0,759,1,9.425945467210909,0,0,759,1,17.375704245787244,0,0
0_0_0_10_14_16,12,9,12,24,32,19153278,19153280,874,16.613094490789422,14.712840931680311,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,14.712840931680311,0,0,874,1,14.142044556714417,0,0,874,1,6.700787525079196,0,0,874,1,16.690584344898177,0,0
0_0_0_10_14_16,12,9,12,25,33,19157374,19157376,720,19.52066558958801,17.89089126618756,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,17.89089126618756,0,0,720,1,17.063400731307024,0,0,720,1,7.623249039805168,0,0,720,1,17.69947829004218,0,0
0_0_0_10_14_16,12,9,12,26,34,19161470,19161472,314,19.21823369889878,18.839505492071634,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,18.839505492071634,0,0,314,1,22.01521018490255,0,0,314,1,9.622368894485065,0,0,314,1,16.472148017134018,0,0
0_0_0_10_14_16,12,9,12,27,35,19165566,19165568,602,19.253454184580605,18.159929919003055,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,18.159929919003055,0,0,602,1,20.41620343155479,0,0,602,1,14.50797206227237,0,0,602,1,17.300200127908468,0,0
0_0_0_10_14_16,12,9,12,28,36,19169662,19169664,7,12.400743471462906,11.450741400462158,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,11.450741400462158,0,0,7,1,10.609071374913484,0,0,7,1,10.159384956715334,0,0,7,1,14.217198866152113,0,0
0_0_0_10_14_16,12,9,12,29,37,19173759,19173761,610,10.891587547946038,10.86399516585172,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,10.86399516585172,0,0,610,1,11.508799113846536,0,0,610,1,7.765502300163036,0,0,610,1,9.46063761331898,0,0
0_0_0_10_14_16,13,10,13,0,8,20555334,20555336,222,24.622113286234427,23.24413778410741,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,222,1,1,23.24413778410741,0,0,222,1,21.91133059705522,0,0,222,1,6.199092580719463,0,0,222,1,16.991656582414617,0,0
0_0_0_10_14_16,13,10,13,1,9,20559430,20559432,826,23.577760480627216,24.414200270160535,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,826,1,1,24.414200270160535,0,0,826,1,22.44356237850683,0,0,826,1,14.192961938624524,0,0,826,1,16.888987327695666,0,0
0_0_0_10_14_16,13,10,13,2,10,20563526,20563528,871,26.850970212025484,26.255136172900507,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,871,1,1,26.255136172900507,0,0,871,1,24.900888533003727,0,0,871,1,6.296636327720996,0,0,871,1,17.070307970270903,0,0
0_0_0_10_14_16,13,10,13,3,11,20567622,20567624,691,24.424154657097862,21.648056461536104,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,21.648056461536104,0,0,691,1,19.084992932834524,0,0,691,1,15.201489653465654,0,0,691,1,16.881562140508617,0,0
0_0_0_10_14_16,13,10,13,4,12,20571718,20571720,107,30.069671324841728,25.96073462898277,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,107,1,1,25.96073462898277,0,0,107,1,24.681880037785735,0,0,107,1,9.99705727225081,0,0,107,1,17.6690219903654,0,0
0_0_0_10_14_16,13,10,13,5,13,20575814,20575816,468,22.67078500641075,20.49938142577561,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,20.49938142577561,0,0,468,1,21.148376450670085,0,0,468,1,12.162212983297147,0,0,468,1,16.489388828737887,0,0
0_0_0_10_14_16,13,10,13,6,14,20579910,20579912,89,28.933775918458483,24.503065070243643,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,24.503065070243643,0,0,89,1,16.363634618394578,0,0,89,1,9.954858712408175,0,0,89,1,17.506057029603465,0,0
0_0_0_10_14_16,13,10,13,7,15,20584006,20584008,713,24.341555443750842,22.303452595073242,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,22.303452595073242,0,0,713,1,14.115644739464104,0,0,713,1,7.679574694810536,0,0,713,1,17.571224895619807,0,0
0_0_0_10_14_16,13,10,13,8,16,20588102,20588104,865,26.554699256557885,23.566866313894025,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,23.566866313894025,0,0,865,1,22.1510957307153,0,0,865,1,12.18112221586239,0,0,865,1,17.33317729545698,0,0
0_0_0_10_14_16,13,10,13,9,17,20592198,20592200,492,24.663566239998865,21.74171136595311,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,21.74171136595311,0,0,492,1,22.017922562021784,0,0,492,1,12.418453146571228,0,0,492,1,16.804548375155665,0,0
0_0_0_10_14_16,13,10,13,10,18,20596294,20596296,765,26.40890916384935,22.553551564592237,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,22.553551564592237,0,0,765,1,20.196010139236257,0,0,765,1,5.773906372563294,0,0,765,1,18.418656685961064,0,0
0_0_0_10_14_16,13,10,13,11,19,20600390,20600392,1023,22.985551339420528,20.499496159059998,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,20.499496159059998,0,0,1023,1,23.087899370747316,0,0,1023,1,8.462530224326132,0,0,1023,1,19.518660182476708,0,0
0_0_0_10_14_16,13,10,13,12,20,20604486,20604488,597,25.590175207744778,22.840722959610744,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,22.840722959610744,0,0,597,1,18.22669855855431,0,0,597,1,3.9048036329877656,0,0,597,1,18.163276392401777,0,0
0_0_0_10_14_16,13,10,13,13,21,20608582,20608584,562,24.048101996780495,21.72556470268535,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,21.72556470268535,0,0,562,1,22.493042934727985,0,0,562,1,10.597554989359772,0,0,562,1,18.245082490023595,0,0
