dataset,iq_path,symbol_csv_path,sf,os_factor,case_count,noise_window_count,noise_windows_available,raw_noise_power,pattern_covariance_sample_count,segment_count,segmented_required_covariance_samples,segmented_gls_available,diagonal_loading,nuisance_mode,covariance_source,model_derived_patterns,model_pattern_count,model_correlation_length_samples,model_switch_period_chips,model_leakage_median,model_leakage_maximum,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,fixed_gls_errors,fixed_gls_ser,fixed_gls_fixes_vs_savaux,fixed_gls_breaks_vs_savaux,segmented_gls_errors,segmented_gls_ser,segmented_gls_fixes_vs_savaux,segmented_gls_breaks_vs_savaux,colored_ml_errors,colored_ml_ser,colored_ml_fixes_vs_savaux,colored_ml_breaks_vs_savaux,model_gls_errors,model_gls_ser,model_gls_fixes_vs_savaux,model_gls_breaks_vs_savaux
0_0_0_10_14_32,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_32.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\experiments\real_iq_payload_noise_cfr_nus_20260720\source_demod\0_0_0_10_14_32_header_first_symbols.csv,10,4,210,128,2175,2.431641274210765e-05,128,4,128,1,0.01,none,natural_offpacket_same_capture,1,12,3,1,0.32525109677670616,0.8956168518280927,0,0.0,0,0,5,0.023809523809523808,0,5,6,0.02857142857142857,0,6,0,0.0,0,0,5,0.023809523809523808,0,5
