dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,segmented_savaux_gls_bin,segmented_savaux_nus_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,segmented_savaux_gls_correct,segmented_savaux_nus_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,segmented_savaux_gls_margin_db,segmented_savaux_nus_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-26.0,303,562,562,562,562,562,562,1,1,1,1,1,1,3.36994688549823,3.3699507487705063,3.369950747349777,3.3699507508686732,3.3699507464633167,3.369950782069572
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-26.0,303,478,478,478,478,478,478,1,1,1,1,1,1,2.573452779158133,2.5734517658154523,2.5734517705899056,2.573451764172426,2.5734517653532945,2.5734517466784452
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-26.0,303,267,267,267,267,267,267,1,1,1,1,1,1,2.4964881830185077,2.496486850321606,2.4964868507182905,2.4964868517714383,2.4964868508681617,2.496487068930642
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-26.0,303,917,917,917,917,917,917,1,1,1,1,1,1,1.1625669426400105,1.1625680114240846,1.1625680080622307,1.1625680078624367,1.1625679941612757,1.1625681179742406
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-26.0,303,241,241,241,241,241,241,0,0,0,0,0,0,0.40326681370535084,0.40326676959123536,0.40326676788775206,0.4032667638644286,0.4032667585010685,0.4032664215393172
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-26.0,303,72,72,72,72,72,72,0,0,0,0,0,0,0.195823212651772,0.19582549809453786,0.19582549832729612,0.19582549374892994,0.19582549447655975,0.19582528393079332
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-26.0,303,510,510,510,510,510,510,1,1,1,1,1,1,3.041157587640067,3.0411563920735967,3.041156387588198,3.0411563924088005,3.041156387405765,3.041156348120462
0_0_0_10_14_32,2,1,20,28,860,55,awgn,-26.0,303,860,860,860,860,860,860,1,1,1,1,1,1,1.8612378201526927,1.861239068868086,1.8612390664070324,1.8612390692289855,1.8612390568807549,1.8612391699177286
0_0_0_10_14_32,2,1,21,29,553,56,awgn,-26.0,303,553,553,553,553,553,553,1,1,1,1,1,1,1.255873576830939,1.2558738874657047,1.2558738835121321,1.2558738870207904,1.2558738824046924,1.2558741610202027
0_0_0_10_14_32,2,1,22,30,629,57,awgn,-26.0,303,629,629,629,629,629,629,1,1,1,1,1,1,1.2349743500790515,1.234974725795559,1.2349747265542803,1.2349747274564582,1.2349747297245919,1.2349748515888141
0_0_0_10_14_32,2,1,23,31,759,58,awgn,-26.0,303,759,759,759,759,759,759,1,1,1,1,1,1,3.100934912480736,3.1009355768694675,3.1009355745887177,3.1009355738886994,3.1009355783675145,3.1009353878935357
0_0_0_10_14_32,2,1,24,32,874,59,awgn,-26.0,303,874,874,874,874,874,874,1,1,1,1,1,1,3.654486847946866,3.654486278002678,3.6544862781597782,3.654486276747775,3.654486272240829,3.654486314598853
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-26.0,303,720,720,720,720,720,720,1,1,1,1,1,1,1.9711359082568705,1.9711356648960032,1.9711356661595645,1.9711356614423268,1.9711356639831787,1.9711357318669478
0_0_0_10_14_32,2,1,26,34,314,61,awgn,-26.0,303,314,314,314,314,314,314,1,1,1,1,1,1,2.6238598530535255,2.623859905213447,2.6238599018654463,2.6238599078421383,2.6238599087329812,2.623859939510656
0_0_0_10_14_32,2,1,27,35,602,62,awgn,-26.0,303,602,602,602,602,602,602,1,1,1,1,1,1,3.1824142348877786,3.1824116530073265,3.1824116545962102,3.1824116543451075,3.1824116550351973,3.182411567449657
0_0_0_10_14_32,2,1,28,36,7,63,awgn,-26.0,303,7,7,7,7,7,7,1,1,1,1,1,1,3.5131156126465317,3.513114964825115,3.51311495937117,3.513114966359165,3.513114971711862,3.5131148835207098
0_0_0_10_14_32,2,1,29,37,610,64,awgn,-26.0,303,610,610,610,610,610,610,1,1,1,1,1,1,0.4491217081258652,0.44912200758054527,0.449122011091144,0.44912200506835165,0.4491220231112092,0.44912198537944326
0_0_0_10_14_32,2,1,30,38,775,65,awgn,-26.0,303,775,775,775,775,775,775,1,1,1,1,1,1,3.78990072070771,3.7899007236734032,3.789900723391279,3.7899007236259994,3.789900720496093,3.789900713126823
0_0_0_10_14_32,2,1,31,39,912,66,awgn,-26.0,303,912,912,912,912,912,912,1,1,1,1,1,1,2.4477927878008967,2.4477925576229613,2.4477925597797183,2.447792556197475,2.447792560046451,2.447792473229778
0_0_0_10_14_32,2,1,32,40,768,67,awgn,-26.0,303,881,881,881,881,881,881,0,0,0,0,0,0,0.47059809588693124,0.4705968317671622,0.4705968297966533,0.47059683572881417,0.4705968414807831,0.4705966166701145
0_0_0_10_14_32,2,1,33,41,581,68,awgn,-26.0,303,581,581,581,581,581,581,1,1,1,1,1,1,0.8016531996383242,0.8016540144685784,0.8016540120249642,0.8016540165165313,0.8016540160184747,0.8016539874435675
0_0_0_10_14_32,2,1,34,42,93,69,awgn,-26.0,303,554,554,554,554,554,554,0,0,0,0,0,0,0.6187534595971252,0.6187543371304303,0.6187543374565265,0.6187543374449943,0.6187543273382239,0.6187543795231456
0_0_0_10_14_32,3,2,0,8,222,70,awgn,-26.0,303,222,222,222,222,222,222,1,1,1,1,1,1,3.650033588675839,3.6500333627201416,3.6500333640171116,3.650033362065692,3.650033357736989,3.650033296122344
0_0_0_10_14_32,3,2,1,9,711,71,awgn,-26.0,303,711,711,711,711,711,711,1,1,1,1,1,1,0.4495710199609131,0.44957253874188813,0.4495725342574778,0.4495725377848858,0.44957252837314604,0.4495724790812843
0_0_0_10_14_32,3,2,2,10,871,72,awgn,-26.0,303,719,719,719,719,719,719,0,0,0,0,0,0,0.2740400483350883,0.27403976569402827,0.2740397642601152,0.27403976807283226,0.2740397631847748,0.2740398891568315
0_0_0_10_14_32,3,2,3,11,718,73,awgn,-26.0,303,718,718,718,718,718,718,1,1,1,1,1,1,1.2913231978842101,1.2913231173517792,1.2913231251204518,1.2913231149116586,1.2913231237253173,1.2913229721272887
0_0_0_10_14_32,3,2,4,12,107,74,awgn,-26.0,303,107,107,107,107,107,107,1,1,1,1,1,1,1.2985921483795062,1.2985931492113552,1.2985931516986826,1.2985931513534887,1.298593141988257,1.2985935312372066
0_0_0_10_14_32,3,2,5,13,468,75,awgn,-26.0,303,468,468,468,468,468,468,1,1,1,1,1,1,3.5364860851443662,3.5364848798610202,3.5364848830586153,3.5364848793017956,3.536484890139233,3.5364849811301418
0_0_0_10_14_32,3,2,6,14,89,76,awgn,-26.0,303,89,89,89,89,89,89,1,1,1,1,1,1,4.715895815916981,4.715896625850059,4.71589662423753,4.715896626143955,4.715896613255103,4.715896517784367
0_0_0_10_14_32,3,2,7,15,713,77,awgn,-26.0,303,713,713,713,713,713,713,1,1,1,1,1,1,4.449665051415347,4.449665094253186,4.449665093159769,4.4496650902429,4.4496650970538285,4.449665079926756
0_0_0_10_14_32,3,2,8,16,865,78,awgn,-26.0,303,865,865,865,865,865,865,1,1,1,1,1,1,1.4753911434654146,1.4753918470752088,1.4753918485274955,1.4753918453345518,1.4753918385176215,1.4753919196585494
0_0_0_10_14_32,3,2,9,17,492,79,awgn,-26.0,303,492,492,492,492,492,492,1,1,1,1,1,1,4.854638066503293,4.854637556861865,4.854637557185001,4.854637558733555,4.85463755061563,4.854637609681909
0_0_0_10_14_32,3,2,10,18,765,80,awgn,-26.0,303,765,765,765,765,765,765,1,1,1,1,1,1,2.939308956881028,2.9393113281428866,2.9393113208365316,2.9393113282089467,2.939311314582895,2.93931124377543
0_0_0_10_14_32,3,2,11,19,1023,81,awgn,-26.0,303,1023,1023,1023,1023,1023,1023,1,1,1,1,1,1,0.9488278760272022,0.9488274086542369,0.9488274118680184,0.9488274083071963,0.9488274160587893,0.9488273797479146
0_0_0_10_14_32,3,2,12,20,597,82,awgn,-26.0,303,597,597,597,597,597,597,1,1,1,1,1,1,2.837667743633441,2.8376687965669407,2.8376687885524907,2.8376687970636465,2.8376687906268634,2.837668701858127
0_0_0_10_14_32,3,2,13,21,562,83,awgn,-26.0,303,562,562,562,562,562,562,1,1,1,1,1,1,6.3113675934568345,6.311368850061281,6.3113688498208536,6.311368850852215,6.311368843615383,6.311368927705711
0_0_0_10_14_32,3,2,14,22,478,84,awgn,-26.0,303,478,478,478,478,478,478,1,1,1,1,1,1,3.002817450394545,3.002816792301851,3.002816791055907,3.0028167924336726,3.002816788453453,3.0028170017147335
0_0_0_10_14_32,3,2,15,23,267,85,awgn,-26.0,303,267,267,267,267,267,267,1,1,1,1,1,1,3.1489072934602236,3.148908255107216,3.1489082544333757,3.1489082500414205,3.148908249791334,3.1489081143628628
0_0_0_10_14_32,3,2,16,24,917,86,awgn,-26.0,303,824,824,824,824,824,824,0,0,0,0,0,0,0.7680346636337323,0.7680331077466895,0.7680331062513837,0.7680331099410808,0.7680331122240913,0.7680330093667515
0_0_0_10_14_32,3,2,17,25,656,87,awgn,-26.0,303,656,656,656,656,656,656,1,1,1,1,1,1,1.0248969679108257,1.0248981654614338,1.0248981658857368,1.0248981655709772,1.024898166436676,1.0248981230708234
0_0_0_10_14_32,3,2,18,26,889,88,awgn,-26.0,303,889,889,889,889,889,889,1,1,1,1,1,1,0.4688480182512756,0.4688473316420636,0.4688473327570714,0.468847331137976,0.4688473329270235,0.46884744697180647
0_0_0_10_14_32,3,2,19,27,510,89,awgn,-26.0,303,298,298,298,298,298,298,0,0,0,0,0,0,0.066828026951011,0.06682728892204964,0.06682728944027902,0.06682728957807108,0.06682728880965186,0.06682710969448317
0_0_0_10_14_32,3,2,20,28,860,90,awgn,-26.0,303,860,860,860,860,860,860,1,1,1,1,1,1,1.7566467423782273,1.7566459204723421,1.7566459233833056,1.7566459196150819,1.7566459243251273,1.7566458386573927
0_0_0_10_14_32,3,2,21,29,553,91,awgn,-26.0,303,553,553,553,553,553,553,1,1,1,1,1,1,2.032453694050753,2.032454904970093,2.0324549049057143,2.032454902438353,2.0324548926488215,2.0324547617268114
0_0_0_10_14_32,3,2,22,30,629,92,awgn,-26.0,303,629,629,629,629,629,629,1,1,1,1,1,1,4.863662468029944,4.863661987274386,4.86366198857255,4.8636619871694915,4.86366198661129,4.863662089892461
0_0_0_10_14_32,3,2,23,31,759,93,awgn,-26.0,303,820,820,820,820,820,820,0,0,0,0,0,0,0.18057939212952454,0.18057948563169365,0.18057948890439035,0.18057948726684409,0.18057949320084313,0.18057957607520572
0_0_0_10_14_32,3,2,24,32,874,94,awgn,-26.0,303,874,874,874,874,874,874,1,1,1,1,1,1,0.9703883379074909,0.9703861313381689,0.9703861359109516,0.970386130029367,0.9703861265990589,0.9703861299845513
0_0_0_10_14_32,3,2,25,33,720,95,awgn,-26.0,303,720,720,720,720,720,720,1,1,1,1,1,1,2.615461002988236,2.6154613140965486,2.61546131559029,2.6154613117792147,2.615461319103391,2.6154613768511608
0_0_0_10_14_32,3,2,26,34,314,96,awgn,-26.0,303,314,314,314,314,314,314,1,1,1,1,1,1,5.0247996549686125,5.024800771682097,5.0248007747653745,5.02480077545293,5.024800777538706,5.02480092574319
0_0_0_10_14_32,3,2,27,35,602,97,awgn,-26.0,303,10,10,10,10,10,10,0,0,0,0,0,0,0.19345782950049695,0.1934582660439143,0.19345827248355357,0.1934582621993405,0.19345826653911746,0.19345823675866797
0_0_0_10_14_32,3,2,28,36,7,98,awgn,-26.0,303,7,7,7,7,7,7,1,1,1,1,1,1,1.6089815463340376,1.6089804914199621,1.6089804904644267,1.608980489779037,1.6089804870297886,1.6089805064381832
0_0_0_10_14_32,3,2,29,37,610,99,awgn,-26.0,303,171,171,171,171,171,171,0,0,0,0,0,0,0.3573426963324875,0.3573430134719937,0.357343018137096,0.3573430118318678,0.35734301655000655,0.357342965912833
0_0_0_10_14_32,3,2,30,38,778,100,awgn,-26.0,303,864,864,864,864,864,864,0,0,0,0,0,0,0.44207606795769216,0.44207672314106516,0.4420767149724664,0.44207671947145555,0.4420767231776654,0.44207691179273434
0_0_0_10_14_32,3,2,31,39,897,101,awgn,-26.0,303,897,897,897,897,897,897,1,1,1,1,1,1,1.9058838158458058,1.9058837034978962,1.9058837060701785,1.905883701980068,1.9058836964533086,1.905883655720453
0_0_0_10_14_32,3,2,32,40,740,102,awgn,-26.0,303,740,740,740,740,740,740,1,1,1,1,1,1,1.9097217832217623,1.9097221966035036,1.9097221920816574,1.909722191774113,1.9097221859241005,1.909722242084915
0_0_0_10_14_32,3,2,33,41,590,103,awgn,-26.0,303,590,590,590,590,590,590,1,1,1,1,1,1,1.46261805253644,1.462618363849514,1.4626183630477767,1.4626183593842077,1.4626183517332314,1.4626183199186462
0_0_0_10_14_32,3,2,34,42,930,104,awgn,-26.0,303,930,930,930,930,930,930,1,1,1,1,1,1,0.055155191642809326,0.05515486267838304,0.055154865954491386,0.05515486451705168,0.05515486354266168,0.05515488526847686
0_0_0_10_14_32,4,3,0,8,803,105,awgn,-26.0,303,860,860,860,860,860,860,0,0,0,0,0,0,0.4483818461617246,0.44837886789630915,0.44837886002362554,0.44837886289830736,0.44837885494385216,0.44837897397445425
0_0_0_10_14_32,4,3,1,9,711,106,awgn,-26.0,303,277,277,277,277,277,277,0,0,0,0,0,0,0.9527625433120925,0.952762432281966,0.9527624327772968,0.9527624321200965,0.9527624314832501,0.952762050688182
0_0_0_10_14_32,4,3,2,10,871,107,awgn,-26.0,303,497,497,497,497,497,497,0,0,0,0,0,0,1.4051165460117445,1.4051165190332215,1.4051165167873285,1.4051165166475545,1.4051165147438818,1.4051167290154842
0_0_0_10_14_32,4,3,3,11,718,108,awgn,-26.0,303,601,601,601,601,601,601,0,0,0,0,0,0,0.37120181438356914,0.37120220391146364,0.3712022076626791,0.3712022033761809,0.37120220782049235,0.37120212509023653
0_0_0_10_14_32,4,3,4,12,86,109,awgn,-26.0,303,86,86,86,86,86,86,1,1,1,1,1,1,1.5519710124238273,1.5519721009806633,1.5519721032037002,1.5519721008802407,1.5519721041055528,1.5519722602768655
0_0_0_10_14_32,4,3,5,13,468,110,awgn,-26.0,303,114,114,114,114,114,114,0,0,0,0,0,0,0.16709125248598894,0.16709278521333085,0.16709277624229574,0.167092786707289,0.16709276976162546,0.16709293845788706
0_0_0_10_14_32,4,3,6,14,89,111,awgn,-26.0,303,89,89,89,89,89,89,1,1,1,1,1,1,3.1480901790051368,3.148090778273927,3.1480907774068587,3.148090778935587,3.1480907815912484,3.1480906869411496
0_0_0_10_14_32,4,3,7,15,713,112,awgn,-26.0,303,713,713,713,713,713,713,1,1,1,1,1,1,0.6419572210130388,0.6419581559821586,0.6419581591993168,0.6419581538190039,0.6419581614583851,0.6419583994918342
0_0_0_10_14_32,4,3,8,16,865,113,awgn,-26.0,303,865,865,865,865,865,865,1,1,1,1,1,1,4.166059145261377,4.16606002148908,4.166060025574006,4.166060020176884,4.166060031674753,4.166060148349887
0_0_0_10_14_32,4,3,9,17,492,114,awgn,-26.0,303,492,492,492,492,492,492,1,1,1,1,1,1,0.6011062620138697,0.6011081312676424,0.6011081318953241,0.6011081357272718,0.6011081368743979,0.601108095294895
0_0_0_10_14_32,4,3,10,18,765,115,awgn,-26.0,303,765,765,765,765,765,765,1,1,1,1,1,1,1.598137357781888,1.598137579121396,1.5981375798216926,1.5981375788860288,1.598137573711759,1.5981376367792943
0_0_0_10_14_32,4,3,11,19,1023,116,awgn,-26.0,303,611,611,611,611,611,611,0,0,0,0,0,0,0.7292780727174437,0.729278562347788,0.729278569340448,0.7292785608625658,0.7292785717251183,0.7292785155142001
0_0_0_10_14_32,4,3,12,20,597,117,awgn,-26.0,303,597,597,597,597,597,597,1,1,1,1,1,1,1.60381667519527,1.6038174783371473,1.6038174792057527,1.6038174776930938,1.6038174729054182,1.6038173852478999
0_0_0_10_14_32,4,3,13,21,562,118,awgn,-26.0,303,562,562,562,562,562,562,1,1,1,1,1,1,1.1717563467694427,1.171757319567623,1.171757320036548,1.171757319352253,1.1717573183723822,1.1717572445265954
0_0_0_10_14_32,4,3,14,22,478,119,awgn,-26.0,303,478,478,478,478,478,478,1,1,1,1,1,1,2.9139131091582895,2.9139145165294145,2.913914524418126,2.913914514090779,2.913914523655209,2.9139143913429892
0_0_0_10_14_32,4,3,15,23,267,120,awgn,-26.0,303,267,267,267,267,267,267,1,1,1,1,1,1,1.0152168500305825,1.0152159849080242,1.0152159751228207,1.0152159889859105,1.0152159832569838,1.0152158940615248
0_0_0_10_14_32,4,3,16,24,917,121,awgn,-26.0,303,917,917,917,917,917,917,1,1,1,1,1,1,3.427989479354521,3.4279900726944135,3.427990075141165,3.427990069248157,3.427990069419597,3.4279900924330473
0_0_0_10_14_32,4,3,17,25,656,122,awgn,-26.0,303,656,656,656,656,656,656,1,1,1,1,1,1,5.564145849855332,5.564143268347142,5.5641432737039445,5.564143266169186,5.564143264709578,5.564143112907399
0_0_0_10_14_32,4,3,18,26,889,123,awgn,-26.0,303,889,889,889,889,889,889,1,1,1,1,1,1,0.41305257406666307,0.4130527793906402,0.41305277587845945,0.4130527835697886,0.41305278571772985,0.4130529866064018
0_0_0_10_14_32,4,3,19,27,510,124,awgn,-26.0,303,510,510,510,510,510,510,1,1,1,1,1,1,3.478636968476969,3.47863513009624,3.4786351276150422,3.478635132682848,3.4786351236411805,3.4786351976169874
0_0_0_10_14_32,4,3,20,28,860,125,awgn,-26.0,303,860,860,860,860,860,860,1,1,1,1,1,1,0.6196733207771334,0.6196719634348592,0.619671962134315,0.6196719637057508,0.6196719626511558,0.6196720197427701
0_0_0_10_14_32,4,3,21,29,553,126,awgn,-26.0,303,858,858,858,858,858,858,0,0,0,0,0,0,0.027042165506126894,0.027044218915850286,0.027044221926813314,0.027044218761050405,0.027044226062949296,0.027044215937254264
0_0_0_10_14_32,4,3,22,30,629,127,awgn,-26.0,303,629,629,629,629,629,629,1,1,1,1,1,1,2.5404577401984056,2.5404579142481465,2.5404579145315394,2.540457912821928,2.540457917730138,2.5404577155933032
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-22.0,101,803,803,803,803,803,803,1,1,1,1,1,1,0.918238131260501,0.9183647289013924,0.9236287708609734,1.4409456871394013,1.4577516332161087,1.5292361478991678
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-22.0,101,711,711,711,711,711,711,1,1,1,1,1,1,0.23733743559833065,0.2336316643698563,0.24515639330454572,0.3713637816971416,0.3813800878582834,2.0537510394076013
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-22.0,101,926,926,926,922,922,922,0,0,0,1,1,1,0.19893266127429823,0.19466687489999593,0.1982788802594174,2.4966503485168223,2.512375662657389,3.467770490282638
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-22.0,101,718,718,718,718,718,718,1,1,1,1,1,1,2.151641045401275,2.1482286959666377,2.1489220276464365,2.512793205955643,2.5101557966601447,3.0289422902191285
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-22.0,101,511,511,511,107,107,107,0,0,0,1,1,1,1.7281880580518947,1.7292637212408382,1.7241468776482314,1.434434853602058,1.4495564470647069,1.0383196186437202
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-22.0,101,468,468,468,468,468,353,1,1,1,1,1,0,2.0164329284011098,2.0220828978374956,2.023569552768016,0.7049266997808673,0.6798236766254401,0.12077486449103898
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-22.0,101,89,89,89,89,89,89,1,1,1,1,1,1,0.5259004726176015,0.5273332798113943,0.5335986503333576,2.1260636155566446,2.1111168199397157,2.5961491572216433
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-22.0,101,255,255,255,852,852,852,0,0,0,0,0,0,0.19419118792916212,0.19575239865671606,0.19934148713307343,0.42212494378375626,0.4445538972397267,0.6883666187097128
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-22.0,101,983,983,983,349,349,865,0,0,0,0,0,1,0.060996489245363425,0.06025955200623423,0.059628955374561726,0.4926270501863308,0.4654306972079803,1.4396423688277036
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-22.0,101,492,492,492,492,492,492,1,1,1,1,1,1,2.332230524113726,2.3289596376333237,2.3284756682874415,4.532686400426169,4.518876320545942,4.63586930086638
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-22.0,101,765,765,765,765,765,765,1,1,1,1,1,1,0.35099906929793223,0.35180517719146387,0.36521744013874263,3.219110436714142,3.2130622335916215,2.2277602366624647
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-22.0,101,999,999,999,1023,1023,1023,0,0,0,1,1,1,0.037801856840605205,0.03734591019433904,0.04056443519266143,0.5241622548247961,0.502702841093375,1.753243924000282
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-22.0,101,597,597,597,597,597,597,1,1,1,1,1,1,2.6311506300328165,2.63026859194303,2.6284342088161177,3.963162231542025,3.960545666684105,4.643497527478865
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-22.0,101,562,562,562,562,562,562,1,1,1,1,1,1,1.9016564230306907,1.901620575143409,1.9098960709578439,2.315539016779483,2.3261772871169057,3.3626561950844316
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-22.0,101,513,513,513,672,672,478,0,0,0,0,0,1,0.39567916850408164,0.39186904755759044,0.39246283598393555,0.8288303321573298,0.8037338520406055,0.20226398178190225
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-22.0,101,267,267,267,267,267,267,1,1,1,1,1,1,3.07891143931382,3.08371071326553,3.081288551528803,2.7012963812784325,2.6967536285002875,3.8740052319166423
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-22.0,101,917,917,917,917,917,917,1,1,1,1,1,1,0.740319810962053,0.7426544562683643,0.7469885936544612,4.560146649358839,4.563885145525709,3.319929795387872
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-22.0,101,656,656,656,656,656,656,1,1,1,1,1,1,1.1911914292147847,1.1917127316660752,1.1942624412240874,0.3756740253247245,0.37479861372197665,0.972281639516631
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-22.0,101,889,889,889,889,889,889,1,1,1,1,1,1,3.439854490396095,3.4403830312810104,3.4371528600818606,2.757930360358329,2.721784294256193,2.89340276773204
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-22.0,101,510,510,510,510,510,510,1,1,1,1,1,1,3.1372162626045426,3.134723102856138,3.133850535058866,4.340143061505865,4.302487055238832,4.2883370966030725
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-22.0,101,121,121,121,860,860,425,0,0,0,1,1,0,0.5026906212565773,0.5043251739774345,0.5017678589855571,0.5436931875423666,0.5434360550072264,0.06404675565186566
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-22.0,101,553,553,553,553,553,553,1,1,1,1,1,1,2.775196533881543,2.7763217704357697,2.774917975258044,3.1558712532797544,3.1638572592303698,2.9358236148708268
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-22.0,101,629,629,629,629,629,629,1,1,1,1,1,1,2.6632887605187765,2.6644888813947865,2.6646201012051423,3.2200601183700988,3.2687458165445222,3.6408139815523817
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-22.0,101,759,759,759,759,759,759,1,1,1,1,1,1,2.875439708888841,2.8755843757377613,2.8703388090335755,4.181109351649173,4.168287546162487,3.964919393665155
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-22.0,101,874,874,874,874,874,874,1,1,1,1,1,1,1.0491845521576362,1.0483103864686092,1.0529065066707368,2.393117744077993,2.3880154371560383,2.836909082222718
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-22.0,101,720,720,720,720,720,720,1,1,1,1,1,1,1.9190373714512288,1.9187424503895563,1.9103676620270182,1.4890567902340628,1.4935924738743922,1.3989096007562782
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-22.0,101,314,314,314,314,314,314,1,1,1,1,1,1,2.3217063355501306,2.3242195851432585,2.329310509849758,2.174623364967762,2.1424591708195346,4.085212381878712
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-22.0,101,602,602,602,602,602,602,1,1,1,1,1,1,0.5040185197433786,0.5025344550657609,0.49462132546091603,2.969649890220322,2.915557784515339,1.374382682191155
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-22.0,101,585,585,585,7,7,7,0,0,0,1,1,1,1.0450769453431006,1.0489126853269206,1.0447527962797039,3.3009733842734006,3.302215442374625,3.1635730285846826
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-22.0,101,610,610,610,610,610,610,1,1,1,1,1,1,2.8367946431640174,2.8337869434436636,2.8384181938417625,4.74791812894259,4.770991129640673,4.343713609938651
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-22.0,101,124,124,124,826,826,826,0,0,0,1,1,1,0.5245616471272132,0.5228743728465164,0.5320977840751402,2.870473501036983,2.8580801019116056,2.728434416228382
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-22.0,101,928,928,928,928,928,928,1,1,1,1,1,1,0.19247936545600608,0.1938230427189019,0.19353842317271702,3.6200923117861645,3.631696506152029,2.530722632179911
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-22.0,101,761,761,761,761,761,761,1,1,1,1,1,1,2.9243280438552155,2.922871156719606,2.928708923889838,3.220401478675779,3.220672512190042,2.6782670742903503
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-22.0,101,590,590,590,590,590,590,1,1,1,1,1,1,0.6976767279237573,0.6999174636863638,0.7012072980379698,2.6094775880221266,2.5921455669016624,3.958230920697506
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-22.0,101,936,936,936,936,936,936,1,1,1,1,1,1,2.857465966097082,2.8541766984744865,2.8596022622951973,4.862838964065316,4.847392917986053,4.5415596649249625
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-22.0,101,803,803,803,803,803,803,1,1,1,1,1,1,2.133046462473398,2.130266365682927,2.12539491191401,3.611865432006196,3.580880939212987,4.153469202192416
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-22.0,101,826,826,826,826,826,826,1,1,1,1,1,1,3.7694968231271675,3.7655459809705674,3.7639873025751367,2.909811125336517,2.912179751004371,3.8864489733929117
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-22.0,101,193,193,193,193,193,193,0,0,0,0,0,0,0.5561552679327928,0.5543402340069741,0.5548790083187952,0.9547784898110054,0.9598467022188617,0.002539087750281414
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-22.0,101,718,718,718,718,718,718,1,1,1,1,1,1,2.4803706062398816,2.481008911494759,2.4799888247205337,3.061708546336146,3.0874439787670775,3.240092705506965
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-22.0,101,908,908,908,86,86,86,0,0,0,1,1,1,0.26439198399983727,0.26263903983451653,0.2662211867079712,3.4910266497579165,3.479427290258025,3.4979335717368536
