dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,segmented_savaux_gls_bin,segmented_savaux_nus_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,segmented_savaux_gls_correct,segmented_savaux_nus_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,segmented_savaux_gls_margin_db,segmented_savaux_nus_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,2,1,29,37,610,64,awgn,-22.0,202,610,610,610,610,610,610,1,1,1,1,1,1,5.482687865030291,5.482687402637529,5.482687403223335,5.48268739936426,5.482687410046115,5.482687307336902
0_0_0_10_14_32,2,1,30,38,775,65,awgn,-22.0,202,775,775,775,775,775,775,1,1,1,1,1,1,3.8074352850538307,3.8074350073325665,3.80743501274736,3.8074350081310864,3.807435009433657,3.8074350456434725
0_0_0_10_14_32,2,1,31,39,912,66,awgn,-22.0,202,912,912,912,912,912,912,1,1,1,1,1,1,3.670842867823626,3.6708420521593887,3.6708420550233907,3.6708420531056163,3.6708420607207133,3.670842189498389
0_0_0_10_14_32,2,1,32,40,768,67,awgn,-22.0,202,768,768,768,768,768,768,1,1,1,1,1,1,4.660299059474485,4.6602992975967,4.6602993048696515,4.660299294448208,4.660299303850668,4.66029940492106
0_0_0_10_14_32,2,1,33,41,581,68,awgn,-22.0,202,581,581,581,581,581,581,1,1,1,1,1,1,7.352037675734459,7.352036470894781,7.352036468039188,7.352036471075997,7.352036460566547,7.352036596639463
0_0_0_10_14_32,2,1,34,42,93,69,awgn,-22.0,202,93,93,93,93,93,93,1,1,1,1,1,1,6.805431412143608,6.8054309414365015,6.805430936412903,6.805430940332182,6.80543093460372,6.805430907829063
0_0_0_10_14_32,3,2,0,8,222,70,awgn,-22.0,202,222,222,222,222,222,222,1,1,1,1,1,1,4.1488712826675025,4.14886993120245,4.14886993090025,4.148869930719166,4.148869929398632,4.148869818395118
0_0_0_10_14_32,3,2,1,9,711,71,awgn,-22.0,202,711,711,711,711,711,711,1,1,1,1,1,1,8.130866861175944,8.130869154284813,8.130869153716977,8.13086915034756,8.130869158591782,8.130869068703895
0_0_0_10_14_32,3,2,2,10,871,72,awgn,-22.0,202,871,871,871,871,871,871,1,1,1,1,1,1,5.312716756561241,5.312718469450772,5.3127184693763905,5.312718465354168,5.312718468157489,5.312718347197762
0_0_0_10_14_32,3,2,3,11,718,73,awgn,-22.0,202,718,718,718,718,718,718,1,1,1,1,1,1,6.684084793331629,6.684082742028929,6.684082742097296,6.684082742864506,6.684082745541929,6.684082819880804
0_0_0_10_14_32,3,2,4,12,107,74,awgn,-22.0,202,107,107,107,107,107,107,1,1,1,1,1,1,4.001590120673029,4.001591274245902,4.001591280114475,4.001591275958572,4.0015912845671595,4.001591236712453
0_0_0_10_14_32,3,2,5,13,468,75,awgn,-22.0,202,468,468,468,468,468,468,1,1,1,1,1,1,5.028786112770847,5.028786316316536,5.028786316999371,5.028786316240703,5.0287863164557365,5.028786563044915
0_0_0_10_14_32,3,2,6,14,89,76,awgn,-22.0,202,89,89,89,89,89,89,1,1,1,1,1,1,4.547256431558539,4.547257328095931,4.547257327294937,4.547257326532768,4.54725732329707,4.5472571911877875
0_0_0_10_14_32,3,2,7,15,713,77,awgn,-22.0,202,713,713,713,713,713,713,1,1,1,1,1,1,8.377016939828703,8.377017327790169,8.377017327074643,8.377017328357306,8.377017322027678,8.37701734249234
0_0_0_10_14_32,3,2,8,16,865,78,awgn,-22.0,202,865,865,865,865,865,865,1,1,1,1,1,1,5.85417662818119,5.854175795085558,5.85417579112449,5.854175795160252,5.854175793315125,5.854175891354268
0_0_0_10_14_32,3,2,9,17,492,79,awgn,-22.0,202,492,492,492,492,492,492,1,1,1,1,1,1,6.823918501695553,6.823919457309241,6.823919458929008,6.823919454222898,6.823919454234052,6.823919485542261
0_0_0_10_14_32,3,2,10,18,765,80,awgn,-22.0,202,765,765,765,765,765,765,1,1,1,1,1,1,7.19393317643413,7.193933664664317,7.193933666166346,7.193933666022092,7.193933674616543,7.193933748660157
0_0_0_10_14_32,3,2,11,19,1023,81,awgn,-22.0,202,1023,1023,1023,1023,1023,1023,1,1,1,1,1,1,4.411221314110621,4.411220518797006,4.4112205234638955,4.411220518020566,4.411220529242771,4.411220558302781
0_0_0_10_14_32,3,2,12,20,597,82,awgn,-22.0,202,597,597,597,597,597,597,1,1,1,1,1,1,6.973441678983691,6.973440470862695,6.973440474868062,6.9734404673002555,6.973440468620446,6.9734404852722385
0_0_0_10_14_32,3,2,13,21,562,83,awgn,-22.0,202,562,562,562,562,562,562,1,1,1,1,1,1,6.8582517802227265,6.858252626625887,6.858252627056403,6.858252627670797,6.858252630663761,6.858252551661992
0_0_0_10_14_32,3,2,14,22,478,84,awgn,-22.0,202,478,478,478,478,478,478,1,1,1,1,1,1,6.817706335315639,6.817707015148367,6.817707018519598,6.817707013660961,6.81770701762472,6.817706946097658
0_0_0_10_14_32,3,2,15,23,267,85,awgn,-22.0,202,267,267,267,267,267,267,1,1,1,1,1,1,7.14168465548661,7.141683431298889,7.141683430970117,7.14168343062279,7.1416834310383575,7.141683486447455
0_0_0_10_14_32,3,2,16,24,917,86,awgn,-22.0,202,917,917,917,917,917,917,1,1,1,1,1,1,5.568231618381436,5.568230289470499,5.568230294929761,5.568230289578454,5.568230292407737,5.568230353367996
0_0_0_10_14_32,3,2,17,25,656,87,awgn,-22.0,202,656,656,656,656,656,656,1,1,1,1,1,1,5.800837007275833,5.800835457847332,5.800835467005918,5.800835460045985,5.800835474588057,5.8008356605058164
0_0_0_10_14_32,3,2,18,26,889,88,awgn,-22.0,202,889,889,889,889,889,889,1,1,1,1,1,1,4.705505221269929,4.705504689042023,4.705504686945306,4.705504690486909,4.705504686452549,4.70550469618463
0_0_0_10_14_32,3,2,19,27,510,89,awgn,-22.0,202,510,510,510,510,510,510,1,1,1,1,1,1,3.5058793012413485,3.5058785989921515,3.5058786048746553,3.5058785964692647,3.505878604318079,3.505878701501653
0_0_0_10_14_32,3,2,20,28,860,90,awgn,-22.0,202,860,860,860,860,860,860,1,1,1,1,1,1,4.472168116073116,4.472167618564482,4.472167621588926,4.472167617369539,4.472167612040552,4.472167504501862
0_0_0_10_14_32,3,2,21,29,553,91,awgn,-22.0,202,553,553,553,553,553,553,1,1,1,1,1,1,5.771310223058865,5.77130935575509,5.771309348001342,5.7713093542959495,5.771309352935448,5.771309144476203
0_0_0_10_14_32,3,2,22,30,629,92,awgn,-22.0,202,629,629,629,629,629,629,1,1,1,1,1,1,6.095846693230795,6.095847370797506,6.095847372485067,6.095847374041865,6.095847376019724,6.095847345197619
0_0_0_10_14_32,3,2,23,31,759,93,awgn,-22.0,202,759,759,759,759,759,759,1,1,1,1,1,1,3.0847556328525587,3.0847553165025916,3.084755318183227,3.084755318168382,3.0847553223352002,3.0847552940771394
0_0_0_10_14_32,3,2,24,32,874,94,awgn,-22.0,202,874,874,874,874,874,874,1,1,1,1,1,1,6.564763283171922,6.564763957594803,6.564763960244308,6.564763960243257,6.564763952781661,6.564764003136004
0_0_0_10_14_32,3,2,25,33,720,95,awgn,-22.0,202,720,720,720,720,720,720,1,1,1,1,1,1,6.76597756247431,6.76597930589995,6.765979303150923,6.765979306316808,6.765979302807866,6.765979340571412
0_0_0_10_14_32,3,2,26,34,314,96,awgn,-22.0,202,314,314,314,314,314,314,1,1,1,1,1,1,4.12064800262912,4.120646437645103,4.120646432678742,4.120646434127551,4.120646433257531,4.120646322057032
0_0_0_10_14_32,3,2,27,35,602,97,awgn,-22.0,202,602,602,602,602,602,602,1,1,1,1,1,1,4.0349781283798345,4.034977459014617,4.034977458866517,4.034977461906963,4.034977468298025,4.03497749074247
0_0_0_10_14_32,3,2,28,36,7,98,awgn,-22.0,202,7,7,7,7,7,7,1,1,1,1,1,1,5.4052041617549005,5.4052037821680265,5.405203787759829,5.405203782047309,5.405203787426233,5.405203861229069
0_0_0_10_14_32,3,2,29,37,610,99,awgn,-22.0,202,610,610,610,610,610,610,1,1,1,1,1,1,2.8095349408560755,2.8095326461500587,2.8095326462518972,2.809532645732701,2.809532656315837,2.8095325976786145
0_0_0_10_14_32,3,2,30,38,778,100,awgn,-22.0,202,778,778,778,778,778,778,1,1,1,1,1,1,4.566648455945332,4.566650420675344,4.566650419479269,4.566650422096817,4.5666504153656104,4.56665035358914
0_0_0_10_14_32,3,2,31,39,897,101,awgn,-22.0,202,897,897,897,897,897,897,1,1,1,1,1,1,7.500573781085387,7.500573552695558,7.500573553746297,7.5005735514772915,7.500573554075201,7.50057353841072
0_0_0_10_14_32,3,2,32,40,740,102,awgn,-22.0,202,740,740,740,740,740,740,1,1,1,1,1,1,4.3143219192188,4.314322317572848,4.3143223201945995,4.314322317581944,4.314322322185811,4.314322254150613
0_0_0_10_14_32,3,2,33,41,590,103,awgn,-22.0,202,590,590,590,590,590,590,1,1,1,1,1,1,1.701218001734299,1.7012171380194452,1.701217135246147,1.7012171405752943,1.7012171403704448,1.7012169571299671
0_0_0_10_14_32,3,2,34,42,930,104,awgn,-22.0,202,930,930,930,930,930,930,1,1,1,1,1,1,6.545028187245991,6.545029250785164,6.545029255295342,6.545029250122748,6.545029245789151,6.545029368075631
0_0_0_10_14_32,4,3,0,8,803,105,awgn,-22.0,202,803,803,803,803,803,803,1,1,1,1,1,1,2.9895473965684327,2.9895467845789856,2.989546784984359,2.9895467846090797,2.9895467787661953,2.989546630557646
0_0_0_10_14_32,4,3,1,9,711,106,awgn,-22.0,202,711,711,711,711,711,711,1,1,1,1,1,1,5.024597386798773,5.024597971872689,5.024597970021344,5.024597968563397,5.02459796322428,5.024598117776728
0_0_0_10_14_32,4,3,2,10,871,107,awgn,-22.0,202,871,871,871,871,871,871,1,1,1,1,1,1,6.009757555561953,6.009759261057443,6.009759256575812,6.009759262695701,6.009759260475914,6.009759442009374
0_0_0_10_14_32,4,3,3,11,718,108,awgn,-22.0,202,718,718,718,718,718,718,1,1,1,1,1,1,4.147472302798971,4.147473717147067,4.147473712516477,4.147473718588719,4.147473716300639,4.147473721949611
0_0_0_10_14_32,4,3,4,12,86,109,awgn,-22.0,202,86,86,86,86,86,86,1,1,1,1,1,1,5.721209444085313,5.721209271418903,5.721209272752111,5.721209272461493,5.721209266922779,5.72120954109264
0_0_0_10_14_32,4,3,5,13,468,110,awgn,-22.0,202,468,468,468,468,468,468,1,1,1,1,1,1,4.220064714296528,4.220064612903995,4.220064613803395,4.220064613360906,4.22006461482595,4.2200647709868155
0_0_0_10_14_32,4,3,6,14,89,111,awgn,-22.0,202,89,89,89,89,89,89,1,1,1,1,1,1,7.929085937919678,7.929086567352346,7.929086566741846,7.92908656924027,7.929086565959502,7.929086560193151
0_0_0_10_14_32,4,3,7,15,713,112,awgn,-22.0,202,713,713,713,713,713,713,1,1,1,1,1,1,4.447258461383677,4.4472582282954916,4.447258230222481,4.447258227669754,4.447258227465031,4.4472583011939015
0_0_0_10_14_32,4,3,8,16,865,113,awgn,-22.0,202,865,865,865,865,865,865,1,1,1,1,1,1,5.7806101543557995,5.7806088162712745,5.780608815109462,5.780608812045621,5.780608814860081,5.780608683452071
0_0_0_10_14_32,4,3,9,17,492,114,awgn,-22.0,202,492,492,492,492,492,492,1,1,1,1,1,1,6.989643973807528,6.989644531618051,6.989644529852743,6.989644532401558,6.989644531625002,6.989644526408071
0_0_0_10_14_32,4,3,10,18,765,115,awgn,-22.0,202,765,765,765,765,765,765,1,1,1,1,1,1,6.004457324564427,6.0044590894309255,6.004459088104763,6.004459090467421,6.00445909525941,6.004459262441236
0_0_0_10_14_32,4,3,11,19,1023,116,awgn,-22.0,202,1023,1023,1023,1023,1023,1023,1,1,1,1,1,1,4.9027369485792756,4.902737802776549,4.902737803078153,4.902737803520853,4.902737800685308,4.902737995862643
0_0_0_10_14_32,4,3,12,20,597,117,awgn,-22.0,202,597,597,597,597,597,597,1,1,1,1,1,1,4.934502880106521,4.93450319379706,4.9345031884990735,4.934503194105223,4.934503188236126,4.934503040289451
0_0_0_10_14_32,4,3,13,21,562,118,awgn,-22.0,202,562,562,562,562,562,562,1,1,1,1,1,1,3.41582225379554,3.4158241131882745,3.415824109909495,3.4158241156753686,3.415824114911245,3.4158242382441624
0_0_0_10_14_32,4,3,14,22,478,119,awgn,-22.0,202,478,478,478,478,478,478,1,1,1,1,1,1,4.295095999606532,4.295095684156769,4.295095684130926,4.295095679836773,4.295095686835947,4.2950955824023165
0_0_0_10_14_32,4,3,15,23,267,120,awgn,-22.0,202,267,267,267,267,267,267,1,1,1,1,1,1,5.638367497749232,5.63836576320648,5.638365759801789,5.638365763156282,5.638365766304228,5.63836569462733
0_0_0_10_14_32,4,3,16,24,917,121,awgn,-22.0,202,917,917,917,917,917,917,1,1,1,1,1,1,4.600741845800177,4.600741699801916,4.600741699636183,4.6007417003316,4.600741699823569,4.600741583880805
0_0_0_10_14_32,4,3,17,25,656,122,awgn,-22.0,202,656,656,656,656,656,656,1,1,1,1,1,1,7.695993064610796,7.695994534971207,7.6959945322969485,7.695994531274053,7.695994527746529,7.6959944931232025
0_0_0_10_14_32,4,3,18,26,889,123,awgn,-22.0,202,889,889,889,889,889,889,1,1,1,1,1,1,4.218108537344961,4.2181079309457195,4.218107933274885,4.218107930771654,4.218107934574184,4.218107931068986
0_0_0_10_14_32,4,3,19,27,510,124,awgn,-22.0,202,510,510,510,510,510,510,1,1,1,1,1,1,4.079471234542523,4.079471065103867,4.0794710721649885,4.079471064848054,4.079471073616094,4.079471038966542
0_0_0_10_14_32,4,3,20,28,860,125,awgn,-22.0,202,860,860,860,860,860,860,1,1,1,1,1,1,5.306873407527654,5.306872635056684,5.306872629476578,5.306872635648222,5.3068726259605,5.306872655291298
0_0_0_10_14_32,4,3,21,29,553,126,awgn,-22.0,202,553,553,553,553,553,553,1,1,1,1,1,1,5.606985871929327,5.606985037784643,5.606985039153774,5.606985037930819,5.606985040765649,5.606984855953847
0_0_0_10_14_32,4,3,22,30,629,127,awgn,-22.0,202,629,629,629,629,629,629,1,1,1,1,1,1,4.8512864550614285,4.851287867623911,4.851287871065914,4.85128786529374,4.851287873602861,4.851287973795627
0_0_0_10_14_32,0,0,0,8,803,0,awgn,-24.0,202,803,803,803,803,803,803,1,1,1,1,1,1,5.855730355049648,5.855729954796622,5.855729952256804,5.85572995460398,5.855729951832562,5.855729725753555
0_0_0_10_14_32,0,0,1,9,711,1,awgn,-24.0,202,711,711,711,711,711,711,1,1,1,1,1,1,4.751971898939661,4.751972183525385,4.751972183559305,4.751972186419947,4.751972188454559,4.751972219394311
0_0_0_10_14_32,0,0,2,10,922,2,awgn,-24.0,202,922,922,922,922,922,922,1,1,1,1,1,1,4.746432862471953,4.746433059083243,4.746433061797003,4.7464330595134445,4.7464330593724,4.746433091070197
0_0_0_10_14_32,0,0,3,11,718,3,awgn,-24.0,202,718,718,718,718,718,718,1,1,1,1,1,1,0.9675218532545772,0.9675200144082686,0.9675200084324118,0.9675200123258821,0.9675199963584307,0.9675199236870229
0_0_0_10_14_32,0,0,4,12,107,4,awgn,-24.0,202,107,107,107,107,107,107,1,1,1,1,1,1,2.688076381503942,2.6880774315820517,2.6880774311829563,2.6880774308026343,2.688077433344805,2.688077542796629
0_0_0_10_14_32,0,0,5,13,468,5,awgn,-24.0,202,468,468,468,468,468,468,1,1,1,1,1,1,5.036458646257636,5.036460175518094,5.036460182786372,5.03646017754015,5.0364601839569145,5.03646012762506
0_0_0_10_14_32,0,0,6,14,89,6,awgn,-24.0,202,89,89,89,89,89,89,1,1,1,1,1,1,3.0150374885394875,3.0150358971083064,3.0150358972726394,3.0150358970296787,3.0150358909476127,3.015036044111365
0_0_0_10_14_32,0,0,7,15,713,7,awgn,-24.0,202,713,713,713,713,713,713,1,1,1,1,1,1,2.879434359310584,2.8794340693942577,2.8794340700780916,2.8794340698456224,2.879434079526581,2.879434043818441
0_0_0_10_14_32,0,0,8,16,865,8,awgn,-24.0,202,865,865,865,865,865,865,1,1,1,1,1,1,2.6504866107537377,2.6504863097401787,2.650486313017915,2.650486308692897,2.6504863042886537,2.6504862670665434
0_0_0_10_14_32,0,0,9,17,492,9,awgn,-24.0,202,492,492,492,492,492,492,1,1,1,1,1,1,2.409082307367811,2.409081732262936,2.4090817328599585,2.409081726351685,2.409081728626342,2.4090819208287355
0_0_0_10_14_32,0,0,10,18,765,10,awgn,-24.0,202,765,765,765,765,765,765,1,1,1,1,1,1,2.709400791975614,2.7094016753209855,2.7094016736762105,2.709401672178653,2.7094016682463766,2.709401592160427
0_0_0_10_14_32,0,0,11,19,1023,11,awgn,-24.0,202,1023,1023,1023,1023,1023,1023,1,1,1,1,1,1,4.728799522175597,4.728799831491451,4.728799824387659,4.7287998331450085,4.728799831361648,4.728799940226206
0_0_0_10_14_32,0,0,12,20,597,12,awgn,-24.0,202,597,597,597,597,597,597,1,1,1,1,1,1,3.366873194118801,3.3668718639551387,3.3668718632198247,3.3668718647825417,3.3668718581828116,3.3668717128600827
0_0_0_10_14_32,0,0,13,21,562,13,awgn,-24.0,202,562,562,562,562,562,562,1,1,1,1,1,1,5.448143462781767,5.448142872880599,5.44814287233649,5.448142871836188,5.448142876475508,5.4481427019863435
0_0_0_10_14_32,0,0,14,22,478,14,awgn,-24.0,202,478,478,478,478,478,478,1,1,1,1,1,1,4.4420845359633985,4.442084281243625,4.442084282409764,4.442084279627678,4.442084277880087,4.442084249564734
0_0_0_10_14_32,0,0,15,23,267,15,awgn,-24.0,202,267,267,267,267,267,267,1,1,1,1,1,1,3.242530120938309,3.2425312281011234,3.2425312261731616,3.2425312268038304,3.242531222588111,3.2425312728973594
0_0_0_10_14_32,0,0,16,24,917,16,awgn,-24.0,202,880,880,880,880,880,880,0,0,0,0,0,0,0.03734457020998326,0.037346269668332696,0.03734626732446185,0.03734627176903944,0.0373462689892712,0.037346173156920105
0_0_0_10_14_32,0,0,17,25,656,17,awgn,-24.0,202,656,656,656,656,656,656,1,1,1,1,1,1,4.387178173158654,4.387176792367907,4.387176792879652,4.387176787217574,4.38717678369393,4.387176697960694
0_0_0_10_14_32,0,0,18,26,889,18,awgn,-24.0,202,889,889,889,889,889,889,1,1,1,1,1,1,3.9179327920361646,3.9179319530288264,3.917931952817746,3.9179319532984636,3.91793194801557,3.9179320348696023
0_0_0_10_14_32,0,0,19,27,510,19,awgn,-24.0,202,510,510,510,510,510,510,1,1,1,1,1,1,3.6186224458901686,3.6186219415182337,3.6186219372547237,3.618621941268909,3.6186219429486366,3.618621636612817
0_0_0_10_14_32,0,0,20,28,860,20,awgn,-24.0,202,860,860,860,860,860,860,1,1,1,1,1,1,1.086470095852666,1.0864698504621555,1.0864698512527076,1.0864698513723037,1.0864698629799021,1.086469793339822
0_0_0_10_14_32,0,0,21,29,553,21,awgn,-24.0,202,553,553,553,553,553,553,1,1,1,1,1,1,6.0274411915719295,6.027441402427069,6.027441407129049,6.0274414037384325,6.027441414798678,6.027441537660212
0_0_0_10_14_32,0,0,22,30,629,22,awgn,-24.0,202,629,629,629,629,629,629,1,1,1,1,1,1,2.9294980152907604,2.9294970482000027,2.9294970543171606,2.929497048441725,2.929497054915772,2.9294970474565503
0_0_0_10_14_32,0,0,23,31,759,23,awgn,-24.0,202,759,759,759,759,759,759,1,1,1,1,1,1,0.9374244362141437,0.9374255685565545,0.937425567278234,0.9374255658392301,0.9374255574976862,0.9374256375425422
0_0_0_10_14_32,0,0,24,32,874,24,awgn,-24.0,202,874,874,874,874,874,874,1,1,1,1,1,1,3.8018926701117377,3.8018915475703148,3.8018915413353356,3.8018915433387406,3.8018915342641586,3.801891513571181
0_0_0_10_14_32,0,0,25,33,720,25,awgn,-24.0,202,720,720,720,720,720,720,1,1,1,1,1,1,2.8699844176832134,2.8699850383006087,2.8699850458456537,2.869985041045064,2.8699850570193055,2.869985016066762
0_0_0_10_14_32,0,0,26,34,314,26,awgn,-24.0,202,314,314,314,314,314,314,1,1,1,1,1,1,5.666528225141772,5.666528196230894,5.66652819105951,5.6665281996838734,5.6665281946661805,5.666528058143426
0_0_0_10_14_32,0,0,27,35,602,27,awgn,-24.0,202,602,602,602,602,602,602,1,1,1,1,1,1,4.115178109321639,4.11517782721528,4.115177826932167,4.115177821040651,4.115177807688855,4.115177778491024
0_0_0_10_14_32,0,0,28,36,7,28,awgn,-24.0,202,7,7,7,7,7,7,1,1,1,1,1,1,4.757755993913743,4.757757138337422,4.757757138407356,4.757757139306832,4.757757133530359,4.757757089902393
0_0_0_10_14_32,0,0,29,37,610,29,awgn,-24.0,202,610,610,610,610,610,610,1,1,1,1,1,1,4.125820875322451,4.125822486024806,4.125822491146251,4.125822486999832,4.125822498566992,4.125822484193947
0_0_0_10_14_32,0,0,30,38,826,30,awgn,-24.0,202,826,826,826,826,826,826,1,1,1,1,1,1,2.5687009987276705,2.568700753224129,2.5687007502244663,2.568700755735351,2.5687007549345124,2.568700673914624
0_0_0_10_14_32,0,0,31,39,928,31,awgn,-24.0,202,928,928,928,928,928,928,1,1,1,1,1,1,4.104540043490256,4.104540428762452,4.10454042051102,4.1045404244144965,4.104540422505875,4.104540343732099
0_0_0_10_14_32,0,0,32,40,761,32,awgn,-24.0,202,761,761,761,761,761,761,1,1,1,1,1,1,3.1905984135183605,3.1905977936393133,3.1905977949944604,3.190597790318168,3.190597790463605,3.190597979305042
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-24.0,202,590,590,590,590,590,590,1,1,1,1,1,1,2.36415744756966,2.3641584590516174,2.3641584552491484,2.364158457344985,2.364158458407938,2.3641582708455804
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-24.0,202,936,936,936,936,936,936,1,1,1,1,1,1,5.743127817724741,5.743127566378253,5.743127568609532,5.743127569904227,5.743127569689015,5.7431276154866895
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-24.0,202,803,803,803,803,803,803,1,1,1,1,1,1,2.1878842697289236,2.1878834882180107,2.187883485201466,2.1878834848199387,2.1878834861391834,2.187883506773349
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-24.0,202,826,826,826,826,826,826,1,1,1,1,1,1,5.516319603268435,5.516319473287581,5.516319472880454,5.516319470688066,5.516319455036324,5.516319441384908
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-24.0,202,922,922,922,922,922,922,1,1,1,1,1,1,5.910603465761076,5.9106043481436,5.9106043520614415,5.910604345227838,5.910604346055313,5.910604224955328
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-24.0,202,718,718,718,718,718,718,1,1,1,1,1,1,3.9220359221543473,3.9220353044552776,3.9220353030792148,3.9220353059362365,3.92203531024907,3.922035273934037
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-24.0,202,86,86,86,86,86,86,1,1,1,1,1,1,1.247252422871044,1.2472517061130133,1.2472516982864774,1.2472517078218326,1.247251703618397,1.2472515963130961
0_0_0_10_14_32,2,1,5,13,468,40,awgn,-24.0,202,468,468,468,468,468,468,1,1,1,1,1,1,3.2241946352902544,3.2241956246153167,3.2241956258253297,3.224195620054073,3.224195627088439,3.224195726435683
0_0_0_10_14_32,2,1,6,14,89,41,awgn,-24.0,202,89,89,89,89,89,89,1,1,1,1,1,1,2.4386278328664517,2.438626859375459,2.438626851992402,2.4386268601794674,2.4386268472801347,2.4386268260483432
0_0_0_10_14_32,2,1,7,15,713,42,awgn,-24.0,202,713,713,713,713,713,713,1,1,1,1,1,1,1.6770704586755838,1.677071382935655,1.6770713815656868,1.6770713803493609,1.6770713792762424,1.677071209349821
0_0_0_10_14_32,2,1,8,16,865,43,awgn,-24.0,202,266,266,266,266,266,266,0,0,0,0,0,0,0.9465177858102387,0.9465185317949315,0.9465185301626383,0.9465185354782645,0.9465185363475638,0.9465184079552005
0_0_0_10_14_32,2,1,9,17,492,44,awgn,-24.0,202,492,492,492,492,492,492,1,1,1,1,1,1,3.107293379327528,3.107293648341875,3.107293653540651,3.1072936451405746,3.107293638137544,3.1072936211832
0_0_0_10_14_32,2,1,10,18,765,45,awgn,-24.0,202,765,765,765,765,765,765,1,1,1,1,1,1,3.407484059085583,3.40748433745041,3.4074843371521797,3.4074843382350144,3.4074843434493935,3.407484209798413
0_0_0_10_14_32,2,1,11,19,1023,46,awgn,-24.0,202,1023,1023,1023,1023,1023,1023,1,1,1,1,1,1,4.823016260559902,4.823017709907763,4.823017707331919,4.823017708460082,4.823017710483896,4.823017552845534
0_0_0_10_14_32,2,1,12,20,597,47,awgn,-24.0,202,597,597,597,597,597,597,1,1,1,1,1,1,3.1278633954194763,3.127863693761126,3.1278636958059147,3.1278636950724357,3.1278636966833906,3.1278637726465153
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-24.0,202,562,562,562,562,562,562,1,1,1,1,1,1,3.769449813761823,3.7694504024282818,3.7694504032147997,3.7694504053412374,3.7694503995491453,3.7694503300045716
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-24.0,202,478,478,478,478,478,478,1,1,1,1,1,1,4.523345282297676,4.523346028214116,4.523346029242358,4.523346025329189,4.523346031426748,4.523346190127
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-24.0,202,267,267,267,267,267,267,1,1,1,1,1,1,6.374563978225284,6.374562645313652,6.37456264269694,6.374562644000528,6.37456263769074,6.374562469298719
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-24.0,202,917,917,917,917,917,917,1,1,1,1,1,1,3.3020415806030945,3.3020413807130238,3.3020413738395766,3.3020413838812015,3.302041373596358,3.302041570003536
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-24.0,202,656,656,656,656,656,656,1,1,1,1,1,1,3.0886798461522122,3.088681453136666,3.0886814606982744,3.0886814537247327,3.088681470936812,3.088681758416796
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-24.0,202,889,889,889,889,889,889,1,1,1,1,1,1,3.660605316027459,3.660604592833802,3.6606045926928217,3.6606045938091003,3.660604596810511,3.6606046092925313
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-24.0,202,510,510,510,510,510,510,1,1,1,1,1,1,0.6580686822056593,0.658068986715407,0.6580689899703149,0.6580689878985235,0.6580689932405137,0.6580688994311765
0_0_0_10_14_32,2,1,20,28,860,55,awgn,-24.0,202,860,860,860,860,860,860,1,1,1,1,1,1,4.058567397863675,4.058565809366266,4.058565813204321,4.0585658115313645,4.05856580662263,4.058565925354643
0_0_0_10_14_32,2,1,21,29,553,56,awgn,-24.0,202,553,553,553,553,553,553,1,1,1,1,1,1,2.3791218401681595,2.3791216801398276,2.3791216832434965,2.379121678942405,2.379121682641499,2.379121659220636
0_0_0_10_14_32,2,1,22,30,629,57,awgn,-24.0,202,629,629,629,629,629,629,1,1,1,1,1,1,3.2251369905658627,3.2251360751894937,3.225136072045874,3.225136074945225,3.22513607581234,3.225136277910675
0_0_0_10_14_32,2,1,23,31,759,58,awgn,-24.0,202,759,759,759,759,759,759,1,1,1,1,1,1,3.3391788534317945,3.33917992387472,3.339179927027056,3.339179927567214,3.339179937018162,3.3391799685174406
0_0_0_10_14_32,2,1,24,32,874,59,awgn,-24.0,202,874,874,874,874,874,874,1,1,1,1,1,1,2.7052428400130784,2.7052431163792567,2.705243112017326,2.7052431144236437,2.7052431185681707,2.705243049522375
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-24.0,202,720,720,720,720,720,720,1,1,1,1,1,1,4.355255819485714,4.35525725433148,4.355257253986638,4.355257255494871,4.355257256027169,4.355257197701416
