sf,os_factor,noise_model,dictionary_index,pattern_name,savaux_fixed_branch,selected,selection_order,savaux_fisher_information,robust_conditional_fisher_gain,mean_conditional_fisher_gain,max_conditional_fisher_gain,conditional_gain_fraction_vs_savaux,mean_conditional_noise_variance,mean_residual_target_power,offset_counts
10,4,ar1_rho0.8,68,dyadic_w32_s2_b0,0,0,-1,1228.6152412019308,0.0007405049606209173,0.0007405053514524858,0.0007405057898567303,6.027151021637136e-07,0.1462536748264113,0.00010830162887854928,512|0|512|0
10,4,ar1_rho0.8,70,dyadic_w32_s2_b2,0,0,-1,1228.6152412019308,0.0007405049606208669,0.0007405053514526644,0.0007405057898565597,6.027151021636726e-07,0.14625367482641152,0.00010830162887857552,512|0|512|0
10,4,ar1_rho0.8,58,dyadic_w16_s2_b2,0,0,-1,1228.6152412019308,0.0006968949677060748,0.0006968957118758893,0.0006968963720503269,5.672198621142904e-07,0.15539361561950166,0.00010829314437812088,512|0|512|0
10,4,ar1_rho0.8,56,dyadic_w16_s2_b0,0,0,-1,1228.6152412019308,0.0006968949677060023,0.0006968957118757466,0.0006968963720502883,5.672198621142314e-07,0.1553936156195015,0.00010829314437809863,512|0|512|0
10,4,ar1_rho0.8,46,dyadic_w8_s2_b2,0,0,-1,1228.6152412019308,0.0006222648590910899,0.0006222654464927556,0.0006222658257836618,5.064765910622597e-07,0.17348400652985055,0.00010795310278264955,512|0|512|0
10,4,ar1_rho0.8,44,dyadic_w8_s2_b0,0,0,-1,1228.6152412019308,0.0006222648590910807,0.0006222654464926504,0.0006222658257828763,5.064765910622522e-07,0.17348400652985035,0.00010795310278263122,512|0|512|0
10,4,ar1_rho0.8,104,dyadic_w256_s2_b0,0,0,-1,1228.6152412019308,0.0005379038221791979,0.002913293726887453,0.0054058448624257896,4.3781307942507446e-07,0.13568076424526854,0.0003905625332159029,512|0|512|0
10,4,ar1_rho0.8,106,dyadic_w256_s2_b2,0,0,-1,1228.6152412019308,0.0005379038221724741,0.002913293726880423,0.005405844862415146,4.3781307941960183e-07,0.13568076424526826,0.0003905625332149735,512|0|512|0
10,4,ar1_rho0.8,14,dyadic_w1_s3_b2,0,0,-1,1228.6152412019308,0.0005199846420699482,0.0005199858012549367,0.0005199867189238703,4.2322822038350853e-07,0.343658451040102,0.00017869751502211777,256|256|256|256
10,4,ar1_rho0.8,54,dyadic_w16_s1_b2,0,0,-1,1228.6152412019308,0.0004945081441933061,0.0004945100296883007,0.0004945118736319804,4.024922755390355e-07,0.18270939745722303,9.03516295609029e-05,256|256|256|256
10,4,ar1_rho0.8,55,dyadic_w16_s1_b3,0,0,-1,1228.6152412019308,0.000491272219810353,0.0004912740244214639,0.0004912758007534464,3.998584775244615e-07,0.18271277488694776,8.976204023192382e-05,256|256|256|256
10,4,ar1_rho0.8,66,dyadic_w32_s1_b2,0,0,-1,1228.6152412019308,0.0004822106794593091,0.0013102194534092956,0.002138229389260894,3.924830681634485e-07,0.1744492392981502,0.0002285292868254017,256|256|256|256
10,4,ar1_rho0.8,64,dyadic_w32_s1_b0,0,0,-1,1228.6152412019308,0.00048220799771296673,0.0013102203665148722,0.0021382343997516816,3.924808854244978e-07,0.17444923919621008,0.00022852944585348826,256|256|256|256
10,4,ar1_rho0.8,34,dyadic_w4_s2_b2,0,0,-1,1228.6152412019308,0.0004620894774592556,0.00046208966670500994,0.0004620899616683344,3.7610592963766456e-07,0.20940483143836874,9.676380876577459e-05,512|0|512|0
10,4,ar1_rho0.8,32,dyadic_w4_s2_b0,0,0,-1,1228.6152412019308,0.000462089477458697,0.0004620896667049306,0.0004620899616682738,3.7610592963720986e-07,0.20940483143836863,9.676380876575789e-05,512|0|512|0
10,4,ar1_rho0.8,42,dyadic_w8_s1_b2,0,0,-1,1228.6152412019308,0.00045876908468030865,0.0004587698830072434,0.0004587710155633324,3.7340338072927014e-07,0.198739112608152,9.117551944020528e-05,256|256|256|256
10,4,ar1_rho0.8,43,dyadic_w8_s1_b3,0,0,-1,1228.6152412019308,0.00045572084293565564,0.00045572173689811005,0.00045572277953552195,3.709223422052234e-07,0.19874079011379023,9.057049806315918e-05,256|256|256|256
10,4,ar1_rho0.8,115,dyadic_w512_s1_b3,0,0,-1,1228.6152412019308,0.00043038493311009317,0.013931966604565011,0.040634037247021616,3.503008254146805e-07,0.09486533079179608,0.001282509864312415,512|0|0|512
10,4,ar1_rho0.8,120,dyadic_w512_s3_b0,0,0,-1,1228.6152412019308,0.0004303849331067652,0.01393196660455015,0.040634037246993236,3.503008254119718e-07,0.0948653307917959,0.0012825098643110338,512|0|0|512
10,4,ar1_rho0.8,60,dyadic_w16_s3_b0,0,0,-1,1228.6152412019308,0.0004131695895183407,0.00041317165168706867,0.00041317383028205494,3.362888361324126e-07,0.17701765440505718,7.313867664830818e-05,256|256|256|256
10,4,ar1_rho0.8,13,dyadic_w1_s3_b1,0,0,-1,1228.6152412019308,0.00041256690642059907,0.00041256777802607447,0.0004125684952148564,3.3579829761593445e-07,0.3436679842238446,0.00014178633662993148,256|256|256|256
10,4,ar1_rho0.8,30,dyadic_w4_s1_b2,0,0,-1,1228.6152412019308,0.00040169954158874595,0.00040170067122649995,0.00040170171813083943,3.2695308353473705e-07,0.23080132743202472,9.271304814941149e-05,256|256|256|256
10,4,ar1_rho0.8,48,dyadic_w8_s3_b0,0,0,-1,1228.6152412019308,0.00038565904660135044,0.0003856604352184947,0.0003856619703671657,3.138973322714665e-07,0.1872878167476218,7.222950091800962e-05,256|256|256|256
10,4,ar1_rho0.8,23,dyadic_w2_s2_b3,0,0,-1,1228.6152412019308,0.00035997622014284804,0.00035997683629210335,0.0003599780018180249,2.929934515468734e-07,0.2765498845895771,9.955155253150218e-05,0|512|0|512
10,4,ar1_rho0.8,21,dyadic_w2_s2_b1,0,0,-1,1228.6152412019308,0.0003599762201417946,0.0003599768362923717,0.0003599780018186397,2.929934515460159e-07,0.2765498845895771,9.95515525315764e-05,0|512|0|512
10,4,ar1_rho0.8,31,dyadic_w4_s1_b3,0,0,-1,1228.6152412019308,0.0003580234391373019,0.0003580244421132997,0.00035802518827108084,2.9140403531625934e-07,0.2308014269321067,8.263255211632101e-05,256|256|256|256
10,4,ar1_rho0.8,73,dyadic_w32_s3_b1,0,0,-1,1228.6152412019308,0.00033498764440085063,0.0009028509235750413,0.0014707168706330587,2.7265463846365656e-07,0.17170055735538994,0.00015500036544780572,256|256|256|256
10,4,ar1_rho0.8,75,dyadic_w32_s3_b3,0,0,-1,1228.6152412019308,0.0003349865671894956,0.0009028509265743765,0.0014707157534242347,2.726537616949832e-07,0.1717005572699232,0.00015500036583490542,256|256|256|256
10,4,ar1_rho0.8,62,dyadic_w16_s3_b2,0,0,-1,1228.6152412019308,0.0003255495920766647,0.0003255503206797559,0.0003255516096382714,2.6497277679722236e-07,0.17707165046814402,5.7645732593197946e-05,256|256|256|256
10,4,ar1_rho0.8,61,dyadic_w16_s3_b1,0,0,-1,1228.6152412019308,0.00031939663316132497,0.00031939730102029345,0.0003193984936710738,2.5996473301834136e-07,0.17706846838983212,5.655519089950952e-05,256|256|256|256
10,4,ar1_rho0.8,74,dyadic_w32_s3_b2,0,0,-1,1228.6152412019308,0.00031908815939698387,0.0003762618816146049,0.0004334361271023754,2.597136586754581e-07,0.17171822736985845,6.460969056293232e-05,256|256|256|256
10,4,ar1_rho0.8,72,dyadic_w32_s3_b0,0,0,-1,1228.6152412019308,0.00031908737782008047,0.0003762619990500436,0.0004334366875975969,2.59713022530897e-07,0.17171822718802715,6.460971063186348e-05,256|256|256|256
10,4,ar1_rho0.8,50,dyadic_w8_s3_b2,0,0,-1,1228.6152412019308,0.00031471311480053523,0.00031471453896739254,0.0003147154311923,2.5615270285321987e-07,0.18734551896799484,5.896035862961939e-05,256|256|256|256
10,4,ar1_rho0.8,49,dyadic_w8_s3_b1,0,0,-1,1228.6152412019308,0.00031233425491355017,0.000312335631529321,0.0003123363802712643,2.5421649059798375e-07,0.1873437786917279,5.851413743077019e-05,256|256|256|256
10,4,ar1_rho0.8,36,dyadic_w4_s3_b0,0,0,-1,1228.6152412019308,0.0003098017610258237,0.00030980241096128245,0.00030980277768902307,2.5215523187124926e-07,0.2075970707018084,6.431407301192006e-05,256|256|256|256
10,4,ar1_rho0.8,84,dyadic_w64_s3_b0,0,0,-1,1228.6152412019308,0.0003079231726759839,0.0010520922079419455,0.0022848073564782825,2.5062620285806365e-07,0.16830455161529034,0.00017704970477557154,256|256|256|256
10,4,ar1_rho0.8,87,dyadic_w64_s3_b3,0,0,-1,1228.6152412019308,0.0003079229868098285,0.001052092303740138,0.0022848082782357016,2.50626051577053e-07,0.16830455165900005,0.0001770497209348491,256|256|256|256
10,4,ar1_rho0.8,86,dyadic_w64_s3_b2,0,0,-1,1228.6152412019308,0.00030792292721505134,0.0010520923142765602,0.0022848085976438846,2.50626003071406e-07,0.16830455147169043,0.0001770497225100679,256|256|256|256
10,4,ar1_rho0.8,85,dyadic_w64_s3_b1,0,0,-1,1228.6152412019308,0.000307922229647662,0.001052092273829796,0.0022848095461910573,2.506254353042435e-07,0.16830455151284957,0.00017704971573694143,256|256|256|256
10,4,ar1_rho0.8,18,dyadic_w2_s1_b2,0,0,-1,1228.6152412019308,0.0002928048763354386,0.0002928058556755544,0.0002928070715280048,2.383210516328881e-07,0.2964967988245788,8.681599888489337e-05,256|256|256|256
10,4,ar1_rho0.8,37,dyadic_w4_s3_b1,0,0,-1,1228.6152412019308,0.00028780351766576474,0.00028780414169036876,0.0002878049642387979,2.3425032346514934e-07,0.20765270544259876,5.976330865959012e-05,256|256|256|256
10,4,ar1_rho0.8,97,dyadic_w128_s3_b1,0,0,-1,1228.6152412019308,0.00027594011576139967,0.0031030286256001167,0.00814480617218756,2.245944104449272e-07,0.16509123367515047,0.0005120591443790195,256|256|256|256
10,4,ar1_rho0.8,98,dyadic_w128_s3_b2,0,0,-1,1228.6152412019308,0.0002759399358406944,0.0031030296025964313,0.00814480833391453,2.2459426400306383e-07,0.16509123367458078,0.0005120593056380072,256|256|256|256
10,4,ar1_rho0.8,99,dyadic_w128_s3_b3,0,0,-1,1228.6152412019308,0.00027593942555138255,0.003103028859144078,0.008144797843550705,2.245938486661099e-07,0.16509123377868562,0.0005120591831179158,256|256|256|256
10,4,ar1_rho0.8,96,dyadic_w128_s3_b0,0,0,-1,1228.6152412019308,0.00027593839550571204,0.003103029726488482,0.008144800742642545,2.2459301028674102e-07,0.16509123378893473,0.0005120593266634926,256|256|256|256
10,4,ar1_rho0.8,38,dyadic_w4_s3_b2,0,0,-1,1228.6152412019308,0.00026520489672690373,0.0002652055337197501,0.0002652061600110477,2.1585675306083526e-07,0.20765478847837238,5.507119900786848e-05,256|256|256|256
10,4,ar1_rho0.8,5,dyadic_w1_s1_b1,0,0,-1,1228.6152412019308,0.0002565161200639661,0.0002565165349455913,0.0002565170399840635,2.0878474518435998e-07,0.40565718226157704,0.00010405777476953196,256|256|256|256
10,4,ar1_rho0.8,25,dyadic_w2_s3_b1,0,0,-1,1228.6152412019308,0.00024115372445349833,0.00024115425712005476,0.00024115480669767726,1.962809155920793e-07,0.24572095913679104,5.925665535946017e-05,256|256|256|256
10,4,ar1_rho0.8,89,dyadic_w128_s1_b1,0,0,-1,1228.6152412019308,0.0002240548229105237,0.0015880799365143622,0.005667473409074201,1.8236370134179286e-07,0.16571439984319755,0.00026251853635879955,256|256|256|256
10,4,ar1_rho0.8,88,dyadic_w128_s1_b0,0,0,-1,1228.6152412019308,0.00022405478306998026,0.0015880790853528184,0.00566747171838565,1.8236366891459994e-07,0.1657143998453996,0.00026251839536001865,256|256|256|256
10,4,ar1_rho0.8,91,dyadic_w128_s1_b3,0,0,-1,1228.6152412019308,0.00022405129563678256,0.0015880798357133371,0.005667465242311741,1.823608304074085e-07,0.1657143996996357,0.0002625185194840854,256|256|256|256
10,4,ar1_rho0.8,90,dyadic_w128_s1_b2,0,0,-1,1228.6152412019308,0.00022405128602738191,0.0015880788717867233,0.005667464580259437,1.8236082258608223e-07,0.16571439966509244,0.00026251835967031376,256|256|256|256
10,4,ar1_rho0.8,22,dyadic_w2_s2_b2,0,0,-1,1228.6152412019308,0.00019895082737092176,0.0001989511281405198,0.00019895160976195122,1.619309452618315e-07,0.27643814733739275,5.4997681273849525e-05,512|0|512|0
10,4,ar1_rho0.8,20,dyadic_w2_s2_b0,0,0,-1,1228.6152412019308,0.00019895082737061452,0.00019895112814047314,0.00019895160976194287,1.6193094526158144e-07,0.2764381473373927,5.4997681273836636e-05,512|0|512|0
10,4,ar1_rho0.8,19,dyadic_w2_s1_b3,0,0,-1,1228.6152412019308,0.00016307835988580812,0.0001630790807028404,0.00016307978375837884,1.3273346644004815e-07,0.29649690814673557,4.835244321180419e-05,256|256|256|256
10,4,ar1_rho0.8,26,dyadic_w2_s3_b2,0,0,-1,1228.6152412019308,0.0001436779984653267,0.00014367831792467126,0.00014367886063041093,1.1694303769564935e-07,0.24572231213235948,3.530496848373847e-05,256|256|256|256
10,4,ar1_rho0.8,24,dyadic_w2_s3_b0,0,0,-1,1228.6152412019308,0.00014065022704211723,0.00014065091698989794,0.00014065194550531358,1.144786604669838e-07,0.24567629422492251,3.455459606541532e-05,256|256|256|256
10,4,ar1_rho0.8,6,dyadic_w1_s1_b2,0,0,-1,1228.6152412019308,0.00011560947375189549,0.00011561029693904503,0.00011561073709796181,9.409737880086605e-08,0.4059262055166764,4.6929249155122766e-05,256|256|256|256
10,4,ar1_rho0.8,118,dyadic_w512_s2_b2,0,0,-1,1228.6152412019308,0.0001044092190780131,0.004991699668538414,0.01403382974677062,8.498121753387299e-08,0.12940892965331638,0.0006198082593862086,512|0|512|0
10,4,ar1_rho0.8,116,dyadic_w512_s2_b0,0,0,-1,1228.6152412019308,0.00010440921907767803,0.004991699668530342,0.014033829746757537,8.498121753360026e-08,0.12940892965331618,0.0006198082593852111,512|0|512|0
10,4,ar1_rho0.8,76,dyadic_w64_s1_b0,0,0,-1,1228.6152412019308,9.505481358437615e-05,0.0007872921529209722,0.002091435393435494,7.73674380690458e-08,0.1696030391874222,0.0001335192214987591,256|256|256|256
10,4,ar1_rho0.8,77,dyadic_w64_s1_b1,0,0,-1,1228.6152412019308,9.505472749994536e-05,0.000787292170159023,0.0020914346966276467,7.736736800282174e-08,0.16960303918174463,0.00013351922443023592,256|256|256|256
10,4,ar1_rho0.8,79,dyadic_w64_s1_b3,0,0,-1,1228.6152412019308,9.505333906679694e-05,0.0007872920457486483,0.0020914359598749725,7.736623792311748e-08,0.1696030394892199,0.00013351920357405575,256|256|256|256
10,4,ar1_rho0.8,78,dyadic_w64_s1_b2,0,0,-1,1228.6152412019308,9.505325229041484e-05,0.0007872921227546539,0.0020914358554280977,7.73661672936973e-08,0.16960303944122235,0.00013351921658939406,256|256|256|256
10,4,ar1_rho0.8,112,dyadic_w512_s1_b0,0,0,-1,1228.6152412019308,9.459124832566567e-05,0.0018935145763728971,0.005130737803348498,7.699013096494624e-08,0.09383357085455771,0.00017331319737644922,512|512|0|0
10,4,ar1_rho0.8,121,dyadic_w512_s3_b1,0,0,-1,1228.6152412019308,9.459124832470447e-05,0.0018935145763807396,0.005130737803361177,7.69901309641639e-08,0.09383357085455768,0.0001733131973771588,512|512|0|0
10,4,ar1_rho0.8,65,dyadic_w32_s1_b1,0,0,-1,1228.6152412019308,7.707840610737484e-05,0.00028969706926003494,0.0005023169028590268,6.273600027293371e-08,0.17444907510907137,5.054843755833026e-05,256|256|256|256
10,4,ar1_rho0.8,67,dyadic_w32_s1_b3,0,0,-1,1228.6152412019308,7.707814409986443e-05,0.0002896978634159435,0.0005023179902129591,6.273578701861159e-08,0.17444907505161472,5.0548576130172715e-05,256|256|256|256
10,4,ar1_rho0.8,53,dyadic_w16_s1_b1,0,0,-1,1228.6152412019308,7.030328262596092e-05,7.030380160935869e-05,7.030415094410817e-05,5.722156153393032e-08,0.1826012583389897,1.2837562639883578e-05,256|256|256|256
10,4,ar1_rho0.8,41,dyadic_w8_s1_b1,0,0,-1,1228.6152412019308,6.28447660523395e-05,6.284512142033541e-05,6.28458512330977e-05,5.11508924395726e-08,0.19862568789073556,1.2482655472690934e-05,256|256|256|256
10,4,ar1_rho0.8,111,dyadic_w256_s3_b3,0,0,-1,1228.6152412019308,6.120892798426891e-05,0.003268906016246881,0.014128148720114331,4.9819443819034336e-08,0.15873530256787194,0.0005156744593063747,256|256|256|256
10,4,ar1_rho0.8,108,dyadic_w256_s3_b0,0,0,-1,1228.6152412019308,6.120865310233713e-05,0.003268904765330923,0.014128142996236746,4.981922008590572e-08,0.1587353025611945,0.0005156742615918154,256|256|256|256
10,4,ar1_rho0.8,110,dyadic_w256_s3_b2,0,0,-1,1228.6152412019308,6.120854690202086e-05,0.003268907663524472,0.014128158826885891,4.981913364687037e-08,0.15873530252619,0.0005156747195289088,256|256|256|256
10,4,ar1_rho0.8,109,dyadic_w256_s3_b1,0,0,-1,1228.6152412019308,6.120854133132958e-05,0.003268904677281776,0.014128146689119603,4.981912911274846e-08,0.15873530253252777,0.0005156742487586118,256|256|256|256
10,4,ar1_rho0.8,123,dyadic_w512_s3_b3,0,0,-1,1228.6152412019308,5.252277621458664e-05,0.0016067152393463362,0.0043602126597938025,4.2749572407391446e-08,0.09376606752868917,0.00014644059615794564,0|0|512|512
10,4,ar1_rho0.8,122,dyadic_w512_s3_b2,0,0,-1,1228.6152412019308,5.252277621287207e-05,0.0016067152393461003,0.0043602126597952475,4.274957240599591e-08,0.09376606752868931,0.00014644059615792052,0|512|512|0
10,4,ar1_rho0.8,113,dyadic_w512_s1_b1,0,0,-1,1228.6152412019308,5.252277621193973e-05,0.0016067152393406893,0.004360212659785321,4.274957240523706e-08,0.09376606752868936,0.00014644059615743224,0|512|512|0
10,4,ar1_rho0.8,114,dyadic_w512_s1_b2,0,0,-1,1228.6152412019308,5.252277620937911e-05,0.0016067152393396639,0.00436021265978563,4.2749572403152906e-08,0.09376606752868955,0.00014644059615733713,0|0|512|512
10,4,ar1_rho0.8,29,dyadic_w4_s1_b1,0,0,-1,1228.6152412019308,4.490848765686094e-05,4.490872869428951e-05,4.490907883337174e-05,3.655211668457558e-08,0.23069206911642015,1.0360087543873595e-05,256|256|256|256
10,4,ar1_rho0.8,102,dyadic_w256_s1_b2,0,0,-1,1228.6152412019308,3.757994133957324e-05,0.00527032714095258,0.019526808275445773,3.0587233561264875e-08,0.15901199696975452,0.0008347115253186627,256|256|256|256
10,4,ar1_rho0.8,101,dyadic_w256_s1_b1,0,0,-1,1228.6152412019308,3.757953434725772e-05,0.005270326708502483,0.019526795636213623,3.0586902300263164e-08,0.159011996898412,0.0008347114582997703,256|256|256|256
10,4,ar1_rho0.8,103,dyadic_w256_s1_b3,0,0,-1,1228.6152412019308,3.757938377713101e-05,0.005270325409489201,0.019526808256409553,3.058677974755369e-08,0.15901199694600424,0.0008347112490058325,256|256|256|256
10,4,ar1_rho0.8,100,dyadic_w256_s1_b0,0,0,-1,1228.6152412019308,3.75792470039229e-05,0.005270328640678,0.01952681103032478,3.058666842449377e-08,0.15901199692197515,0.0008347117621231522,256|256|256|256
10,4,ar1_rho0.8,17,dyadic_w2_s1_b1,0,0,-1,1228.6152412019308,1.2135676435086114e-05,1.2135828782260563e-05,1.2135931999831635e-05,9.877523921332779e-09,0.296422495245749,3.5973326495128543e-06,256|256|256|256
10,4,ar1_rho0.8,0,fixed_0,1,1,0,1228.6152412019308,0.0,0.0,0.0,0.0,0.0,0.0,1024|0|0|0
10,4,ar1_rho0.8,1,fixed_1,1,1,1,1228.6152412019308,0.0,0.0,0.0,0.0,0.0,0.0,0|1024|0|0
10,4,ar1_rho0.8,2,fixed_2,1,1,2,1228.6152412019308,0.0,0.0,0.0,0.0,0.0,0.0,0|0|1024|0
10,4,ar1_rho0.8,3,fixed_3,1,1,3,1228.6152412019308,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|1024
10,4,ar1_rho0.8,93,dyadic_w128_s2_b1,0,0,-1,1228.6152412019308,0.0,0.0009067888364449993,0.0018135829748154155,0.0,0.1386516844183766,0.00012472488231613519,0|512|0|512
10,4,ar1_rho0.8,95,dyadic_w128_s2_b3,0,0,-1,1228.6152412019308,0.0,0.0009067888364469338,0.001813582974815817,0.0,0.1386516844183765,0.0001247248823164011,0|512|0|512
10,4,ar1_rho0.8,105,dyadic_w256_s2_b1,0,0,-1,1228.6152412019308,0.0,0.002550196725950072,0.006339645473440338,0.0,0.1355517618963132,0.0003391276360891676,0|512|0|512
10,4,ar1_rho0.8,107,dyadic_w256_s2_b3,0,0,-1,1228.6152412019308,0.0,0.0025501967259458865,0.006339645473453662,0.0,0.13555176189631324,0.0003391276360886165,0|512|0|512
10,4,ar1_rho0.8,117,dyadic_w512_s2_b1,0,0,-1,1228.6152412019308,0.0,0.0045705514905994395,0.013111171534250876,0.0,0.1292665403666877,0.0005651764175449777,0|512|0|512
10,4,ar1_rho0.8,119,dyadic_w512_s2_b3,0,0,-1,1228.6152412019308,0.0,0.004570551490610071,0.013111171534273167,0.0,0.12926654036668755,0.0005651764175462803,0|512|0|512
