sf,os_factor,noise_model,dictionary_index,pattern_name,savaux_fixed_branch,selected,selection_order,savaux_fisher_information,robust_conditional_fisher_gain,mean_conditional_fisher_gain,max_conditional_fisher_gain,conditional_gain_fraction_vs_savaux,mean_conditional_noise_variance,mean_residual_target_power,offset_counts
10,4,awgn,33,dyadic_w4_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,5.745022260562916e-17,0|512|0|512
10,4,awgn,34,dyadic_w4_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716192,8.066938979137702e-15,512|0|512|0
10,4,awgn,35,dyadic_w4_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315563,5.745035724637948e-17,0|512|0|512
10,4,awgn,36,dyadic_w4_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999997418759,2.5530432863543696e-15,256|256|256|256
10,4,awgn,37,dyadic_w4_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999987967936,9.915438302312523e-17,256|256|256|256
10,4,awgn,38,dyadic_w4_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999967595096,1.9696378497337515e-14,256|256|256|256
10,4,awgn,39,dyadic_w4_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.750000000511347,9.954806004444938e-15,256|256|256|256
10,4,awgn,40,dyadic_w8_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999996382698,1.9269342722681415e-15,256|256|256|256
10,4,awgn,41,dyadic_w8_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999987369531,1.9009318553053935e-16,256|256|256|256
10,4,awgn,42,dyadic_w8_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999989003996,1.1067850521143939e-17,256|256|256|256
10,4,awgn,43,dyadic_w8_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999985339035,7.173067543069382e-16,256|256|256|256
10,4,awgn,44,dyadic_w8_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,1.6459261452709777e-15,512|0|512|0
10,4,awgn,45,dyadic_w8_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,6.242676185403084e-15,0|512|0|512
10,4,awgn,46,dyadic_w8_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,1.6459261272542389e-15,512|0|512|0
10,4,awgn,47,dyadic_w8_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,6.2426779047033365e-15,0|512|0|512
10,4,awgn,48,dyadic_w8_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7500000004324268,8.972425633039502e-15,256|256|256|256
10,4,awgn,49,dyadic_w8_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999997739747,6.023096825999326e-15,256|256|256|256
10,4,awgn,50,dyadic_w8_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999981062432,2.9325330369720464e-15,256|256|256|256
10,4,awgn,51,dyadic_w8_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999995311094,1.3718580353918861e-15,256|256|256|256
10,4,awgn,52,dyadic_w16_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999992317896,3.1977047800541256e-16,256|256|256|256
10,4,awgn,53,dyadic_w16_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999998964379,5.896014743889814e-19,256|256|256|256
10,4,awgn,54,dyadic_w16_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999989403837,5.895953364940584e-19,256|256|256|256
10,4,awgn,55,dyadic_w16_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999986729733,3.1977023182643454e-16,256|256|256|256
10,4,awgn,56,dyadic_w16_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,2.9289826807417606e-16,512|0|512|0
10,4,awgn,57,dyadic_w16_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315563,2.583284676214003e-15,0|512|0|512
10,4,awgn,58,dyadic_w16_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,2.9289824527338173e-16,512|0|512|0
10,4,awgn,59,dyadic_w16_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315561,2.583285872492446e-15,0|512|0|512
10,4,awgn,60,dyadic_w16_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999983694975,1.3916322756446795e-15,256|256|256|256
10,4,awgn,61,dyadic_w16_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999999535266,1.3916325407097362e-15,256|256|256|256
10,4,awgn,62,dyadic_w16_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999998026765,2.961412719602435e-15,256|256|256|256
10,4,awgn,63,dyadic_w16_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999998102087,2.9614121637653906e-15,256|256|256|256
10,4,awgn,64,dyadic_w32_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999998784681,1.1519328143514734e-16,256|256|256|256
10,4,awgn,65,dyadic_w32_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999987846813,1.1519334816372525e-16,256|256|256|256
10,4,awgn,66,dyadic_w32_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999991200818,1.151933862943363e-16,256|256|256|256
10,4,awgn,67,dyadic_w32_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999991200818,1.1519339582699125e-16,256|256|256|256
10,4,awgn,68,dyadic_w32_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,7.829230496433154e-29,512|0|512|0
10,4,awgn,69,dyadic_w32_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315564,3.0455738284022573e-15,0|512|0|512
10,4,awgn,70,dyadic_w32_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,6.378992784386232e-29,512|0|512|0
10,4,awgn,71,dyadic_w32_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,3.045573264722198e-15,0|512|0|512
10,4,awgn,72,dyadic_w32_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999987056593,2.493315601886298e-16,256|256|256|256
10,4,awgn,73,dyadic_w32_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999991991041,2.4933174250777357e-16,256|256|256|256
10,4,awgn,74,dyadic_w32_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999991991042,2.49331784581484e-16,256|256|256|256
10,4,awgn,75,dyadic_w32_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999987056593,2.493316303113557e-16,256|256|256|256
10,4,awgn,76,dyadic_w64_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999983579282,1.4474232275571813e-15,256|256|256|256
10,4,awgn,77,dyadic_w64_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999983579282,1.4474230923940802e-15,256|256|256|256
10,4,awgn,78,dyadic_w64_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.749999999546835,1.447423548569397e-15,256|256|256|256
10,4,awgn,79,dyadic_w64_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999995468349,1.4474235147785935e-15,256|256|256|256
10,4,awgn,80,dyadic_w64_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,8.985786453740297e-29,512|0|512|0
10,4,awgn,81,dyadic_w64_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,2.5577567068521032e-17,0|512|0|512
10,4,awgn,82,dyadic_w64_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,1.0775413174659383e-28,512|0|512|0
10,4,awgn,83,dyadic_w64_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315561,2.557745477128506e-17,0|512|0|512
10,4,awgn,84,dyadic_w64_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999992689264,4.1042217909838407e-16,256|256|256|256
10,4,awgn,85,dyadic_w64_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999986358364,4.104219271894657e-16,256|256|256|256
10,4,awgn,86,dyadic_w64_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999986358366,4.104220261536188e-16,256|256|256|256
10,4,awgn,87,dyadic_w64_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999992689264,4.1042219709186055e-16,256|256|256|256
10,4,awgn,88,dyadic_w128_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999993810366,7.526196511542222e-16,256|256|256|256
10,4,awgn,89,dyadic_w128_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999993810365,7.526196755204592e-16,256|256|256|256
10,4,awgn,90,dyadic_w128_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999985237267,7.526192856611601e-16,256|256|256|256
10,4,awgn,91,dyadic_w128_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999985237267,7.526194196752491e-16,256|256|256|256
10,4,awgn,92,dyadic_w128_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,9.328879407244219e-29,512|0|512|0
10,4,awgn,93,dyadic_w128_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,3.399343581927903e-15,0|512|0|512
10,4,awgn,94,dyadic_w128_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.499999998471619,1.0624763436087646e-28,512|0|512|0
10,4,awgn,95,dyadic_w128_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,3.3993444881524674e-15,0|512|0|512
10,4,awgn,96,dyadic_w128_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999992112516,2.7448870134264603e-16,256|256|256|256
10,4,awgn,97,dyadic_w128_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999986935111,2.744884879741288e-16,256|256|256|256
10,4,awgn,98,dyadic_w128_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999986935112,2.744885394768821e-16,256|256|256|256
10,4,awgn,99,dyadic_w128_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999992112517,2.7448859833719225e-16,256|256|256|256
10,4,awgn,100,dyadic_w256_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999988577979,3.664309513669593e-17,256|256|256|256
10,4,awgn,101,dyadic_w256_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999988577979,3.664304674858961e-17,256|256|256|256
10,4,awgn,102,dyadic_w256_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999990469651,3.664313008366194e-17,256|256|256|256
10,4,awgn,103,dyadic_w256_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999990469651,3.664313008364238e-17,256|256|256|256
10,4,awgn,104,dyadic_w256_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,1.4679967428769374e-28,512|0|512|0
10,4,awgn,105,dyadic_w256_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315563,1.1807478368958547e-16,0|512|0|512
10,4,awgn,106,dyadic_w256_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999847161913,1.3440662358037264e-28,512|0|512|0
10,4,awgn,107,dyadic_w256_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315561,1.1807452793442672e-16,0|512|0|512
10,4,awgn,108,dyadic_w256_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999990469651,3.664313008369642e-17,256|256|256|256
10,4,awgn,109,dyadic_w256_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999988577979,3.664309513672799e-17,256|256|256|256
10,4,awgn,110,dyadic_w256_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999988577979,3.6643089760221704e-17,256|256|256|256
10,4,awgn,111,dyadic_w256_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.7499999990469651,3.664311395428191e-17,256|256|256|256
10,4,awgn,112,dyadic_w512_s1_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999986408296,3.664312470724129e-17,512|512|0|0
10,4,awgn,113,dyadic_w512_s1_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999999623457,3.6643017178203405e-17,0|512|512|0
10,4,awgn,114,dyadic_w512_s1_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999999623457,3.6643079007298894e-17,0|0|512|512
10,4,awgn,115,dyadic_w512_s1_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999864082967,3.6643076319117814e-17,512|0|0|512
10,4,awgn,116,dyadic_w512_s2_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,7.882161900240608e-29,512|0|512|0
10,4,awgn,117,dyadic_w512_s2_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315562,1.4657229452323373e-16,0|512|0|512
10,4,awgn,118,dyadic_w512_s2_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999984716191,1.070230026731359e-28,512|0|512|0
10,4,awgn,119,dyadic_w512_s2_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.5000000001315564,1.4657256334630703e-16,0|512|0|512
10,4,awgn,120,dyadic_w512_s3_b0,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.49999999864082967,3.664307900728548e-17,512|0|0|512
10,4,awgn,121,dyadic_w512_s3_b1,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999986408297,3.664308976030985e-17,512|512|0|0
10,4,awgn,122,dyadic_w512_s3_b2,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999999623457,3.6643087072047853e-17,0|512|512|0
10,4,awgn,123,dyadic_w512_s3_b3,0,0,-1,4096.000005721393,0.0,0.0,0.0,0.0,0.4999999999623456,3.664313546022745e-17,0|0|512|512
10,4,ar1_rho0.8,9,dyadic_w1_s2_b1,0,1,4,1228.6152412019308,0.0022320459223833336,0.0022320467494704385,0.0022320477081589256,1.81671677798801e-06,0.500100739766095,0.0011162482306026741,0|512|0|512
10,4,ar1_rho0.8,11,dyadic_w1_s2_b3,0,0,-1,1228.6152412019308,0.0022320459223818703,0.002232046749470466,0.002232047708158881,1.816716777986819e-06,0.5001007397660948,0.001116248230602687,0|512|0|512
10,4,ar1_rho0.8,52,dyadic_w16_s1_b0,0,1,5,1228.6152412019308,0.00210215979900747,0.0021021612445340683,0.0021021621719390818,1.7109992848135008e-06,0.18260392230778183,0.00038386288857532894,256|256|256|256
10,4,ar1_rho0.8,40,dyadic_w8_s1_b0,0,1,6,1228.6152412019308,0.0019408641090447763,0.0019408659779067007,0.0019408673040028606,1.5797167770327072e-06,0.1986262930298488,0.00038550701445936024,256|256|256|256
10,4,ar1_rho0.8,4,dyadic_w1_s1_b0,0,0,-1,1228.6152412019308,0.0016268315052126387,0.001626832858159096,0.0016268338369819168,1.3241179587037684e-06,0.405660596726279,0.0006599419880147369,256|256|256|256
10,4,ar1_rho0.8,28,dyadic_w4_s1_b0,0,1,7,1228.6152412019308,0.0016012423701635815,0.001601244109749685,0.0016012462083565247,1.3032903357092631e-06,0.23069216688869293,0.000369394473395911,256|256|256|256
10,4,ar1_rho0.8,63,dyadic_w16_s3_b3,0,0,-1,1228.6152412019308,0.0014556230138411926,0.0014556249023359817,0.0014556263269812956,1.1847671793629912e-06,0.17700234988695845,0.0002576490282674431,256|256|256|256
10,4,ar1_rho0.8,51,dyadic_w8_s3_b3,0,0,-1,1228.6152412019308,0.00139624684077488,0.0013962477255301659,0.0013962492062117638,1.1364394596057253e-06,0.1872795513215928,0.0002614886475710839,256|256|256|256
10,4,ar1_rho0.8,69,dyadic_w32_s2_b1,0,0,-1,1228.6152412019308,0.0012721220084705876,0.0012721233957585336,0.0012721256399460955,1.0354112221708198e-06,0.1464539728683831,0.0001863075252876556,0|512|0|512
10,4,ar1_rho0.8,71,dyadic_w32_s2_b3,0,0,-1,1228.6152412019308,0.001272122008469306,0.0012721233957581914,0.0012721256399459615,1.0354112221697767e-06,0.1464539728683832,0.0001863075252876056,0|512|0|512
10,4,ar1_rho0.8,81,dyadic_w64_s2_b1,0,0,-1,1228.6152412019308,0.0012481127466574626,0.001248115721808087,0.0012481195813004054,1.015869496650927e-06,0.1414876473852828,0.00017659295714321033,0|512|0|512
10,4,ar1_rho0.8,83,dyadic_w64_s2_b3,0,0,-1,1228.6152412019308,0.0012481127466573139,0.0012481157218085244,0.0012481195813001786,1.0158694966508059e-06,0.1414876473852828,0.00017659295714327224,0|512|0|512
10,4,ar1_rho0.8,8,dyadic_w1_s2_b0,0,0,-1,1228.6152412019308,0.0012370754513509104,0.0012370761007136082,0.0012370765474056895,1.006885971999422e-06,0.49884958363752835,0.0006171148977689203,512|0|512|0
10,4,ar1_rho0.8,10,dyadic_w1_s2_b2,0,0,-1,1228.6152412019308,0.0012370754513509104,0.0012370761007137107,0.0012370765474054987,1.006885971999422e-06,0.49884958363752835,0.0006171148977689718,512|0|512|0
10,4,ar1_rho0.8,57,dyadic_w16_s2_b1,0,0,-1,1228.6152412019308,0.001229900720147832,0.0012299017231319688,0.0012299024543193228,1.0010462827602917e-06,0.1556042196629989,0.0001913778978901277,0|512|0|512
10,4,ar1_rho0.8,59,dyadic_w16_s2_b3,0,0,-1,1228.6152412019308,0.0012299007201462002,0.0012299017231317414,0.0012299024543188264,1.0010462827589635e-06,0.1556042196629991,0.00019137789789009253,0|512|0|512
10,4,ar1_rho0.8,39,dyadic_w4_s3_b3,0,0,-1,1228.6152412019308,0.0012280229628604752,0.001228025843047349,0.0012280279844150048,9.99517930169191e-07,0.20759285871134966,0.00025492939532961435,256|256|256|256
10,4,ar1_rho0.8,47,dyadic_w8_s2_b3,0,0,-1,1228.6152412019308,0.0011131427074563196,0.0011131438920129442,0.0011131465886537874,9.060140800201643e-07,0.17369915751820875,0.00019335215623918824,0|512|0|512
10,4,ar1_rho0.8,45,dyadic_w8_s2_b1,0,0,-1,1228.6152412019308,0.001113142707455229,0.0011131438920133178,0.001113146588653363,9.060140800192767e-07,0.17369915751820875,0.00019335215623925316,0|512|0|512
10,4,ar1_rho0.8,15,dyadic_w1_s3_b3,0,0,-1,1228.6152412019308,0.0011068757271687944,0.0011068771307793442,0.0011068792602209035,9.009132314571965e-07,0.34362020028420437,0.0003803453413684038,256|256|256|256
10,4,ar1_rho0.8,16,dyadic_w2_s1_b0,0,0,-1,1228.6152412019308,0.0009360691048877121,0.0009360696460963211,0.0009360705449737624,7.618895431998496e-07,0.2964225386733501,0.00027747214087093586,256|256|256|256
10,4,ar1_rho0.8,12,dyadic_w1_s3_b0,0,0,-1,1228.6152412019308,0.0008980000054434138,0.0008980011679666038,0.0008980025170728428,7.30904171891045e-07,0.34362926911924685,0.0003085794850165942,256|256|256|256
10,4,ar1_rho0.8,7,dyadic_w1_s1_b3,0,0,-1,1228.6152412019308,0.0008588357877528397,0.0008588370779004936,0.0008588377955762918,6.990274570521013e-07,0.4059321003625146,0.0003486295389013519,256|256|256|256
10,4,ar1_rho0.8,27,dyadic_w2_s3_b3,0,0,-1,1228.6152412019308,0.0008381333298645099,0.0008381342411619555,0.0008381353441725794,6.821772201397893e-07,0.24567431932734873,0.00020590805920240725,256|256|256|256
10,4,ar1_rho0.8,35,dyadic_w4_s2_b3,0,0,-1,1228.6152412019308,0.0008325867224286839,0.0008325884742705365,0.0008325897343846765,6.776627006630491e-07,0.20960012659476973,0.00017451064960845062,0|512|0|512
10,4,ar1_rho0.8,33,dyadic_w4_s2_b1,0,0,-1,1228.6152412019308,0.0008325867224280058,0.0008325884742707963,0.0008325897343851012,6.776627006624972e-07,0.20960012659476981,0.0001745106496085051,0|512|0|512
10,4,ar1_rho0.8,94,dyadic_w128_s2_b2,0,0,-1,1228.6152412019308,0.0007556973624928109,0.0009584821763866907,0.0011612668830763436,6.150805696936713e-07,0.13868730282659755,0.00013266885122817772,512|0|512|0
10,4,ar1_rho0.8,92,dyadic_w128_s2_b0,0,0,-1,1228.6152412019308,0.0007556973624913899,0.0009584821763848265,0.001161266883076298,6.150805696925147e-07,0.13868730282659758,0.0001326688512279212,512|0|512|0
10,4,ar1_rho0.8,80,dyadic_w64_s2_b0,0,0,-1,1228.6152412019308,0.0007526167810396843,0.0007526172176267953,0.0007526174920289597,6.125732090897828e-07,0.14130742125304382,0.0001063503982134833,512|0|512|0
10,4,ar1_rho0.8,82,dyadic_w64_s2_b2,0,0,-1,1228.6152412019308,0.0007526167810396156,0.0007526172176267832,0.0007526174920289492,6.125732090897269e-07,0.14130742125304385,0.00010635039821348161,512|0|512|0
