esn0_db,trial_count,error_count,q2_ser,true_top4_given_error,true_top8_given_error,true_top16_given_error,p_c1m_true_gt_wrong,p_cmulti_true_gt_wrong,mean_abs_dev_q8_true,mean_abs_dev_q8_wrong,mean_abs_dev_q4_true,mean_abs_dev_q4_wrong,mean_abs_dev_q2_true,mean_abs_dev_q2_wrong,mean_ratio_variance_true,mean_ratio_variance_wrong
6.0,8,8,1.0,0.0,0.125,0.125,0.125,0.125,0.15157114273038635,0.030779209053258906,0.15238811955671094,0.03239492920914255,0.15241474680873668,0.031819178912972444,1.0634231127017097e-05,6.524867744122028e-06
10.0,8,6,0.75,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1083509090906327,0.0289150963631995,0.10926849199521238,0.032397892236761636,0.10813603621088232,0.0332508336964824,1.0126513165688827e-05,2.3213326234421675e-05
