dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux
0_0_0_10_14_8,-25.0,2,0,0,803,485,0,0,1,2,1,2.4084546375731466,318,318,1.19746933917817,0.18021044594856409,0.2439489184162719,0.10121025306572065,0.07671412409715869,0.2771267253802702,0.9076433336117224,0.7579679110904362,0.0845201206864986,0.0640635393218569,0.23142699049853244,0.7579679110904362
0_0_0_10_14_8,-25.0,2,0,0,803,627,0,0,1,3,1,2.4084546375731466,176,176,1.0454229558845896,0.04442154600392538,0.35552423934310706,0.08611739711531285,0.05919070007397308,0.2251340594939483,0.7185460627584173,0.6873256979041713,0.08237565152990563,0.056618902178103205,0.21535212922835625,0.6873256979041713
0_0_0_10_14_8,-25.0,2,0,0,803,251,0,0,1,4,1,2.4084546375731466,472,472,1.0303558943360827,0.02990427104195955,0.27216845558785985,0.09882960969676378,0.06735283026704818,0.2499388893675201,0.7021922466232633,0.6815045660273783,0.09591793499705785,0.06536851066441218,0.2425752992159763,0.6815045660273783
0_0_0_10_14_8,-25.0,2,0,0,803,1018,0,0,1,5,1,2.4084546375731466,215,215,0.8052360835388441,-0.21661977308242217,0.25007653271180974,0.08895541588401093,0.06126988284325885,0.22363626909011725,0.5546230098448395,0.68877068624072,0.11047122415710743,0.07608934087254328,0.2777275803479678,0.6887706862407201
0_0_0_10_14_8,-25.0,2,0,0,803,143,0,0,1,6,1,2.4084546375731466,364,364,0.7724349159674517,-0.25820752493438587,0.3186271069090536,0.08067331840995551,0.049914783744014445,0.1795804675336021,0.4779265629177753,0.6187272908542547,0.1044402793585717,0.0646200511035906,0.23248621187544702,0.6187272908542547
0_0_0_10_14_8,-25.0,2,0,0,803,711,0,0,1,7,1,2.4084546375731466,92,92,0.7487709092125705,-0.2893222044498056,0.1916478167145096,0.06357382690932314,0.045951815987124174,0.17353658840174677,0.5412193147617771,0.7228102856332109,0.08490424257558196,0.06136965982752783,0.23176192646725946,0.7228102856332109
0_0_0_10_14_8,-25.0,2,0,0,803,460,0,0,1,8,1,2.4084546375731466,343,343,0.7469364150981761,-0.2917752178227629,0.3237686281075922,0.08819885166085466,0.051174319511563204,0.18747843465313252,0.43338390513332076,0.5802152584518958,0.11808080296803035,0.0685122836123031,0.25099651170239257,0.5802152584518958
0_0_0_10_14_8,-25.0,2,0,0,803,262,0,0,1,9,1,2.4084546375731466,483,483,0.7295055254872409,-0.31538833669946803,0.2712968862744885,0.08156834675119141,0.046352232143998355,0.16613195158521818,0.4145506291902403,0.5682624938493229,0.1118131993540576,0.06353924751020829,0.22773227313700975,0.5682624938493229
0_0_0_10_14_8,-25.0,2,0,0,803,771,0,0,1,10,1,2.4084546375731466,32,32,0.7106552217629236,-0.3415678869553667,0.1922004070687912,0.06448098204393418,0.038680930571661776,0.14084408099084905,0.42630872579873286,0.5998812261467495,0.09073455041106446,0.0544299533544634,0.19818904678059904,0.5998812261467495
0_0_0_10_14_8,-25.0,2,0,0,803,164,0,0,1,11,1,2.4084546375731466,385,385,0.7050327005516444,-0.3495110934843641,0.13529165370200985,0.04995710398989835,0.025061186894261782,0.0942087879105357,0.3536825569124991,0.5016541170867174,0.07085785375743567,0.03554613406534613,0.1336232884472212,0.5016541170867174
0_0_0_10_14_8,-25.0,2,0,0,803,413,0,0,1,12,1,2.4084546375731466,390,390,0.6950442628639308,-0.3637797478713112,0.14304796881341583,0.056474113973973394,0.033146451955272056,0.12591961751274788,0.4079435628936853,0.5869317749818598,0.08125254317080718,0.04768969938503205,0.18116776763812986,0.5869317749818598
0_0_0_10_14_8,-25.0,2,0,0,803,667,0,0,1,13,1,2.4084546375731466,136,136,0.6716928435912486,-0.3979541209401869,0.15784007244580564,0.065506739475793,0.04291282210282797,0.15344944821552825,0.4400193893855068,0.6550901853188059,0.09752484353645491,0.0638875678254838,0.228451813473404,0.6550901853188059
0_0_0_10_14_8,-25.0,2,0,0,803,837,0,0,1,14,1,2.4084546375731466,34,34,0.66493782336876,-0.4080617413911523,0.16660199147714824,0.05933776155947192,0.03180734845679746,0.11813836336189118,0.3564325396534694,0.5360389003706888,0.08923806027283923,0.04783507169986599,0.17766828598104012,0.5360389003706888
0_0_0_10_14_8,-25.0,2,0,0,803,186,0,0,1,15,1,2.4084546375731466,407,407,0.6370590314055882,-0.450892956737276,0.23686337164902715,0.077337043010225,0.042846744883491675,0.15993910669931707,0.3529473681939283,0.5540261589498161,0.12139698080975453,0.06725710298613283,0.2510585343189189,0.5540261589498161
0_0_0_10_14_8,-25.0,2,0,0,803,675,0,0,1,16,1,2.4084546375731466,128,128,0.6267224584104412,-0.4672514864107682,0.22953356859738627,0.07144824018655502,0.04009408773088002,0.1485561343798263,0.35169327004851186,0.5611627050042423,0.11400299961767685,0.06397423164405314,0.23703655802699308,0.5611627050042423
0_0_0_10_14_8,-25.0,2,0,1,826,826,1,1,1,1,1,2.6917562601334892,0,0,2.2188035782928637,0.7969681219130124,0.34059516734351597,0.1687454226884138,0.1439032869546753,0.5203761309849985,1.8921587497677428,0.8527833505765121,0.07605243850302679,0.06485625332612532,0.23453005758417483,0.8527833505765121
0_0_0_10_14_8,-25.0,2,0,1,826,488,0,0,1,2,1,2.6917562601334892,338,338,1.1938320435798602,0.1771683380573348,0.43814988500014945,0.09877201061765917,0.07439143684970255,0.27505074605244145,0.8991502807703731,0.7531631317870765,0.08273526510603492,0.06231315137649529,0.2303931675578636,0.7531631317870765
0_0_0_10_14_8,-25.0,2,0,1,826,28,0,0,1,3,1,2.6917562601334892,226,226,1.0117828196237042,0.011713942719384226,0.20289904330742173,0.08562430014112413,0.05235390466967429,0.19635636951593205,0.6186419182135021,0.6114374609005354,0.08462715365434745,0.05174421195365367,0.19406968146480255,0.6114374609005354
0_0_0_10_14_8,-25.0,2,0,1,826,596,0,0,1,4,1,2.6917562601334892,230,230,1.0076334160387432,0.007604428938806025,0.31474677240278925,0.1018259973937028,0.07324657958040401,0.2593148049449172,0.7248217850534946,0.7193308335316515,0.10105460554693198,0.07269169364028684,0.2573503427112888,0.7193308335316515
0_0_0_10_14_8,-25.0,2,0,1,826,866,0,0,1,5,1,2.6917562601334892,40,40,0.9691119602371714,-0.03137513172541371,0.3215744115089748,0.0947398193554371,0.06002408137925995,0.22936810463271468,0.6139979531589822,0.6335676148385561,0.09775941608671444,0.06193720007806964,0.23667864399958624,0.633567614838556
0_0_0_10_14_8,-25.0,2,0,1,826,689,0,0,1,6,1,2.6917562601334892,137,137,0.8293212281898832,-0.18714771013176643,0.2690205797824452,0.08243418782770305,0.052478371361351354,0.1888262635350299,0.5279536141214309,0.636609309125932,0.09939958730783717,0.06327870260344498,0.22768772475192908,0.636609309125932
0_0_0_10_14_8,-25.0,2,0,1,826,288,0,0,1,7,1,2.6917562601334892,486,486,0.7699647177336288,-0.2614105863093847,0.2581017009895373,0.06852168155444233,0.04592910141088043,0.17117980184808984,0.5160963187321999,0.6702856726361643,0.0889932745959245,0.05965091692262412,0.22232161799822872,0.6702856726361643
0_0_0_10_14_8,-25.0,2,0,1,826,344,0,0,1,8,1,2.6917562601334892,482,482,0.7325272451943512,-0.31125474397804925,0.2740722162452128,0.07528671732792766,0.044783974265501264,0.1655866320997858,0.4357406254634659,0.5948456229062947,0.102776678713094,0.061136257469330525,0.22604842780401024,0.5948456229062947
0_0_0_10_14_8,-25.0,2,0,1,826,179,0,0,1,9,1,2.6917562601334892,377,377,0.7091996107184038,-0.3436182536846548,0.23733178427174556,0.06560664228975982,0.03996368124403099,0.1498707179116855,0.43200240390240086,0.6091407797937055,0.09250800662919388,0.05635039929526844,0.21132374531321263,0.6091407797937055
0_0_0_10_14_8,-25.0,2,0,1,826,672,0,0,1,10,1,2.6917562601334892,154,154,0.693787127716039,-0.3655900979249746,0.17150808379455912,0.06658268838185069,0.040593670505238336,0.1482354885234907,0.4229833121451048,0.6096730470303972,0.09596991025336866,0.058510267607405034,0.21366134164449674,0.6096730470303972
0_0_0_10_14_8,-25.0,2,0,1,826,526,0,0,1,11,1,2.6917562601334892,300,300,0.693095717014458,-0.36658716953991105,0.32326342854857143,0.06854734060183916,0.04079036155958054,0.146472908039512,0.4124394125898142,0.5950684767847305,0.0989002513204237,0.05885242190687155,0.21133142860909723,0.5950684767847305
0_0_0_10_14_8,-25.0,2,0,1,826,243,0,0,1,12,1,2.6917562601334892,441,441,0.6603466856706888,-0.41499030055437963,0.2477801552874438,0.06116618921336803,0.0321697446877464,0.12236624625409014,0.34730272650013044,0.5259399858233382,0.09262738882568007,0.04871644756583101,0.18530606560068888,0.5259399858233382
0_0_0_10_14_8,-25.0,2,0,1,826,601,0,0,1,13,1,2.6917562601334892,225,225,0.6417938004821657,-0.4434882099320846,0.1855449114716495,0.06288484221118287,0.03883453774610521,0.13958039888877574,0.39633979658151647,0.6175500546807323,0.09798293807752406,0.06050936876755379,0.21748480397272774,0.6175500546807323
0_0_0_10_14_8,-25.0,2,0,1,826,458,0,0,1,14,1,2.6917562601334892,368,368,0.6249560985897915,-0.47007387396917194,0.2229685758969524,0.06070846796536392,0.03943172213493117,0.14324630000653477,0.4059251707716124,0.6495258973991602,0.0971403721034999,0.06309518736421413,0.22921018025069106,0.6495258973991602
0_0_0_10_14_8,-25.0,2,0,1,826,479,0,0,1,15,1,2.6917562601334892,347,347,0.6227170825882808,-0.4736629843849721,0.14395815650805885,0.05647219417583567,0.026992924755789564,0.09858541892248468,0.29765011966973964,0.47798611599440527,0.090686759292218,0.043347011846206825,0.15831494217682474,0.47798611599440527
0_0_0_10_14_8,-25.0,2,0,1,826,542,0,0,1,16,1,2.6917562601334892,284,284,0.6034976589333532,-0.5050131176014482,0.19688130202923124,0.0647669521047213,0.03666331097682312,0.13820502755273195,0.34162827837694915,0.5660805362207323,0.10731930960460245,0.060751372327812136,0.2290067335091262,0.5660805362207323
0_0_0_10_14_8,-25.0,2,0,2,922,922,1,1,1,1,1,2.527198120672987,0,0,2.181970957770446,0.7802285774095817,0.530735838090755,0.16994372345493303,0.1365795274758765,0.5086088933188926,1.7535955804652146,0.8036750325297874,0.07788541953307335,0.06259456707683886,0.2330960875109873,0.8036750325297874
0_0_0_10_14_8,-25.0,2,0,2,922,368,0,0,1,2,1,2.527198120672987,470,470,1.2193521650317507,0.198319705439163,0.23773439163632462,0.09286367770519649,0.06784369898106793,0.2490345137582304,0.8908258134999363,0.7305730362784406,0.07615820955447962,0.05563913439174592,0.20423510196641656,0.7305730362784406
0_0_0_10_14_8,-25.0,2,0,2,922,982,0,0,1,3,1,2.527198120672987,60,60,1.0521137465185717,0.05080123253761586,0.33942438619429566,0.09699102256460225,0.06566265852906276,0.24087627495085592,0.7122781453857454,0.6769972807053067,0.0921868218959633,0.06241022774043158,0.22894508863505664,0.6769972807053067
0_0_0_10_14_8,-25.0,2,0,2,922,956,0,0,1,4,1,2.527198120672987,34,34,0.8451095673927398,-0.16828899447727624,0.27777606461446147,0.09312310561866166,0.06370425478714355,0.2352345753256774,0.5781280042860912,0.6840864505530124,0.11019057079895232,0.07537987646226571,0.27834802066127723,0.6840864505530124
0_0_0_10_14_8,-25.0,2,0,2,922,125,0,0,1,5,1,2.527198120672987,227,227,0.8273617858790772,-0.18951321180933964,0.3856231414703511,0.08556543409107684,0.060125276595349816,0.21748675251698987,0.5813721013493904,0.7026818391565895,0.10341961104737635,0.07267108249562956,0.26286777589795113,0.7026818391565897
0_0_0_10_14_8,-25.0,2,0,2,922,43,0,0,1,6,1,2.527198120672987,145,145,0.7929458936013454,-0.2320002896859759,0.2269401513371071,0.07180400954509564,0.047370382239485594,0.16640366095543552,0.5231205097472412,0.6597177865079414,0.090553479278367,0.05973974091011702,0.20985500057220194,0.6597177865079414
0_0_0_10_14_8,-25.0,2,0,2,922,764,0,0,1,7,1,2.527198120672987,158,158,0.7616042077144272,-0.27232827068512366,0.21479463813342684,0.0659125754934384,0.03953740512376087,0.14860820502727912,0.45684535733797665,0.5998461572434962,0.086544395140938,0.051913322856254364,0.19512524159136682,0.5998461572434962
0_0_0_10_14_8,-25.0,2,0,2,922,524,0,0,1,8,1,2.527198120672987,398,398,0.7592644131398316,-0.2754051918451782,0.25649129875772014,0.07417149501273786,0.050185712069915143,0.18376944847384785,0.5137313898853576,0.6766172376773111,0.09768862300026947,0.06609780624694257,0.2420361672344092,0.6766172376773111
0_0_0_10_14_8,-25.0,2,0,2,922,165,0,0,1,9,1,2.527198120672987,267,267,0.7539299171460243,-0.28245586337631756,0.2678153763280596,0.08902654833013147,0.057571260976880013,0.20710783332088267,0.48754778021199274,0.6466752003390289,0.11808332088364182,0.0763615551891269,0.2747043572761806,0.6466752003390289
0_0_0_10_14_8,-25.0,2,0,2,922,639,0,0,1,10,1,2.527198120672987,283,283,0.7250838773995874,-0.3214679378544291,0.1740694935840607,0.0710997808024946,0.046363585594881324,0.16884979515316592,0.47282126658968127,0.652091821825344,0.098057318633927,0.06394237555130572,0.23286932783379802,0.652091821825344
0_0_0_10_14_8,-25.0,2,0,2,922,441,0,0,1,11,1,2.527198120672987,481,481,0.69494915566057,-0.3639165934163932,0.23862062155678426,0.08756684731110392,0.05237139276761724,0.18663530941002454,0.41563053030011915,0.5980732934412301,0.12600468192218897,0.07536003510621818,0.26855966064542103,0.5980732934412301
0_0_0_10_14_8,-25.0,2,0,2,922,900,0,0,1,12,1,2.527198120672987,22,22,0.6668640257653955,-0.40516911327086547,0.17530594272270833,0.06678050738047958,0.04264531177310198,0.16100826305715757,0.42585217460243524,0.6385892148158119,0.10014111543028884,0.06394903627340773,0.2414409187425574,0.6385892148158119
0_0_0_10_14_8,-25.0,2,0,2,922,842,0,0,1,13,1,2.527198120672987,80,80,0.6653894297376475,-0.4073828011000612,0.22083443035775832,0.05614588876196776,0.032327010187015705,0.11931293157861877,0.3831099898454548,0.5757680731365225,0.08438049396742775,0.048583594421933836,0.1793129350216188,0.5757680731365225
0_0_0_10_14_8,-25.0,2,0,2,922,740,0,0,1,14,1,2.527198120672987,182,182,0.6647544051099921,-0.4083376221641656,0.2522663743528381,0.07682361243242018,0.04656534445514642,0.16968707381347828,0.4029297356883946,0.6061332314476724,0.11556690988713153,0.070048944538309,0.2552628045923237,0.6061332314476724
0_0_0_10_14_8,-25.0,2,0,2,922,13,0,0,1,15,1,2.527198120672987,115,115,0.6507618946976415,-0.4296114568301907,0.22746929372304087,0.07448813518466929,0.041869673662868194,0.15299597431833586,0.3657923251222417,0.5620985618590914,0.11446296378382473,0.06433946732901714,0.23510284723942115,0.5620985618590914
0_0_0_10_14_8,-25.0,2,0,2,922,746,0,0,1,16,1,2.527198120672987,176,176,0.6137385324553044,-0.4881862844385048,0.3379779449553045,0.08340625755476105,0.05373386024093569,0.19430493453501899,0.39539647856490834,0.6442425522528246,0.13589868183946088,0.08755171363604886,0.3165923667163089,0.6442425522528246
0_0_0_10_14_8,-25.0,2,0,3,718,718,1,1,1,1,1,0.6185578153470492,0,0,1.4185803501778196,0.3496566181305046,0.277801495243655,0.09605654007728688,0.07078205897485618,0.2613297541059671,1.0453222438167027,0.7368791226282467,0.06771314720752064,0.049896404504675126,0.18421921188546656,0.7368791226282467
0_0_0_10_14_8,-25.0,2,0,3,718,536,0,0,1,2,1,0.6185578153470492,182,182,1.2302635536026543,0.20722841765319674,0.4076894070511743,0.10878661355026098,0.08088570447613132,0.3031376295711037,0.9147332652145114,0.7435262651940255,0.08842545423027012,0.06574664773191799,0.24640056082569273,0.7435262651940255
0_0_0_10_14_8,-25.0,2,0,3,718,984,0,0,1,3,1,0.6185578153470492,266,266,0.9428326964170175,-0.058866428401628146,0.22998804888952398,0.08200713218792313,0.05341989027323702,0.19824591362022131,0.6141663273043276,0.6514054186265515,0.08697951662004215,0.05665892843581366,0.21026626926877023,0.6514054186265515
0_0_0_10_14_8,-25.0,2,0,3,718,276,0,0,1,4,1,0.6185578153470492,442,442,0.8572564509505618,-0.15401816249907854,0.2962550944474493,0.09813909677475291,0.06283385283697607,0.22703347744903565,0.5488610294244437,0.640253017420684,0.11448044125644335,0.07329644795008922,0.26483729250131793,0.6402530174206839
0_0_0_10_14_8,-25.0,2,0,3,718,1005,0,0,1,5,1,0.6185578153470492,287,287,0.8114418026655166,-0.20894261035332734,0.29880712557618583,0.08063710232375572,0.05448407411007114,0.1958915924986875,0.548266914836959,0.6756700394728856,0.09937509018991846,0.06714477111124377,0.24141175849605045,0.6756700394728855
0_0_0_10_14_8,-25.0,2,0,3,718,229,0,0,1,6,1,0.6185578153470492,489,489,0.7963721687226588,-0.22768865375800915,0.17306024045507382,0.06021307181184819,0.032601516554423296,0.1204700701572282,0.43118445315698023,0.5414358638983813,0.07560921159315116,0.040937538797613304,0.1512735814844662,0.5414358638983813
0_0_0_10_14_8,-25.0,2,0,3,718,176,0,0,1,7,1,0.6185578153470492,482,482,0.7835142914348268,-0.24396597684849056,0.22223198139768915,0.10351055244001624,0.07495342960910231,0.27142040685040647,0.5673535876916315,0.7241138979770917,0.13211061185681808,0.09566313011577912,0.346414111162366,0.7241138979770917
0_0_0_10_14_8,-25.0,2,0,3,718,726,0,0,1,8,1,0.6185578153470492,8,8,0.7596277037685617,-0.274926829186483,0.22939908005128196,0.07536466312829715,0.040993687202336336,0.1539378146516918,0.4131902032854084,0.543937775354355,0.09921263107494399,0.053965497833957383,0.20264902647441166,0.543937775354355
0_0_0_10_14_8,-25.0,2,0,3,718,986,0,0,1,9,1,0.6185578153470492,268,268,0.7397560682604762,-0.30143478461214307,0.2572175665417496,0.09005116447825345,0.064296450150191,0.2347729738269393,0.52818516497582,0.7139990973211459,0.12173088987293774,0.08691574548537738,0.3173653909713832,0.7139990973211459
0_0_0_10_14_8,-25.0,2,0,3,718,642,0,0,1,10,1,0.6185578153470492,76,76,0.6986717279176133,-0.35857427807866343,0.20960325465049356,0.06650489714633764,0.03740378219619451,0.1364268321785249,0.3929479821638728,0.5624214727208896,0.09518761743022731,0.053535559979901066,0.19526599793173854,0.5624214727208896
0_0_0_10_14_8,-25.0,2,0,3,718,526,0,0,1,11,1,0.6185578153470492,192,192,0.683839424463887,-0.38003214847564526,0.287427205595708,0.0725249862085138,0.04610474146228388,0.16616617773223905,0.4347224524245877,0.6357083795883796,0.1060555791520379,0.06742042036904913,0.24299005261726342,0.6357083795883796
0_0_0_10_14_8,-25.0,2,0,3,718,183,0,0,1,12,1,0.6185578153470492,489,489,0.6790114625067964,-0.3871172701126226,0.24622451898011977,0.09199149547817426,0.055348081512824596,0.20175371737374986,0.4085375673002843,0.6016651998657462,0.13547856046281911,0.08151273515838564,0.2971285884172102,0.6016651998657462
0_0_0_10_14_8,-25.0,2,0,3,718,55,0,0,1,13,1,0.6185578153470492,361,361,0.6729886795477711,-0.39602677035886535,0.15443839289247432,0.06861871270430525,0.045078592307957646,0.1626980292009754,0.4421152935925204,0.656943135937456,0.10196116931775887,0.06698269031545843,0.24175448138340716,0.656943135937456
0_0_0_10_14_8,-25.0,2,0,3,718,891,0,0,1,14,1,0.6185578153470492,173,173,0.6608092312631584,-0.41429008704371106,0.21446761053807806,0.07100756810468647,0.04199937081123742,0.1528677181142269,0.3908537171473474,0.5914773865979713,0.10745547238944164,0.0635574819845574,0.23133411411643762,0.5914773865979713
0_0_0_10_14_8,-25.0,2,0,3,718,30,0,0,1,15,1,0.6185578153470492,336,336,0.642370756050358,-0.4425896403460014,0.23138004766818782,0.0700081389470662,0.03955532150544096,0.14426680570108086,0.36294611117254827,0.5650103273756371,0.1089840069580907,0.06157708945009953,0.22458495244726118,0.5650103273756371
0_0_0_10_14_8,-25.0,2,0,3,718,64,0,0,1,16,1,0.6185578153470492,370,370,0.6408073681132578,-0.4450263849900074,0.2675090397975764,0.06728407257651042,0.039051770006706545,0.1430447453082156,0.37192549439848044,0.5804014012721924,0.10499890594987428,0.060941512145354176,0.22322581235197897,0.5804014012721924
0_0_0_10_14_8,-25.0,2,0,4,86,86,1,1,1,1,1,0.2577025282996208,0,0,1.5980107835392943,0.4687595954685573,0.38852940490006177,0.12668111843722246,0.10407690718509854,0.38062089173953173,1.3128714211788757,0.8215660586914887,0.07927425755954383,0.06512903933888839,0.23818418227224214,0.8215660586914887
0_0_0_10_14_8,-25.0,2,0,4,86,103,0,0,1,2,1,0.2577025282996208,17,17,1.5059461856808412,0.40942139545959905,0.3607598607551546,0.14479827580005872,0.11779392320953465,0.42122666346486376,1.2250926910119235,0.8135036315776827,0.0961510292843533,0.07821921150275353,0.27970897464335776,0.8135036315776827
0_0_0_10_14_8,-25.0,2,0,4,86,806,0,0,1,3,1,0.2577025282996208,304,304,1.1150435902324176,0.10889349852676665,0.35718802357543855,0.12442214587714912,0.1000955019253616,0.36569035387992865,0.8970336192655963,0.8044830059770312,0.11158500615318079,0.0897682411720764,0.3279605901359469,0.8044830059770312
0_0_0_10_14_8,-25.0,2,0,4,86,95,0,0,1,4,1,0.2577025282996208,9,9,1.0532769131859823,0.05190617406510976,0.18972679218708097,0.09477588732861109,0.06995683537160174,0.25930734584502496,0.7774542839254095,0.7381290467800565,0.08998192796415737,0.06641827471561519,0.2461910468166103,0.7381290467800565
0_0_0_10_14_8,-25.0,2,0,4,86,146,0,0,1,5,1,0.2577025282996208,60,60,0.978823370787044,-0.02140407071967225,0.27843372464069227,0.10476224500386108,0.0814921095974896,0.30228052098295277,0.7614038951324702,0.7778767016159892,0.10702875322605421,0.08325517353755471,0.30882029383901777,0.7778767016159892
0_0_0_10_14_8,-25.0,2,0,4,86,172,0,0,1,6,1,0.2577025282996208,86,86,0.9033249569762489,-0.10167292653951174,0.2545569317219017,0.07810979095334933,0.04594272482627921,0.16911827791107042,0.5313189220011701,0.5881813824558597,0.08646920507411937,0.05085957658035477,0.18721754182146108,0.5881813824558598
0_0_0_10_14_8,-25.0,2,0,4,86,47,0,0,1,7,1,0.2577025282996208,39,39,0.8447068761286722,-0.16876560396138238,0.24437367668585314,0.0849037482363504,0.0631335336274832,0.2286354767584096,0.6281151430556464,0.7435894755993049,0.10051267562242172,0.0747401677571596,0.27066842146030085,0.7435894755993049
0_0_0_10_14_8,-25.0,2,0,4,86,135,0,0,1,8,1,0.2577025282996208,49,49,0.7977089935238837,-0.22601141781008752,0.17775678398298933,0.07805940045001616,0.049792339008506416,0.18161863999160352,0.5088406573287668,0.6378775486546298,0.09785448212786012,0.0624191771845877,0.22767530699297023,0.6378775486546298
0_0_0_10_14_8,-25.0,2,0,4,86,229,0,0,1,9,1,0.2577025282996208,143,143,0.7796613450223369,-0.24889562662719397,0.1543505822852981,0.05567376754876058,0.028307792224149177,0.1023542476254857,0.39642532438213507,0.5084583542753138,0.07140762833017655,0.036307805183464846,0.1312803927999705,0.5084583542753138
0_0_0_10_14_8,-25.0,2,0,4,86,824,0,0,1,10,1,0.2577025282996208,286,286,0.7565493983577518,-0.27898744932940217,0.2803218572542459,0.07313182832787948,0.04837222567332861,0.17181189016912218,0.5004110941450504,0.6614387576426561,0.09666497453653042,0.06393796066500167,0.22709936792240626,0.6614387576426562
0_0_0_10_14_8,-25.0,2,0,4,86,854,0,0,1,11,1,0.2577025282996208,256,256,0.7538952422312981,-0.28250185665944677,0.251744925404234,0.07042920980083567,0.043697611721357506,0.16209311534934176,0.46775225317395425,0.6204472809638,0.09342041951662523,0.057962445275587644,0.21500747885023916,0.6204472809638
0_0_0_10_14_8,-25.0,2,0,4,86,303,0,0,1,12,1,0.2577025282996208,217,217,0.7522722107969457,-0.28465703808938864,0.3367443304505796,0.07916622038739678,0.0502468199118716,0.1826818335779365,0.4774673606451126,0.6347002505107705,0.10523613560512794,0.06679340163136012,0.2428400663430145,0.6347002505107705
0_0_0_10_14_8,-25.0,2,0,4,86,207,0,0,1,13,1,0.2577025282996208,121,121,0.7297411512706873,-0.3150653950210704,0.21994782131529422,0.07459792358314182,0.04148776866039974,0.15158185328929574,0.4058468468247538,0.5561517890529523,0.10222518416735246,0.0568527190609406,0.20772002925331612,0.5561517890529523
0_0_0_10_14_8,-25.0,2,0,4,86,789,0,0,1,14,1,0.2577025282996208,321,321,0.727984242733104,-0.31747587561708335,0.22820154675122017,0.08982387655979464,0.0632070382415885,0.23783413732316774,0.5122661104375115,0.7036774704275023,0.12338711648835257,0.08682473401386749,0.32670231491585083,0.7036774704275023
0_0_0_10_14_8,-25.0,2,0,4,86,615,0,0,1,15,1,0.2577025282996208,495,495,0.7021034506138335,-0.3536745202667901,0.2700960896848761,0.06998632484584995,0.0455118013403717,0.16536107360445537,0.4565748070799159,0.6502956319054445,0.09968092990379473,0.06482207330071052,0.23552237702276474,0.6502956319054445
0_0_0_10_14_8,-25.0,2,0,4,86,967,0,0,1,16,1,0.2577025282996208,143,143,0.6815951320934346,-0.3833194453742325,0.14419500660073578,0.05316865270257648,0.02674512566764601,0.10047841594449292,0.34285893163908066,0.5030243255787819,0.07800620955034639,0.03923902095002012,0.14741656918218587,0.5030243255787819
0_0_0_10_14_8,-25.0,2,0,5,467,467,1,1,1,1,1,1.978464721792851,0,0,1.4747310075335918,0.3884756053869226,0.39775189221471074,0.1169169328021971,0.08770003447976096,0.3261124837529637,1.1062038415588524,0.750105501211993,0.0792801753031113,0.05946849563191497,0.22113353695489815,0.7501055012119932
0_0_0_10_14_8,-25.0,2,0,5,467,324,0,0,1,2,1,1.978464721792851,143,143,0.93511783382327,-0.06708273215456054,0.16121056228518532,0.06937349315317992,0.04490724785848262,0.16698463692427304,0.6053258446661347,0.6473257409616857,0.07418689992205942,0.04802308996169754,0.17857069011458063,0.6473257409616857
0_0_0_10_14_8,-25.0,2,0,5,467,804,0,0,1,3,1,1.978464721792851,337,337,0.9265041937488263,-0.07633670682462873,0.21467421024961456,0.08483097450761484,0.060385796347260254,0.22692679187822798,0.6595196375302401,0.7118366457270832,0.09156027040133655,0.06517595576435214,0.2449279705470469,0.7118366457270832
0_0_0_10_14_8,-25.0,2,0,5,467,969,0,0,1,4,1,1.978464721792851,502,502,0.9036859686623302,-0.10127335873860673,0.205110857605738,0.07563551857005751,0.04914181881065666,0.18117951143694952,0.5871417684880852,0.6497188059223653,0.08369668357473342,0.05437930931183785,0.20048945952446093,0.6497188059223653
0_0_0_10_14_8,-25.0,2,0,5,467,738,0,0,1,5,1,1.978464721792851,271,271,0.9032404367263211,-0.10176649663698406,0.21926896671085516,0.0803546395176448,0.04432009809159083,0.15884702620894617,0.49818784573368,0.55155618092044,0.08896262418108722,0.04906788523798085,0.17586350184306052,0.55155618092044
0_0_0_10_14_8,-25.0,2,0,5,467,235,0,0,1,6,1,1.978464721792851,232,232,0.8804666465039759,-0.1273032319405477,0.30541191006530405,0.09062709426113585,0.06721158406546966,0.25111015191499897,0.6529786540196025,0.7416279272046836,0.10293075225618625,0.07633632044137421,0.2852012088272387,0.7416279272046836
0_0_0_10_14_8,-25.0,2,0,5,467,451,0,0,1,7,1,1.978464721792851,16,16,0.8622366591572508,-0.1482254994133235,0.3239501019374769,0.08994422227877236,0.0631486703880393,0.23444618712187287,0.6053651608309686,0.7020870133527515,0.10431500600622078,0.07323821101478188,0.2719046849052096,0.7020870133527515
0_0_0_10_14_8,-25.0,2,0,5,467,308,0,0,1,8,1,1.978464721792851,159,159,0.8218984839916175,-0.1961383903462138,0.3042892382229118,0.08648834284737242,0.059946971058285954,0.22347753211229981,0.5696759009435854,0.6931219755716153,0.1052299578742799,0.07293719629113873,0.27190405684527225,0.6931219755716151
