packet_index,payload_symbol_index,phase_weight,profile_weight,gt_raw_fft_bin,amp_rank,phase_metric_rank,phase_line_slope_pi,phase_line_r2,phase_line_anchor_count,profile_quality,profile_anchors,line_source
1,2,0.0,0.05,922,36,46,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,2,0.0,0.1,922,36,50,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,2,0.0,0.2,922,36,66,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,2,0.0,0.5,922,36,113,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,2,0.0,1.0,922,36,183,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,2,0.0,2.0,922,36,356,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.0,718,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.02,718,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.05,718,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.1,718,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.2,718,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,0.5,718,1,5,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,1.0,718,1,35,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,3,0.0,2.0,718,1,138,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.0,107,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.02,107,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.05,107,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.1,107,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.2,107,2,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,0.5,107,2,22,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,1.0,107,2,94,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,4,0.0,2.0,107,2,242,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.0,468,221,221,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.02,468,221,228,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.05,468,221,237,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.1,468,221,253,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.2,468,221,279,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,0.5,468,221,334,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,1.0,468,221,451,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,5,0.0,2.0,468,221,599,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.0,89,340,340,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.02,89,340,342,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.05,89,340,350,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.1,89,340,354,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.2,89,340,370,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,0.5,89,340,411,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,1.0,89,340,460,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,6,0.0,2.0,89,340,514,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.0,713,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.02,713,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.05,713,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.1,713,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.2,713,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,0.5,713,1,5,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,1.0,713,1,25,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,7,0.0,2.0,713,1,102,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.0,865,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.02,865,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.05,865,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.1,865,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.2,865,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,0.5,865,1,7,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,1.0,865,1,39,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,8,0.0,2.0,865,1,131,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.0,492,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.02,492,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.05,492,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.1,492,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.2,492,1,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,0.5,492,1,13,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,1.0,492,1,65,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,9,0.0,2.0,492,1,187,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.0,765,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.02,765,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.05,765,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.1,765,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.2,765,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,0.5,765,2,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,1.0,765,2,9,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,10,0.0,2.0,765,2,25,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.0,1023,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.02,1023,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.05,1023,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.1,1023,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.2,1023,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,0.5,1023,2,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,1.0,1023,2,9,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,11,0.0,2.0,1023,2,21,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.0,597,199,199,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.02,597,199,200,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.05,597,199,203,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.1,597,199,211,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.2,597,199,219,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,0.5,597,199,258,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,1.0,597,199,302,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,12,0.0,2.0,597,199,341,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.0,562,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.02,562,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.05,562,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.1,562,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.2,562,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,0.5,562,1,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,1.0,562,1,23,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,13,0.0,2.0,562,1,59,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.0,478,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.02,478,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.05,478,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.1,478,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.2,478,2,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,0.5,478,2,18,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,1.0,478,2,65,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,14,0.0,2.0,478,2,209,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.0,267,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.02,267,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.05,267,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.1,267,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.2,267,2,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,0.5,267,2,24,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,1.0,267,2,77,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,15,0.0,2.0,267,2,187,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.0,917,10,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.02,917,10,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.05,917,10,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.1,917,10,13,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.2,917,10,21,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,0.5,917,10,67,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,1.0,917,10,158,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,16,0.0,2.0,917,10,344,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.0,656,34,34,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.02,656,34,30,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.05,656,34,28,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.1,656,34,23,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.2,656,34,17,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,0.5,656,34,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,1.0,656,34,12,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,17,0.0,2.0,656,34,14,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.0,889,4,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.02,889,4,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.05,889,4,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.1,889,4,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.2,889,4,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,0.5,889,4,9,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,1.0,889,4,25,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,18,0.0,2.0,889,4,53,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.0,510,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.02,510,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.05,510,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.1,510,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.2,510,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,0.5,510,1,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,1.0,510,1,13,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,19,0.0,2.0,510,1,47,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.0,860,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.02,860,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.05,860,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.1,860,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.2,860,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,0.5,860,2,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,1.0,860,2,29,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,20,0.0,2.0,860,2,83,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.0,553,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.02,553,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.05,553,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.1,553,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.2,553,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,0.5,553,1,12,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,1.0,553,1,43,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,21,0.0,2.0,553,1,154,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.0,629,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.02,629,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.05,629,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.1,629,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.2,629,1,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,0.5,629,1,12,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,1.0,629,1,33,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,22,0.0,2.0,629,1,117,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.0,759,19,19,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.02,759,19,22,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.05,759,19,22,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.1,759,19,20,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.2,759,19,20,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,0.5,759,19,37,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,1.0,759,19,87,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,23,0.0,2.0,759,19,175,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.0,874,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.02,874,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.05,874,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.1,874,1,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.2,874,1,6,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,0.5,874,1,16,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,1.0,874,1,106,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,24,0.0,2.0,874,1,271,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.0,720,5,5,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.02,720,5,5,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.05,720,5,5,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.1,720,5,6,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.2,720,5,8,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,0.5,720,5,16,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,1.0,720,5,39,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,25,0.0,2.0,720,5,101,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.0,314,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.02,314,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.05,314,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.1,314,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.2,314,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,0.5,314,1,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,1.0,314,1,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,26,0.0,2.0,314,1,12,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.0,602,6,6,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.02,602,6,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.05,602,6,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.1,602,6,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.2,602,6,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,0.5,602,6,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,1.0,602,6,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,27,0.0,2.0,602,6,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.0,7,16,16,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.02,7,16,15,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.05,7,16,15,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.1,7,16,14,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.2,7,16,17,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,0.5,7,16,29,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,1.0,7,16,50,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,28,0.0,2.0,7,16,93,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.0,610,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.02,610,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.05,610,2,2,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.1,610,2,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.2,610,2,4,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,0.5,610,2,15,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,1.0,610,2,64,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,29,0.0,2.0,610,2,196,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.0,807,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.02,807,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.05,807,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.1,807,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.2,807,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,0.5,807,1,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,1.0,807,1,6,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,30,0.0,2.0,807,1,30,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.0,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.02,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.05,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.1,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.2,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,0.5,897,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,1.0,897,1,10,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,31,0.0,2.0,897,1,60,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.0,749,41,41,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.02,749,41,46,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.05,749,41,48,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.1,749,41,50,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.2,749,41,65,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,0.5,749,41,119,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,1.0,749,41,216,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,32,0.0,2.0,749,41,363,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.0,584,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.02,584,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.05,584,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.1,584,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.2,584,1,1,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
1,33,0.0,0.5,584,1,3,0.00981327940618147,0.2117922252425355,8,0.3381999596620777,8,header
