packet_index,payload_symbol_index,top_l,gt_raw_fft_bin,amp_rank,amp_hit,codec_hit,codec_candidate_count,block_candidate_count
3,34,1,930,1,1,1,1,4096
3,34,4,930,1,1,1,4,4096
3,34,8,930,1,1,1,7,4096
3,34,16,930,1,1,1,7,4096
3,34,32,930,1,1,1,7,4096
3,34,64,930,1,1,1,7,4096
3,34,128,930,1,1,1,7,4096
5,0,1,222,2,0,0,1,4096
5,0,4,222,2,1,0,4,4096
5,0,8,222,2,1,0,7,4096
5,0,16,222,2,1,0,7,4096
5,0,32,222,2,1,0,7,4096
5,0,64,222,2,1,0,7,4096
5,0,128,222,2,1,0,7,4096
5,1,1,826,1,1,1,1,4096
5,1,4,826,1,1,1,1,4096
5,1,8,826,1,1,1,1,4096
5,1,16,826,1,1,1,1,4096
5,1,32,826,1,1,1,1,4096
5,1,64,826,1,1,1,1,4096
5,1,128,826,1,1,1,1,4096
5,2,1,871,10,0,0,1,4096
5,2,4,871,10,0,0,4,4096
5,2,8,871,10,0,0,8,4096
5,2,16,871,10,1,0,16,4096
5,2,32,871,10,1,1,32,4096
5,2,64,871,10,1,1,64,4096
5,2,128,871,10,1,1,128,4096
5,3,1,718,8,0,0,1,4096
5,3,4,718,8,0,0,4,4096
5,3,8,718,8,1,0,8,4096
5,3,16,718,8,1,1,16,4096
5,3,32,718,8,1,1,32,4096
5,3,64,718,8,1,1,64,4096
5,3,128,718,8,1,1,128,4096
5,4,1,86,3,0,0,1,4096
5,4,4,86,3,1,0,4,4096
5,4,8,86,3,1,0,8,4096
5,4,16,86,3,1,0,10,4096
5,4,32,86,3,1,0,10,4096
5,4,64,86,3,1,0,10,4096
5,4,128,86,3,1,0,10,4096
5,5,1,468,1,1,1,1,4096
5,5,4,468,1,1,1,4,4096
5,5,8,468,1,1,1,8,4096
5,5,16,468,1,1,1,16,4096
5,5,32,468,1,1,1,32,4096
5,5,64,468,1,1,1,64,4096
5,5,128,468,1,1,1,128,4096
5,6,1,89,1,1,1,1,4096
5,6,4,89,1,1,1,4,4096
5,6,8,89,1,1,1,8,4096
5,6,16,89,1,1,1,16,4096
5,6,32,89,1,1,1,32,4096
5,6,64,89,1,1,1,64,4096
5,6,128,89,1,1,1,128,4096
5,7,1,713,1,1,1,1,4096
5,7,4,713,1,1,1,4,4096
5,7,8,713,1,1,1,8,4096
5,7,16,713,1,1,1,16,4096
5,7,32,713,1,1,1,32,4096
5,7,64,713,1,1,1,64,4096
5,7,128,713,1,1,1,94,4096
5,8,1,865,1,1,1,1,4096
5,8,4,865,1,1,1,4,4096
5,8,8,865,1,1,1,8,4096
5,8,16,865,1,1,1,16,4096
5,8,32,865,1,1,1,32,4096
5,8,64,865,1,1,1,64,4096
5,8,128,865,1,1,1,72,4096
5,9,1,492,1,1,1,1,4096
5,9,4,492,1,1,1,4,4096
5,9,8,492,1,1,1,8,4096
5,9,16,492,1,1,1,16,4096
5,9,32,492,1,1,1,32,4096
5,9,64,492,1,1,1,54,4096
5,9,128,492,1,1,1,54,4096
5,10,1,765,4,0,1,1,4096
5,10,4,765,4,1,1,4,4096
5,10,8,765,4,1,1,8,4096
5,10,16,765,4,1,1,16,4096
5,10,32,765,4,1,1,32,4096
5,10,64,765,4,1,1,64,4096
5,10,128,765,4,1,1,128,4096
5,11,1,1023,1,1,1,1,4096
5,11,4,1023,1,1,1,4,4096
5,11,8,1023,1,1,1,8,4096
5,11,16,1023,1,1,1,16,4096
5,11,32,1023,1,1,1,32,4096
5,11,64,1023,1,1,1,64,4096
5,11,128,1023,1,1,1,68,4096
5,12,1,597,1,1,1,1,4096
5,12,4,597,1,1,1,4,4096
5,12,8,597,1,1,1,8,4096
5,12,16,597,1,1,1,16,4096
5,12,32,597,1,1,1,32,4096
5,12,64,597,1,1,1,54,4096
5,12,128,597,1,1,1,54,4096
5,13,1,562,1,1,1,1,4096
5,13,4,562,1,1,1,4,4096
5,13,8,562,1,1,1,8,4096
5,13,16,562,1,1,1,16,4096
5,13,32,562,1,1,1,32,4096
5,13,64,562,1,1,1,64,4096
5,13,128,562,1,1,1,64,4096
5,14,1,478,1,1,1,1,4096
5,14,4,478,1,1,1,4,4096
5,14,8,478,1,1,1,8,4096
5,14,16,478,1,1,1,16,4096
5,14,32,478,1,1,1,32,4096
5,14,64,478,1,1,1,64,4096
5,14,128,478,1,1,1,128,4096
5,15,1,267,8,0,0,1,4096
5,15,4,267,8,0,0,4,4096
5,15,8,267,8,1,0,8,4096
5,15,16,267,8,1,0,12,4096
5,15,32,267,8,1,0,12,4096
5,15,64,267,8,1,0,12,4096
5,15,128,267,8,1,0,12,4096
5,16,1,917,24,0,0,1,4096
5,16,4,917,24,0,0,4,4096
5,16,8,917,24,0,0,8,4096
5,16,16,917,24,0,0,16,4096
5,16,32,917,24,1,0,32,4096
5,16,64,917,24,1,0,64,4096
5,16,128,917,24,1,1,128,4096
5,17,1,656,52,0,0,1,4096
5,17,4,656,52,0,0,4,4096
5,17,8,656,52,0,0,8,4096
5,17,16,656,52,0,0,16,4096
5,17,32,656,52,0,0,32,4096
5,17,64,656,52,1,0,64,4096
5,17,128,656,52,1,0,128,4096
5,18,1,889,1,1,1,1,4096
5,18,4,889,1,1,1,4,4096
5,18,8,889,1,1,1,8,4096
5,18,16,889,1,1,1,16,4096
5,18,32,889,1,1,1,32,4096
5,18,64,889,1,1,1,64,4096
5,18,128,889,1,1,1,128,4096
5,19,1,510,1,1,1,1,4096
5,19,4,510,1,1,1,4,4096
5,19,8,510,1,1,1,8,4096
5,19,16,510,1,1,1,9,4096
5,19,32,510,1,1,1,9,4096
5,19,64,510,1,1,1,9,4096
5,19,128,510,1,1,1,9,4096
5,20,1,860,1,1,0,1,4096
5,20,4,860,1,1,1,4,4096
5,20,8,860,1,1,1,8,4096
5,20,16,860,1,1,1,16,4096
5,20,32,860,1,1,1,32,4096
5,20,64,860,1,1,1,64,4096
5,20,128,860,1,1,1,128,4096
5,21,1,553,1,1,1,1,4096
5,21,4,553,1,1,1,4,4096
5,21,8,553,1,1,1,8,4096
5,21,16,553,1,1,1,16,4096
5,21,32,553,1,1,1,19,4096
5,21,64,553,1,1,1,19,4096
5,21,128,553,1,1,1,19,4096
5,22,1,629,1,1,1,1,4096
5,22,4,629,1,1,1,4,4096
5,22,8,629,1,1,1,8,4096
5,22,16,629,1,1,1,15,4096
5,22,32,629,1,1,1,15,4096
5,22,64,629,1,1,1,15,4096
5,22,128,629,1,1,1,15,4096
5,23,1,759,3,0,0,1,4096
5,23,4,759,3,1,1,4,4096
5,23,8,759,3,1,1,8,4096
5,23,16,759,3,1,1,16,4096
5,23,32,759,3,1,1,32,4096
5,23,64,759,3,1,1,64,4096
5,23,128,759,3,1,1,128,4096
5,24,1,874,1,1,1,1,4096
5,24,4,874,1,1,1,4,4096
5,24,8,874,1,1,1,8,4096
5,24,16,874,1,1,1,10,4096
5,24,32,874,1,1,1,10,4096
5,24,64,874,1,1,1,10,4096
5,24,128,874,1,1,1,10,4096
5,25,1,720,13,0,0,1,4096
5,25,4,720,13,0,0,4,4096
5,25,8,720,13,0,0,8,4096
5,25,16,720,13,1,0,16,4096
5,25,32,720,13,1,0,32,4096
5,25,64,720,13,1,0,64,4096
5,25,128,720,13,1,0,98,4096
5,26,1,314,10,0,0,1,4096
5,26,4,314,10,0,0,4,4096
5,26,8,314,10,0,0,8,4096
5,26,16,314,10,1,0,16,4096
5,26,32,314,10,1,0,32,4096
5,26,64,314,10,1,0,64,4096
5,26,128,314,10,1,0,128,4096
5,27,1,602,15,0,0,1,4096
5,27,4,602,15,0,0,4,4096
5,27,8,602,15,0,0,8,4096
5,27,16,602,15,1,1,16,4096
5,27,32,602,15,1,1,32,4096
5,27,64,602,15,1,1,48,4096
5,27,128,602,15,1,1,48,4096
5,28,1,7,1,1,1,1,4096
5,28,4,7,1,1,1,4,4096
5,28,8,7,1,1,1,8,4096
5,28,16,7,1,1,1,16,4096
5,28,32,7,1,1,1,22,4096
5,28,64,7,1,1,1,22,4096
5,28,128,7,1,1,1,22,4096
5,29,1,610,9,0,0,1,4096
5,29,4,610,9,0,0,4,4096
5,29,8,610,9,0,0,8,4096
5,29,16,610,9,1,0,16,4096
5,29,32,610,9,1,0,32,4096
5,29,64,610,9,1,0,48,4096
5,29,128,610,9,1,0,48,4096
5,30,1,823,1,1,1,1,4096
5,30,4,823,1,1,1,4,4096
5,30,8,823,1,1,1,8,4096
5,30,16,823,1,1,1,16,4096
5,30,32,823,1,1,1,32,4096
5,30,64,823,1,1,1,40,4096
5,30,128,823,1,1,1,40,4096
5,31,1,913,1,1,1,1,4096
5,31,4,913,1,1,1,4,4096
5,31,8,913,1,1,1,8,4096
5,31,16,913,1,1,1,16,4096
5,31,32,913,1,1,1,20,4096
5,31,64,913,1,1,1,20,4096
5,31,128,913,1,1,1,20,4096
5,32,1,741,1,1,1,1,4096
5,32,4,741,1,1,1,4,4096
5,32,8,741,1,1,1,8,4096
5,32,16,741,1,1,1,16,4096
5,32,32,741,1,1,1,32,4096
5,32,64,741,1,1,1,64,4096
5,32,128,741,1,1,1,128,4096
5,33,1,581,1,1,1,1,4096
5,33,4,581,1,1,1,4,4096
5,33,8,581,1,1,1,8,4096
5,33,16,581,1,1,1,16,4096
5,33,32,581,1,1,1,32,4096
5,33,64,581,1,1,1,64,4096
5,33,128,581,1,1,1,128,4096
5,34,1,91,1,1,1,1,4096
5,34,4,91,1,1,1,4,4096
5,34,8,91,1,1,1,8,4096
5,34,16,91,1,1,1,11,4096
5,34,32,91,1,1,1,11,4096
5,34,64,91,1,1,1,11,4096
5,34,128,91,1,1,1,11,4096
6,0,1,803,1,1,1,1,4096
6,0,4,803,1,1,1,4,4096
6,0,8,803,1,1,1,8,4096
6,0,16,803,1,1,1,11,4096
6,0,32,803,1,1,1,11,4096
6,0,64,803,1,1,1,11,4096
6,0,128,803,1,1,1,11,4096
6,1,1,826,941,0,1,1,4096
6,1,4,826,941,0,1,4,4096
6,1,8,826,941,0,1,8,4096
6,1,16,826,941,0,1,16,4096
6,1,32,826,941,0,1,32,4096
6,1,64,826,941,0,1,64,4096
6,1,128,826,941,0,1,128,4096
6,2,1,871,1,1,1,1,4096
6,2,4,871,1,1,1,4,4096
6,2,8,871,1,1,1,8,4096
6,2,16,871,1,1,1,16,4096
6,2,32,871,1,1,1,32,4096
6,2,64,871,1,1,1,43,4096
6,2,128,871,1,1,1,43,4096
6,3,1,718,1,1,1,1,4096
6,3,4,718,1,1,1,4,4096
6,3,8,718,1,1,1,8,4096
6,3,16,718,1,1,1,16,4096
6,3,32,718,1,1,1,32,4096
6,3,64,718,1,1,1,64,4096
6,3,128,718,1,1,1,128,4096
6,4,1,107,1,1,1,1,4096
6,4,4,107,1,1,1,4,4096
6,4,8,107,1,1,1,8,4096
6,4,16,107,1,1,1,16,4096
6,4,32,107,1,1,1,21,4096
6,4,64,107,1,1,1,21,4096
6,4,128,107,1,1,1,21,4096
6,5,1,468,2,0,0,1,4096
6,5,4,468,2,1,1,4,4096
6,5,8,468,2,1,1,8,4096
6,5,16,468,2,1,1,16,4096
6,5,32,468,2,1,1,32,4096
6,5,64,468,2,1,1,64,4096
6,5,128,468,2,1,1,128,4096
6,6,1,89,33,0,0,1,4096
6,6,4,89,33,0,1,4,4096
6,6,8,89,33,0,1,8,4096
6,6,16,89,33,0,1,16,4096
6,6,32,89,33,0,1,32,4096
6,6,64,89,33,1,1,64,4096
6,6,128,89,33,1,1,128,4096
6,7,1,713,1,1,1,1,4096
6,7,4,713,1,1,1,4,4096
6,7,8,713,1,1,1,8,4096
6,7,16,713,1,1,1,16,4096
6,7,32,713,1,1,1,32,4096
6,7,64,713,1,1,1,46,4096
6,7,128,713,1,1,1,46,4096
6,8,1,865,1,1,1,1,4096
6,8,4,865,1,1,1,4,4096
6,8,8,865,1,1,1,8,4096
6,8,16,865,1,1,1,16,4096
6,8,32,865,1,1,1,32,4096
6,8,64,865,1,1,1,64,4096
6,8,128,865,1,1,1,79,4096
6,9,1,492,1,1,1,1,4096
6,9,4,492,1,1,1,4,4096
6,9,8,492,1,1,1,8,4096
6,9,16,492,1,1,1,16,4096
6,9,32,492,1,1,1,26,4096
6,9,64,492,1,1,1,26,4096
6,9,128,492,1,1,1,26,4096
6,10,1,765,2,0,0,1,4096
6,10,4,765,2,1,1,4,4096
6,10,8,765,2,1,1,8,4096
6,10,16,765,2,1,1,16,4096
6,10,32,765,2,1,1,32,4096
6,10,64,765,2,1,1,64,4096
6,10,128,765,2,1,1,128,4096
6,11,1,1023,1,1,1,1,4096
6,11,4,1023,1,1,1,4,4096
6,11,8,1023,1,1,1,8,4096
6,11,16,1023,1,1,1,11,4096
6,11,32,1023,1,1,1,11,4096
6,11,64,1023,1,1,1,11,4096
6,11,128,1023,1,1,1,11,4096
6,12,1,597,1,1,1,1,4096
6,12,4,597,1,1,1,2,4096
6,12,8,597,1,1,1,2,4096
6,12,16,597,1,1,1,2,4096
6,12,32,597,1,1,1,2,4096
6,12,64,597,1,1,1,2,4096
6,12,128,597,1,1,1,2,4096
6,13,1,562,1,1,1,1,4096
6,13,4,562,1,1,1,4,4096
6,13,8,562,1,1,1,8,4096
6,13,16,562,1,1,1,16,4096
6,13,32,562,1,1,1,32,4096
6,13,64,562,1,1,1,64,4096
6,13,128,562,1,1,1,128,4096
6,14,1,478,32,0,0,1,4096
6,14,4,478,32,0,1,4,4096
6,14,8,478,32,0,1,8,4096
6,14,16,478,32,0,1,16,4096
6,14,32,478,32,1,1,32,4096
6,14,64,478,32,1,1,64,4096
6,14,128,478,32,1,1,128,4096
6,15,1,267,2,0,0,1,4096
6,15,4,267,2,1,0,4,4096
6,15,8,267,2,1,0,8,4096
6,15,16,267,2,1,0,16,4096
6,15,32,267,2,1,0,32,4096
6,15,64,267,2,1,0,64,4096
6,15,128,267,2,1,0,128,4096
6,16,1,917,1,1,1,1,4096
6,16,4,917,1,1,1,4,4096
6,16,8,917,1,1,1,8,4096
6,16,16,917,1,1,1,16,4096
6,16,32,917,1,1,1,32,4096
6,16,64,917,1,1,1,64,4096
6,16,128,917,1,1,1,64,4096
6,17,1,656,1,1,1,1,4096
6,17,4,656,1,1,1,4,4096
6,17,8,656,1,1,1,8,4096
6,17,16,656,1,1,1,16,4096
6,17,32,656,1,1,1,32,4096
6,17,64,656,1,1,1,51,4096
6,17,128,656,1,1,1,51,4096
6,18,1,889,1,1,0,1,4096
6,18,4,889,1,1,0,4,4096
6,18,8,889,1,1,0,8,4096
6,18,16,889,1,1,0,16,4096
6,18,32,889,1,1,0,32,4096
6,18,64,889,1,1,0,64,4096
6,18,128,889,1,1,0,128,4096
6,19,1,510,1,1,1,1,4096
6,19,4,510,1,1,1,4,4096
6,19,8,510,1,1,1,8,4096
6,19,16,510,1,1,1,16,4096
6,19,32,510,1,1,1,24,4096
6,19,64,510,1,1,1,24,4096
6,19,128,510,1,1,1,24,4096
6,20,1,860,1,1,1,1,4096
6,20,4,860,1,1,1,4,4096
6,20,8,860,1,1,1,8,4096
6,20,16,860,1,1,1,16,4096
6,20,32,860,1,1,1,27,4096
6,20,64,860,1,1,1,27,4096
6,20,128,860,1,1,1,27,4096
6,21,1,553,13,0,0,1,4096
6,21,4,553,13,0,0,4,4096
6,21,8,553,13,0,0,8,4096
6,21,16,553,13,1,0,16,4096
6,21,32,553,13,1,0,32,4096
6,21,64,553,13,1,0,64,4096
6,21,128,553,13,1,0,101,4096
6,22,1,629,1,1,1,1,4096
6,22,4,629,1,1,1,4,4096
6,22,8,629,1,1,1,8,4096
6,22,16,629,1,1,1,16,4096
6,22,32,629,1,1,1,32,4096
6,22,64,629,1,1,1,51,4096
6,22,128,629,1,1,1,51,4096
6,23,1,759,1,1,0,1,4096
6,23,4,759,1,1,1,4,4096
6,23,8,759,1,1,1,8,4096
6,23,16,759,1,1,1,16,4096
6,23,32,759,1,1,1,32,4096
6,23,64,759,1,1,1,64,4096
6,23,128,759,1,1,1,128,4096
6,24,1,874,3,0,0,1,4096
6,24,4,874,3,1,0,4,4096
6,24,8,874,3,1,0,8,4096
6,24,16,874,3,1,0,16,4096
6,24,32,874,3,1,0,32,4096
6,24,64,874,3,1,0,64,4096
6,24,128,874,3,1,0,93,4096
6,25,1,720,2,0,0,1,4096
6,25,4,720,2,1,1,4,4096
6,25,8,720,2,1,1,8,4096
6,25,16,720,2,1,1,16,4096
6,25,32,720,2,1,1,32,4096
6,25,64,720,2,1,1,53,4096
6,25,128,720,2,1,1,53,4096
6,26,1,314,1,1,1,1,4096
6,26,4,314,1,1,1,4,4096
6,26,8,314,1,1,1,8,4096
6,26,16,314,1,1,1,16,4096
6,26,32,314,1,1,1,32,4096
6,26,64,314,1,1,1,43,4096
6,26,128,314,1,1,1,43,4096
6,27,1,602,10,0,0,1,4096
6,27,4,602,10,0,1,4,4096
6,27,8,602,10,0,1,8,4096
6,27,16,602,10,1,1,16,4096
6,27,32,602,10,1,1,32,4096
6,27,64,602,10,1,1,64,4096
6,27,128,602,10,1,1,128,4096
6,28,1,7,1,1,1,1,4096
6,28,4,7,1,1,1,4,4096
6,28,8,7,1,1,1,8,4096
6,28,16,7,1,1,1,16,4096
6,28,32,7,1,1,1,32,4096
6,28,64,7,1,1,1,44,4096
6,28,128,7,1,1,1,44,4096
6,29,1,610,1,1,1,1,4096
6,29,4,610,1,1,1,4,4096
6,29,8,610,1,1,1,8,4096
6,29,16,610,1,1,1,16,4096
6,29,32,610,1,1,1,32,4096
6,29,64,610,1,1,1,64,4096
6,29,128,610,1,1,1,128,4096
6,30,1,791,1,1,1,1,4096
6,30,4,791,1,1,1,4,4096
6,30,8,791,1,1,1,8,4096
6,30,16,791,1,1,1,16,4096
6,30,32,791,1,1,1,32,4096
6,30,64,791,1,1,1,64,4096
6,30,128,791,1,1,1,128,4096
6,31,1,928,1,1,1,1,4096
6,31,4,928,1,1,1,4,4096
6,31,8,928,1,1,1,8,4096
6,31,16,928,1,1,1,16,4096
6,31,32,928,1,1,1,32,4096
6,31,64,928,1,1,1,64,4096
6,31,128,928,1,1,1,128,4096
6,32,1,760,615,0,0,1,4096
6,32,4,760,615,0,0,4,4096
6,32,8,760,615,0,0,8,4096
6,32,16,760,615,0,0,16,4096
6,32,32,760,615,0,0,32,4096
6,32,64,760,615,0,0,64,4096
6,32,128,760,615,0,0,128,4096
6,33,1,584,1,1,1,1,4096
6,33,4,584,1,1,1,1,4096
6,33,8,584,1,1,1,1,4096
6,33,16,584,1,1,1,1,4096
6,33,32,584,1,1,1,1,4096
6,33,64,584,1,1,1,1,4096
6,33,128,584,1,1,1,1,4096
6,34,1,932,14,0,0,1,4096
6,34,4,932,14,0,0,4,4096
6,34,8,932,14,0,0,8,4096
6,34,16,932,14,1,0,16,4096
6,34,32,932,14,1,0,21,4096
6,34,64,932,14,1,0,21,4096
6,34,128,932,14,1,0,21,4096
8,0,1,803,1,1,1,1,4096
8,0,4,803,1,1,1,4,4096
8,0,8,803,1,1,1,8,4096
8,0,16,803,1,1,1,16,4096
8,0,32,803,1,1,1,32,4096
8,0,64,803,1,1,1,64,4096
8,0,128,803,1,1,1,102,4096
8,1,1,711,1,1,1,1,4096
8,1,4,711,1,1,1,4,4096
8,1,8,711,1,1,1,8,4096
8,1,16,711,1,1,1,16,4096
8,1,32,711,1,1,1,32,4096
8,1,64,711,1,1,1,56,4096
8,1,128,711,1,1,1,56,4096
8,2,1,922,1,1,1,1,4096
8,2,4,922,1,1,1,4,4096
8,2,8,922,1,1,1,8,4096
8,2,16,922,1,1,1,16,4096
8,2,32,922,1,1,1,32,4096
8,2,64,922,1,1,1,56,4096
8,2,128,922,1,1,1,56,4096
8,3,1,691,1,1,1,1,4096
8,3,4,691,1,1,1,4,4096
8,3,8,691,1,1,1,8,4096
8,3,16,691,1,1,1,16,4096
8,3,32,691,1,1,1,32,4096
8,3,64,691,1,1,1,64,4096
8,3,128,691,1,1,1,120,4096
8,4,1,86,1,1,1,1,4096
8,4,4,86,1,1,1,4,4096
8,4,8,86,1,1,1,8,4096
8,4,16,86,1,1,1,16,4096
8,4,32,86,1,1,1,32,4096
8,4,64,86,1,1,1,64,4096
8,4,128,86,1,1,1,86,4096
8,5,1,468,1,1,1,1,4096
8,5,4,468,1,1,1,4,4096
8,5,8,468,1,1,1,8,4096
8,5,16,468,1,1,1,16,4096
8,5,32,468,1,1,1,32,4096
8,5,64,468,1,1,1,39,4096
8,5,128,468,1,1,1,39,4096
8,6,1,89,1,1,1,1,4096
8,6,4,89,1,1,1,4,4096
8,6,8,89,1,1,1,8,4096
8,6,16,89,1,1,1,13,4096
8,6,32,89,1,1,1,13,4096
8,6,64,89,1,1,1,13,4096
8,6,128,89,1,1,1,13,4096
8,7,1,713,5,0,0,1,4096
8,7,4,713,5,0,0,4,4096
8,7,8,713,5,1,0,8,4096
8,7,16,713,5,1,0,16,4096
8,7,32,713,5,1,0,32,4096
8,7,64,713,5,1,0,64,4096
8,7,128,713,5,1,0,124,4096
8,8,1,865,1,1,1,1,4096
8,8,4,865,1,1,1,4,4096
8,8,8,865,1,1,1,8,4096
8,8,16,865,1,1,1,16,4096
8,8,32,865,1,1,1,32,4096
8,8,64,865,1,1,1,64,4096
8,8,128,865,1,1,1,128,4096
8,9,1,492,6,0,0,1,4096
8,9,4,492,6,0,0,4,4096
8,9,8,492,6,1,0,8,4096
8,9,16,492,6,1,0,16,4096
8,9,32,492,6,1,0,32,4096
8,9,64,492,6,1,0,64,4096
8,9,128,492,6,1,0,128,4096
8,10,1,765,58,0,0,1,4096
8,10,4,765,58,0,0,4,4096
8,10,8,765,58,0,0,8,4096
8,10,16,765,58,0,0,16,4096
8,10,32,765,58,0,0,32,4096
8,10,64,765,58,1,0,64,4096
8,10,128,765,58,1,1,128,4096
8,11,1,1023,1,1,1,1,4096
8,11,4,1023,1,1,1,4,4096
8,11,8,1023,1,1,1,7,4096
8,11,16,1023,1,1,1,7,4096
8,11,32,1023,1,1,1,7,4096
8,11,64,1023,1,1,1,7,4096
8,11,128,1023,1,1,1,7,4096
8,12,1,597,16,0,0,1,4096
8,12,4,597,16,0,0,4,4096
8,12,8,597,16,0,0,8,4096
8,12,16,597,16,1,0,16,4096
8,12,32,597,16,1,0,31,4096
8,12,64,597,16,1,0,31,4096
8,12,128,597,16,1,0,31,4096
8,13,1,562,1,1,1,1,4096
8,13,4,562,1,1,1,4,4096
8,13,8,562,1,1,1,8,4096
8,13,16,562,1,1,1,10,4096
8,13,32,562,1,1,1,10,4096
8,13,64,562,1,1,1,10,4096
8,13,128,562,1,1,1,10,4096
8,14,1,478,2,0,0,1,4096
8,14,4,478,2,1,0,4,4096
8,14,8,478,2,1,1,8,4096
8,14,16,478,2,1,1,16,4096
8,14,32,478,2,1,1,32,4096
8,14,64,478,2,1,1,64,4096
8,14,128,478,2,1,1,128,4096
8,15,1,267,1,1,1,1,4096
8,15,4,267,1,1,1,4,4096
8,15,8,267,1,1,1,8,4096
8,15,16,267,1,1,1,16,4096
8,15,32,267,1,1,1,32,4096
8,15,64,267,1,1,1,32,4096
8,15,128,267,1,1,1,32,4096
8,16,1,917,1,1,1,1,4096
8,16,4,917,1,1,1,3,4096
8,16,8,917,1,1,1,3,4096
8,16,16,917,1,1,1,3,4096
8,16,32,917,1,1,1,3,4096
8,16,64,917,1,1,1,3,4096
8,16,128,917,1,1,1,3,4096
8,17,1,656,2,0,1,1,4096
8,17,4,656,2,1,1,4,4096
8,17,8,656,2,1,1,8,4096
8,17,16,656,2,1,1,16,4096
8,17,32,656,2,1,1,32,4096
8,17,64,656,2,1,1,64,4096
8,17,128,656,2,1,1,128,4096
8,18,1,889,1,1,1,1,4096
8,18,4,889,1,1,1,4,4096
8,18,8,889,1,1,1,8,4096
8,18,16,889,1,1,1,16,4096
8,18,32,889,1,1,1,32,4096
8,18,64,889,1,1,1,64,4096
8,18,128,889,1,1,1,100,4096
8,19,1,510,1,1,1,1,4096
8,19,4,510,1,1,1,4,4096
8,19,8,510,1,1,1,8,4096
8,19,16,510,1,1,1,16,4096
8,19,32,510,1,1,1,32,4096
8,19,64,510,1,1,1,64,4096
8,19,128,510,1,1,1,128,4096
8,20,1,860,2,0,0,1,4096
8,20,4,860,2,1,0,4,4096
8,20,8,860,2,1,0,8,4096
8,20,16,860,2,1,0,16,4096
8,20,32,860,2,1,0,32,4096
8,20,64,860,2,1,0,64,4096
8,20,128,860,2,1,0,70,4096
8,21,1,553,2,0,0,1,4096
8,21,4,553,2,1,1,4,4096
8,21,8,553,2,1,1,8,4096
8,21,16,553,2,1,1,16,4096
8,21,32,553,2,1,1,32,4096
8,21,64,553,2,1,1,64,4096
8,21,128,553,2,1,1,128,4096
8,22,1,629,1,1,1,1,4096
8,22,4,629,1,1,1,4,4096
8,22,8,629,1,1,1,8,4096
8,22,16,629,1,1,1,8,4096
8,22,32,629,1,1,1,8,4096
8,22,64,629,1,1,1,8,4096
8,22,128,629,1,1,1,8,4096
8,23,1,759,5,0,0,1,4096
8,23,4,759,5,0,0,4,4096
8,23,8,759,5,1,0,8,4096
8,23,16,759,5,1,0,16,4096
8,23,32,759,5,1,0,32,4096
8,23,64,759,5,1,0,64,4096
8,23,128,759,5,1,0,128,4096
8,24,1,874,1,1,1,1,4096
8,24,4,874,1,1,1,4,4096
8,24,8,874,1,1,1,8,4096
8,24,16,874,1,1,1,8,4096
8,24,32,874,1,1,1,8,4096
8,24,64,874,1,1,1,8,4096
8,24,128,874,1,1,1,8,4096
8,25,1,720,1,1,1,1,4096
8,25,4,720,1,1,1,4,4096
8,25,8,720,1,1,1,5,4096
8,25,16,720,1,1,1,5,4096
8,25,32,720,1,1,1,5,4096
8,25,64,720,1,1,1,5,4096
8,25,128,720,1,1,1,5,4096
8,26,1,314,7,0,0,1,4096
8,26,4,314,7,0,0,4,4096
8,26,8,314,7,1,0,8,4096
8,26,16,314,7,1,1,16,4096
8,26,32,314,7,1,1,32,4096
8,26,64,314,7,1,1,64,4096
8,26,128,314,7,1,1,128,4096
8,27,1,602,2,0,0,1,4096
8,27,4,602,2,1,0,4,4096
8,27,8,602,2,1,0,8,4096
8,27,16,602,2,1,0,16,4096
8,27,32,602,2,1,0,32,4096
8,27,64,602,2,1,1,64,4096
8,27,128,602,2,1,1,128,4096
8,28,1,7,1,1,1,1,4096
8,28,4,7,1,1,1,4,4096
8,28,8,7,1,1,1,8,4096
8,28,16,7,1,1,1,16,4096
8,28,32,7,1,1,1,31,4096
8,28,64,7,1,1,1,31,4096
8,28,128,7,1,1,1,31,4096
8,29,1,610,6,0,0,1,4096
8,29,4,610,6,0,0,4,4096
8,29,8,610,6,1,0,8,4096
8,29,16,610,6,1,0,16,4096
8,29,32,610,6,1,0,32,4096
8,29,64,610,6,1,0,64,4096
8,29,128,610,6,1,0,112,4096
8,30,1,775,1,1,1,1,4096
8,30,4,775,1,1,1,4,4096
8,30,8,775,1,1,1,8,4096
8,30,16,775,1,1,1,16,4096
8,30,32,775,1,1,1,32,4096
8,30,64,775,1,1,1,32,4096
8,30,128,775,1,1,1,32,4096
8,31,1,920,1,1,1,1,4096
8,31,4,920,1,1,1,4,4096
8,31,8,920,1,1,1,8,4096
8,31,16,920,1,1,1,16,4096
8,31,32,920,1,1,1,17,4096
8,31,64,920,1,1,1,17,4096
8,31,128,920,1,1,1,17,4096
8,32,1,753,1,1,0,1,4096
8,32,4,753,1,1,1,4,4096
8,32,8,753,1,1,1,8,4096
8,32,16,753,1,1,1,16,4096
8,32,32,753,1,1,1,32,4096
8,32,64,753,1,1,1,64,4096
8,32,128,753,1,1,1,128,4096
8,33,1,586,5,0,0,1,4096
8,33,4,586,5,0,1,4,4096
8,33,8,586,5,1,1,8,4096
8,33,16,586,5,1,1,16,4096
