packet_index,payload_symbol_index,phase_weight,gt_raw_fft_bin,amp_rank,phase_metric_rank,phase_line_slope_pi,phase_line_r2,phase_line_anchor_count,line_source
1,0,0.0,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.02,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.05,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.1,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.2,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.35,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.5,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,0.75,222,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,0,1.0,222,1,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.0,826,18,18,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.02,826,18,15,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.05,826,18,10,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.1,826,18,7,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.2,826,18,8,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.35,826,18,8,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.5,826,18,12,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,0.75,826,18,16,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,1,1.0,826,18,22,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.0,922,36,36,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.02,922,36,32,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.05,922,36,26,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.1,922,36,23,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.2,922,36,30,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.35,922,36,41,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.5,922,36,55,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,0.75,922,36,85,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,2,1.0,922,36,116,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.0,718,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.02,718,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.05,718,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.1,718,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.2,718,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.35,718,1,13,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.5,718,1,33,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,0.75,718,1,112,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,3,1.0,718,1,202,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.0,107,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.02,107,2,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.05,107,2,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.1,107,2,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.2,107,2,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.35,107,2,21,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.5,107,2,50,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,0.75,107,2,117,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,4,1.0,107,2,182,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.0,468,221,221,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.02,468,221,220,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.05,468,221,217,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.1,468,221,212,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.2,468,221,234,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.35,468,221,287,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.5,468,221,340,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,0.75,468,221,387,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,5,1.0,468,221,419,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.0,89,340,340,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.02,89,340,338,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.05,89,340,331,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.1,89,340,324,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.2,89,340,320,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.35,89,340,365,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.5,89,340,396,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,0.75,89,340,426,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,6,1.0,89,340,441,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.0,713,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.02,713,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.05,713,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.1,713,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.2,713,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.35,713,1,14,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.5,713,1,43,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,0.75,713,1,147,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,7,1.0,713,1,234,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.0,865,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.02,865,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.05,865,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.1,865,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.2,865,1,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
