packet_index,payload_symbol_index,phase_weight,gt_raw_fft_bin,amp_rank,phase_metric_rank,phase_line_slope_pi,phase_line_r2,phase_line_anchor_count,line_source
1,8,0.35,865,1,73,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.5,865,1,207,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,0.75,865,1,351,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,8,1.0,865,1,427,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.0,492,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.02,492,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.05,492,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.1,492,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.2,492,1,19,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.35,492,1,75,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.5,492,1,164,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,0.75,492,1,273,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,9,1.0,492,1,355,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.0,765,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.02,765,2,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.05,765,2,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.1,765,2,13,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.2,765,2,58,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.35,765,2,184,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.5,765,2,289,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,0.75,765,2,426,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,10,1.0,765,2,493,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.0,1023,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.02,1023,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.05,1023,2,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.1,1023,2,21,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.2,1023,2,108,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.35,1023,2,302,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.5,1023,2,431,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,0.75,1023,2,534,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,11,1.0,1023,2,592,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.0,597,199,199,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.02,597,199,226,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.05,597,199,268,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.1,597,199,337,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.2,597,199,461,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.35,597,199,554,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.5,597,199,609,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,0.75,597,199,673,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,12,1.0,597,199,697,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.0,562,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.02,562,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.05,562,1,7,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.1,562,1,25,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.2,562,1,143,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.35,562,1,345,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.5,562,1,479,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,0.75,562,1,580,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,13,1.0,562,1,625,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.0,478,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.02,478,2,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.05,478,2,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.1,478,2,19,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.2,478,2,105,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.35,478,2,306,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.5,478,2,452,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,0.75,478,2,585,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,14,1.0,478,2,635,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.0,267,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.02,267,2,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.05,267,2,10,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.1,267,2,25,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.2,267,2,147,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.35,267,2,362,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.5,267,2,494,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,0.75,267,2,618,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,15,1.0,267,2,660,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.0,917,10,10,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.02,917,10,13,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.05,917,10,24,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.1,917,10,79,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.2,917,10,257,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.35,917,10,456,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.5,917,10,582,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,0.75,917,10,690,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,16,1.0,917,10,736,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.0,656,34,34,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.02,656,34,48,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.05,656,34,74,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.1,656,34,134,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.2,656,34,289,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.35,656,34,466,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.5,656,34,573,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,0.75,656,34,643,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,17,1.0,656,34,678,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.0,889,4,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.02,889,4,7,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.05,889,4,11,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.1,889,4,35,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.2,889,4,168,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.35,889,4,377,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.5,889,4,505,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,0.75,889,4,613,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,18,1.0,889,4,660,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.0,510,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.02,510,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.05,510,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.1,510,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.2,510,1,62,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.35,510,1,289,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.5,510,1,463,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,0.75,510,1,605,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,19,1.0,510,1,651,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.0,860,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.02,860,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.05,860,2,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.1,860,2,19,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.2,860,2,149,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.35,860,2,356,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.5,860,2,503,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,0.75,860,2,619,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,20,1.0,860,2,675,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.0,553,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.02,553,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.05,553,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.1,553,1,18,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.2,553,1,128,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.35,553,1,357,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.5,553,1,501,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,0.75,553,1,645,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,21,1.0,553,1,703,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.0,629,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.02,629,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.05,629,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.1,629,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.2,629,1,58,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.35,629,1,220,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.5,629,1,367,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,0.75,629,1,488,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,22,1.0,629,1,540,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.0,759,19,19,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.02,759,19,19,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.05,759,19,27,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.1,759,19,41,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.2,759,19,90,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.35,759,19,194,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.5,759,19,295,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,0.75,759,19,378,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,23,1.0,759,19,428,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.0,874,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.02,874,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.05,874,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.1,874,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.2,874,1,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.35,874,1,14,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.5,874,1,38,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,0.75,874,1,95,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,24,1.0,874,1,159,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.0,720,5,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.02,720,5,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.05,720,5,7,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.1,720,5,10,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.2,720,5,27,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.35,720,5,80,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.5,720,5,153,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,0.75,720,5,248,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,25,1.0,720,5,319,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.0,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.02,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.05,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.1,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.2,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.35,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.5,314,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,0.75,314,1,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,26,1.0,314,1,15,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.0,602,6,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.02,602,6,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.05,602,6,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.1,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.2,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.35,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.5,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,0.75,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,27,1.0,602,6,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.0,7,16,16,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.02,7,16,10,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.05,7,16,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.1,7,16,5,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.2,7,16,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.35,7,16,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.5,7,16,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,0.75,7,16,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,28,1.0,7,16,4,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.0,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.02,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.05,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.1,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.2,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.35,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.5,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,0.75,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,29,1.0,610,2,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.0,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.02,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.05,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.1,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.2,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.35,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.5,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,0.75,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,30,1.0,807,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.0,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.02,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.05,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.1,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.2,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.35,897,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.5,897,1,2,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,0.75,897,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,31,1.0,897,1,6,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.0,749,41,41,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.02,749,41,42,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.05,749,41,38,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.1,749,41,43,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.2,749,41,65,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.35,749,41,134,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.5,749,41,190,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,0.75,749,41,256,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,32,1.0,749,41,297,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.0,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.02,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.05,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.1,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.2,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.35,584,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.5,584,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,0.75,584,1,13,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,33,1.0,584,1,30,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.0,934,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.02,934,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.05,934,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.1,934,1,1,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.2,934,1,3,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.35,934,1,47,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.5,934,1,147,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,0.75,934,1,306,0.013265521137060995,-0.23392771489662634,15,payload-argmax
1,34,1.0,934,1,383,0.013265521137060995,-0.23392771489662634,15,payload-argmax
2,0,0.0,803,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.02,803,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.05,803,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.1,803,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.2,803,1,4,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.35,803,1,14,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.5,803,1,55,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,0.75,803,1,149,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,0,1.0,803,1,229,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,1,0.0,826,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,1,0.02,826,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,1,0.05,826,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
2,1,0.1,826,1,1,0.0026623822577357607,-0.06645574907233875,15,payload-argmax
