packet_index,payload_symbol_index,phase_weight,gt_raw_fft_bin,amp_rank,phase_metric_rank,phase_line_slope_pi,phase_line_r2
3,0,3.0,222,21,16,-0.011000070867852565,0.2511697475217315
3,1,0.0,711,82,82,-0.011000070867852565,0.2511697475217315
3,1,0.05,711,82,53,-0.011000070867852565,0.2511697475217315
3,1,0.1,711,82,41,-0.011000070867852565,0.2511697475217315
3,1,0.2,711,82,36,-0.011000070867852565,0.2511697475217315
3,1,0.35,711,82,42,-0.011000070867852565,0.2511697475217315
3,1,0.5,711,82,44,-0.011000070867852565,0.2511697475217315
3,1,0.75,711,82,50,-0.011000070867852565,0.2511697475217315
3,1,1.0,711,82,59,-0.011000070867852565,0.2511697475217315
3,1,1.5,711,82,99,-0.011000070867852565,0.2511697475217315
3,1,2.0,711,82,131,-0.011000070867852565,0.2511697475217315
3,1,3.0,711,82,170,-0.011000070867852565,0.2511697475217315
3,2,0.0,871,42,42,-0.011000070867852565,0.2511697475217315
3,2,0.05,871,42,36,-0.011000070867852565,0.2511697475217315
3,2,0.1,871,42,38,-0.011000070867852565,0.2511697475217315
3,2,0.2,871,42,48,-0.011000070867852565,0.2511697475217315
3,2,0.35,871,42,76,-0.011000070867852565,0.2511697475217315
3,2,0.5,871,42,96,-0.011000070867852565,0.2511697475217315
3,2,0.75,871,42,141,-0.011000070867852565,0.2511697475217315
3,2,1.0,871,42,182,-0.011000070867852565,0.2511697475217315
3,2,1.5,871,42,243,-0.011000070867852565,0.2511697475217315
3,2,2.0,871,42,269,-0.011000070867852565,0.2511697475217315
3,2,3.0,871,42,293,-0.011000070867852565,0.2511697475217315
3,3,0.0,718,1,1,-0.011000070867852565,0.2511697475217315
3,3,0.05,718,1,1,-0.011000070867852565,0.2511697475217315
3,3,0.1,718,1,1,-0.011000070867852565,0.2511697475217315
3,3,0.2,718,1,1,-0.011000070867852565,0.2511697475217315
3,3,0.35,718,1,2,-0.011000070867852565,0.2511697475217315
3,3,0.5,718,1,2,-0.011000070867852565,0.2511697475217315
3,3,0.75,718,1,4,-0.011000070867852565,0.2511697475217315
3,3,1.0,718,1,7,-0.011000070867852565,0.2511697475217315
3,3,1.5,718,1,17,-0.011000070867852565,0.2511697475217315
3,3,2.0,718,1,36,-0.011000070867852565,0.2511697475217315
3,3,3.0,718,1,83,-0.011000070867852565,0.2511697475217315
3,4,0.0,107,5,5,-0.011000070867852565,0.2511697475217315
3,4,0.05,107,5,2,-0.011000070867852565,0.2511697475217315
3,4,0.1,107,5,2,-0.011000070867852565,0.2511697475217315
3,4,0.2,107,5,2,-0.011000070867852565,0.2511697475217315
3,4,0.35,107,5,5,-0.011000070867852565,0.2511697475217315
3,4,0.5,107,5,12,-0.011000070867852565,0.2511697475217315
3,4,0.75,107,5,35,-0.011000070867852565,0.2511697475217315
3,4,1.0,107,5,61,-0.011000070867852565,0.2511697475217315
3,4,1.5,107,5,111,-0.011000070867852565,0.2511697475217315
3,4,2.0,107,5,151,-0.011000070867852565,0.2511697475217315
3,4,3.0,107,5,199,-0.011000070867852565,0.2511697475217315
3,5,0.0,468,1,1,-0.011000070867852565,0.2511697475217315
3,5,0.05,468,1,1,-0.011000070867852565,0.2511697475217315
3,5,0.1,468,1,1,-0.011000070867852565,0.2511697475217315
3,5,0.2,468,1,3,-0.011000070867852565,0.2511697475217315
3,5,0.35,468,1,10,-0.011000070867852565,0.2511697475217315
3,5,0.5,468,1,31,-0.011000070867852565,0.2511697475217315
3,5,0.75,468,1,112,-0.011000070867852565,0.2511697475217315
3,5,1.0,468,1,175,-0.011000070867852565,0.2511697475217315
3,5,1.5,468,1,254,-0.011000070867852565,0.2511697475217315
3,5,2.0,468,1,296,-0.011000070867852565,0.2511697475217315
3,5,3.0,468,1,331,-0.011000070867852565,0.2511697475217315
3,6,0.0,89,1,1,-0.011000070867852565,0.2511697475217315
3,6,0.05,89,1,1,-0.011000070867852565,0.2511697475217315
3,6,0.1,89,1,1,-0.011000070867852565,0.2511697475217315
3,6,0.2,89,1,1,-0.011000070867852565,0.2511697475217315
3,6,0.35,89,1,3,-0.011000070867852565,0.2511697475217315
3,6,0.5,89,1,9,-0.011000070867852565,0.2511697475217315
3,6,0.75,89,1,38,-0.011000070867852565,0.2511697475217315
3,6,1.0,89,1,85,-0.011000070867852565,0.2511697475217315
3,6,1.5,89,1,189,-0.011000070867852565,0.2511697475217315
3,6,2.0,89,1,254,-0.011000070867852565,0.2511697475217315
3,6,3.0,89,1,297,-0.011000070867852565,0.2511697475217315
3,7,0.0,713,1,1,-0.011000070867852565,0.2511697475217315
3,7,0.05,713,1,1,-0.011000070867852565,0.2511697475217315
3,7,0.1,713,1,1,-0.011000070867852565,0.2511697475217315
3,7,0.2,713,1,2,-0.011000070867852565,0.2511697475217315
3,7,0.35,713,1,13,-0.011000070867852565,0.2511697475217315
3,7,0.5,713,1,36,-0.011000070867852565,0.2511697475217315
3,7,0.75,713,1,116,-0.011000070867852565,0.2511697475217315
3,7,1.0,713,1,183,-0.011000070867852565,0.2511697475217315
3,7,1.5,713,1,278,-0.011000070867852565,0.2511697475217315
3,7,2.0,713,1,318,-0.011000070867852565,0.2511697475217315
3,7,3.0,713,1,351,-0.011000070867852565,0.2511697475217315
3,8,0.0,865,1,1,-0.011000070867852565,0.2511697475217315
3,8,0.05,865,1,1,-0.011000070867852565,0.2511697475217315
3,8,0.1,865,1,2,-0.011000070867852565,0.2511697475217315
3,8,0.2,865,1,4,-0.011000070867852565,0.2511697475217315
3,8,0.35,865,1,13,-0.011000070867852565,0.2511697475217315
3,8,0.5,865,1,19,-0.011000070867852565,0.2511697475217315
3,8,0.75,865,1,52,-0.011000070867852565,0.2511697475217315
3,8,1.0,865,1,97,-0.011000070867852565,0.2511697475217315
3,8,1.5,865,1,177,-0.011000070867852565,0.2511697475217315
3,8,2.0,865,1,229,-0.011000070867852565,0.2511697475217315
3,8,3.0,865,1,277,-0.011000070867852565,0.2511697475217315
3,9,0.0,492,1,1,-0.011000070867852565,0.2511697475217315
3,9,0.05,492,1,1,-0.011000070867852565,0.2511697475217315
3,9,0.1,492,1,2,-0.011000070867852565,0.2511697475217315
3,9,0.2,492,1,15,-0.011000070867852565,0.2511697475217315
3,9,0.35,492,1,92,-0.011000070867852565,0.2511697475217315
3,9,0.5,492,1,192,-0.011000070867852565,0.2511697475217315
3,9,0.75,492,1,307,-0.011000070867852565,0.2511697475217315
3,9,1.0,492,1,353,-0.011000070867852565,0.2511697475217315
3,9,1.5,492,1,423,-0.011000070867852565,0.2511697475217315
3,9,2.0,492,1,441,-0.011000070867852565,0.2511697475217315
3,9,3.0,492,1,469,-0.011000070867852565,0.2511697475217315
3,10,0.0,765,1,1,-0.011000070867852565,0.2511697475217315
3,10,0.05,765,1,1,-0.011000070867852565,0.2511697475217315
3,10,0.1,765,1,1,-0.011000070867852565,0.2511697475217315
3,10,0.2,765,1,6,-0.011000070867852565,0.2511697475217315
3,10,0.35,765,1,36,-0.011000070867852565,0.2511697475217315
3,10,0.5,765,1,90,-0.011000070867852565,0.2511697475217315
3,10,0.75,765,1,201,-0.011000070867852565,0.2511697475217315
3,10,1.0,765,1,285,-0.011000070867852565,0.2511697475217315
3,10,1.5,765,1,367,-0.011000070867852565,0.2511697475217315
3,10,2.0,765,1,400,-0.011000070867852565,0.2511697475217315
3,10,3.0,765,1,424,-0.011000070867852565,0.2511697475217315
3,11,0.0,1023,3,3,-0.011000070867852565,0.2511697475217315
3,11,0.05,1023,3,9,-0.011000070867852565,0.2511697475217315
3,11,0.1,1023,3,26,-0.011000070867852565,0.2511697475217315
3,11,0.2,1023,3,107,-0.011000070867852565,0.2511697475217315
3,11,0.35,1023,3,272,-0.011000070867852565,0.2511697475217315
3,11,0.5,1023,3,387,-0.011000070867852565,0.2511697475217315
3,11,0.75,1023,3,480,-0.011000070867852565,0.2511697475217315
3,11,1.0,1023,3,524,-0.011000070867852565,0.2511697475217315
3,11,1.5,1023,3,564,-0.011000070867852565,0.2511697475217315
3,11,2.0,1023,3,588,-0.011000070867852565,0.2511697475217315
3,11,3.0,1023,3,610,-0.011000070867852565,0.2511697475217315
3,12,0.0,597,28,28,-0.011000070867852565,0.2511697475217315
3,12,0.05,597,28,73,-0.011000070867852565,0.2511697475217315
3,12,0.1,597,28,145,-0.011000070867852565,0.2511697475217315
3,12,0.2,597,28,322,-0.011000070867852565,0.2511697475217315
3,12,0.35,597,28,505,-0.011000070867852565,0.2511697475217315
3,12,0.5,597,28,612,-0.011000070867852565,0.2511697475217315
3,12,0.75,597,28,702,-0.011000070867852565,0.2511697475217315
3,12,1.0,597,28,747,-0.011000070867852565,0.2511697475217315
3,12,1.5,597,28,803,-0.011000070867852565,0.2511697475217315
3,12,2.0,597,28,819,-0.011000070867852565,0.2511697475217315
3,12,3.0,597,28,842,-0.011000070867852565,0.2511697475217315
3,13,0.0,562,2,2,-0.011000070867852565,0.2511697475217315
3,13,0.05,562,2,7,-0.011000070867852565,0.2511697475217315
3,13,0.1,562,2,23,-0.011000070867852565,0.2511697475217315
3,13,0.2,562,2,144,-0.011000070867852565,0.2511697475217315
3,13,0.35,562,2,355,-0.011000070867852565,0.2511697475217315
3,13,0.5,562,2,490,-0.011000070867852565,0.2511697475217315
3,13,0.75,562,2,592,-0.011000070867852565,0.2511697475217315
3,13,1.0,562,2,655,-0.011000070867852565,0.2511697475217315
3,13,1.5,562,2,703,-0.011000070867852565,0.2511697475217315
3,13,2.0,562,2,731,-0.011000070867852565,0.2511697475217315
3,13,3.0,562,2,758,-0.011000070867852565,0.2511697475217315
3,14,0.0,478,1,1,-0.011000070867852565,0.2511697475217315
3,14,0.05,478,1,1,-0.011000070867852565,0.2511697475217315
3,14,0.1,478,1,5,-0.011000070867852565,0.2511697475217315
3,14,0.2,478,1,67,-0.011000070867852565,0.2511697475217315
3,14,0.35,478,1,246,-0.011000070867852565,0.2511697475217315
3,14,0.5,478,1,409,-0.011000070867852565,0.2511697475217315
3,14,0.75,478,1,551,-0.011000070867852565,0.2511697475217315
3,14,1.0,478,1,613,-0.011000070867852565,0.2511697475217315
3,14,1.5,478,1,678,-0.011000070867852565,0.2511697475217315
3,14,2.0,478,1,717,-0.011000070867852565,0.2511697475217315
3,14,3.0,478,1,743,-0.011000070867852565,0.2511697475217315
3,15,0.0,267,2,2,-0.011000070867852565,0.2511697475217315
3,15,0.05,267,2,5,-0.011000070867852565,0.2511697475217315
3,15,0.1,267,2,18,-0.011000070867852565,0.2511697475217315
3,15,0.2,267,2,115,-0.011000070867852565,0.2511697475217315
3,15,0.35,267,2,301,-0.011000070867852565,0.2511697475217315
3,15,0.5,267,2,453,-0.011000070867852565,0.2511697475217315
3,15,0.75,267,2,554,-0.011000070867852565,0.2511697475217315
3,15,1.0,267,2,606,-0.011000070867852565,0.2511697475217315
3,15,1.5,267,2,663,-0.011000070867852565,0.2511697475217315
3,15,2.0,267,2,699,-0.011000070867852565,0.2511697475217315
3,15,3.0,267,2,722,-0.011000070867852565,0.2511697475217315
3,16,0.0,917,1,1,-0.011000070867852565,0.2511697475217315
3,16,0.05,917,1,1,-0.011000070867852565,0.2511697475217315
3,16,0.1,917,1,7,-0.011000070867852565,0.2511697475217315
3,16,0.2,917,1,76,-0.011000070867852565,0.2511697475217315
3,16,0.35,917,1,278,-0.011000070867852565,0.2511697475217315
3,16,0.5,917,1,436,-0.011000070867852565,0.2511697475217315
3,16,0.75,917,1,572,-0.011000070867852565,0.2511697475217315
3,16,1.0,917,1,633,-0.011000070867852565,0.2511697475217315
3,16,1.5,917,1,710,-0.011000070867852565,0.2511697475217315
3,16,2.0,917,1,758,-0.011000070867852565,0.2511697475217315
3,16,3.0,917,1,801,-0.011000070867852565,0.2511697475217315
3,17,0.0,656,1,1,-0.011000070867852565,0.2511697475217315
3,17,0.05,656,1,1,-0.011000070867852565,0.2511697475217315
3,17,0.1,656,1,1,-0.011000070867852565,0.2511697475217315
3,17,0.2,656,1,70,-0.011000070867852565,0.2511697475217315
3,17,0.35,656,1,294,-0.011000070867852565,0.2511697475217315
3,17,0.5,656,1,470,-0.011000070867852565,0.2511697475217315
3,17,0.75,656,1,618,-0.011000070867852565,0.2511697475217315
3,17,1.0,656,1,684,-0.011000070867852565,0.2511697475217315
3,17,1.5,656,1,737,-0.011000070867852565,0.2511697475217315
3,17,2.0,656,1,768,-0.011000070867852565,0.2511697475217315
3,17,3.0,656,1,817,-0.011000070867852565,0.2511697475217315
3,18,0.0,889,1,1,-0.011000070867852565,0.2511697475217315
3,18,0.05,889,1,2,-0.011000070867852565,0.2511697475217315
3,18,0.1,889,1,3,-0.011000070867852565,0.2511697475217315
3,18,0.2,889,1,38,-0.011000070867852565,0.2511697475217315
3,18,0.35,889,1,228,-0.011000070867852565,0.2511697475217315
3,18,0.5,889,1,400,-0.011000070867852565,0.2511697475217315
3,18,0.75,889,1,551,-0.011000070867852565,0.2511697475217315
3,18,1.0,889,1,614,-0.011000070867852565,0.2511697475217315
3,18,1.5,889,1,679,-0.011000070867852565,0.2511697475217315
3,18,2.0,889,1,717,-0.011000070867852565,0.2511697475217315
3,18,3.0,889,1,748,-0.011000070867852565,0.2511697475217315
3,19,0.0,510,1,1,-0.011000070867852565,0.2511697475217315
3,19,0.05,510,1,1,-0.011000070867852565,0.2511697475217315
3,19,0.1,510,1,1,-0.011000070867852565,0.2511697475217315
3,19,0.2,510,1,1,-0.011000070867852565,0.2511697475217315
3,19,0.35,510,1,31,-0.011000070867852565,0.2511697475217315
3,19,0.5,510,1,104,-0.011000070867852565,0.2511697475217315
3,19,0.75,510,1,272,-0.011000070867852565,0.2511697475217315
3,19,1.0,510,1,371,-0.011000070867852565,0.2511697475217315
3,19,1.5,510,1,446,-0.011000070867852565,0.2511697475217315
3,19,2.0,510,1,481,-0.011000070867852565,0.2511697475217315
3,19,3.0,510,1,509,-0.011000070867852565,0.2511697475217315
3,20,0.0,860,3,3,-0.011000070867852565,0.2511697475217315
3,20,0.05,860,3,15,-0.011000070867852565,0.2511697475217315
3,20,0.1,860,3,47,-0.011000070867852565,0.2511697475217315
3,20,0.2,860,3,160,-0.011000070867852565,0.2511697475217315
3,20,0.35,860,3,340,-0.011000070867852565,0.2511697475217315
3,20,0.5,860,3,472,-0.011000070867852565,0.2511697475217315
3,20,0.75,860,3,580,-0.011000070867852565,0.2511697475217315
3,20,1.0,860,3,629,-0.011000070867852565,0.2511697475217315
3,20,1.5,860,3,680,-0.011000070867852565,0.2511697475217315
3,20,2.0,860,3,709,-0.011000070867852565,0.2511697475217315
3,20,3.0,860,3,735,-0.011000070867852565,0.2511697475217315
3,21,0.0,553,2,2,-0.011000070867852565,0.2511697475217315
3,21,0.05,553,2,4,-0.011000070867852565,0.2511697475217315
3,21,0.1,553,2,9,-0.011000070867852565,0.2511697475217315
3,21,0.2,553,2,25,-0.011000070867852565,0.2511697475217315
3,21,0.35,553,2,80,-0.011000070867852565,0.2511697475217315
3,21,0.5,553,2,140,-0.011000070867852565,0.2511697475217315
3,21,0.75,553,2,241,-0.011000070867852565,0.2511697475217315
3,21,1.0,553,2,307,-0.011000070867852565,0.2511697475217315
3,21,1.5,553,2,364,-0.011000070867852565,0.2511697475217315
3,21,2.0,553,2,392,-0.011000070867852565,0.2511697475217315
3,21,3.0,553,2,419,-0.011000070867852565,0.2511697475217315
3,22,0.0,629,12,12,-0.011000070867852565,0.2511697475217315
3,22,0.05,629,12,13,-0.011000070867852565,0.2511697475217315
3,22,0.1,629,12,15,-0.011000070867852565,0.2511697475217315
3,22,0.2,629,12,35,-0.011000070867852565,0.2511697475217315
3,22,0.35,629,12,89,-0.011000070867852565,0.2511697475217315
3,22,0.5,629,12,137,-0.011000070867852565,0.2511697475217315
3,22,0.75,629,12,204,-0.011000070867852565,0.2511697475217315
3,22,1.0,629,12,254,-0.011000070867852565,0.2511697475217315
3,22,1.5,629,12,311,-0.011000070867852565,0.2511697475217315
3,22,2.0,629,12,332,-0.011000070867852565,0.2511697475217315
3,22,3.0,629,12,354,-0.011000070867852565,0.2511697475217315
3,23,0.0,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.05,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.1,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.2,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.35,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.5,759,1,1,-0.011000070867852565,0.2511697475217315
3,23,0.75,759,1,2,-0.011000070867852565,0.2511697475217315
3,23,1.0,759,1,3,-0.011000070867852565,0.2511697475217315
3,23,1.5,759,1,4,-0.011000070867852565,0.2511697475217315
3,23,2.0,759,1,8,-0.011000070867852565,0.2511697475217315
3,23,3.0,759,1,19,-0.011000070867852565,0.2511697475217315
3,24,0.0,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.05,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.1,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.2,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.35,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.5,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,0.75,874,1,1,-0.011000070867852565,0.2511697475217315
3,24,1.0,874,1,2,-0.011000070867852565,0.2511697475217315
3,24,1.5,874,1,4,-0.011000070867852565,0.2511697475217315
3,24,2.0,874,1,15,-0.011000070867852565,0.2511697475217315
3,24,3.0,874,1,61,-0.011000070867852565,0.2511697475217315
3,25,0.0,720,9,9,-0.011000070867852565,0.2511697475217315
3,25,0.05,720,9,3,-0.011000070867852565,0.2511697475217315
3,25,0.1,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,0.2,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,0.35,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,0.5,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,0.75,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,1.0,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,1.5,720,9,1,-0.011000070867852565,0.2511697475217315
3,25,2.0,720,9,2,-0.011000070867852565,0.2511697475217315
3,25,3.0,720,9,4,-0.011000070867852565,0.2511697475217315
3,26,0.0,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.05,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.1,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.2,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.35,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.5,314,1,1,-0.011000070867852565,0.2511697475217315
3,26,0.75,314,1,2,-0.011000070867852565,0.2511697475217315
3,26,1.0,314,1,3,-0.011000070867852565,0.2511697475217315
3,26,1.5,314,1,4,-0.011000070867852565,0.2511697475217315
3,26,2.0,314,1,7,-0.011000070867852565,0.2511697475217315
3,26,3.0,314,1,14,-0.011000070867852565,0.2511697475217315
3,27,0.0,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.05,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.1,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.2,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.35,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.5,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,0.75,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,1.0,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,1.5,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,2.0,602,1,1,-0.011000070867852565,0.2511697475217315
3,27,3.0,602,1,8,-0.011000070867852565,0.2511697475217315
3,28,0.0,7,1,1,-0.011000070867852565,0.2511697475217315
3,28,0.05,7,1,1,-0.011000070867852565,0.2511697475217315
3,28,0.1,7,1,1,-0.011000070867852565,0.2511697475217315
3,28,0.2,7,1,4,-0.011000070867852565,0.2511697475217315
3,28,0.35,7,1,42,-0.011000070867852565,0.2511697475217315
3,28,0.5,7,1,126,-0.011000070867852565,0.2511697475217315
3,28,0.75,7,1,249,-0.011000070867852565,0.2511697475217315
3,28,1.0,7,1,326,-0.011000070867852565,0.2511697475217315
3,28,1.5,7,1,409,-0.011000070867852565,0.2511697475217315
3,28,2.0,7,1,445,-0.011000070867852565,0.2511697475217315
3,28,3.0,7,1,465,-0.011000070867852565,0.2511697475217315
3,29,0.0,610,1,1,-0.011000070867852565,0.2511697475217315
3,29,0.05,610,1,1,-0.011000070867852565,0.2511697475217315
3,29,0.1,610,1,1,-0.011000070867852565,0.2511697475217315
3,29,0.2,610,1,6,-0.011000070867852565,0.2511697475217315
3,29,0.35,610,1,51,-0.011000070867852565,0.2511697475217315
3,29,0.5,610,1,140,-0.011000070867852565,0.2511697475217315
3,29,0.75,610,1,259,-0.011000070867852565,0.2511697475217315
3,29,1.0,610,1,352,-0.011000070867852565,0.2511697475217315
3,29,1.5,610,1,411,-0.011000070867852565,0.2511697475217315
3,29,2.0,610,1,439,-0.011000070867852565,0.2511697475217315
3,29,3.0,610,1,459,-0.011000070867852565,0.2511697475217315
3,30,0.0,778,1,1,-0.011000070867852565,0.2511697475217315
3,30,0.05,778,1,2,-0.011000070867852565,0.2511697475217315
3,30,0.1,778,1,2,-0.011000070867852565,0.2511697475217315
3,30,0.2,778,1,21,-0.011000070867852565,0.2511697475217315
3,30,0.35,778,1,139,-0.011000070867852565,0.2511697475217315
3,30,0.5,778,1,246,-0.011000070867852565,0.2511697475217315
3,30,0.75,778,1,388,-0.011000070867852565,0.2511697475217315
3,30,1.0,778,1,458,-0.011000070867852565,0.2511697475217315
3,30,1.5,778,1,513,-0.011000070867852565,0.2511697475217315
3,30,2.0,778,1,554,-0.011000070867852565,0.2511697475217315
3,30,3.0,778,1,575,-0.011000070867852565,0.2511697475217315
3,31,0.0,897,5,5,-0.011000070867852565,0.2511697475217315
3,31,0.05,897,5,14,-0.011000070867852565,0.2511697475217315
3,31,0.1,897,5,39,-0.011000070867852565,0.2511697475217315
3,31,0.2,897,5,174,-0.011000070867852565,0.2511697475217315
3,31,0.35,897,5,372,-0.011000070867852565,0.2511697475217315
3,31,0.5,897,5,491,-0.011000070867852565,0.2511697475217315
3,31,0.75,897,5,594,-0.011000070867852565,0.2511697475217315
3,31,1.0,897,5,657,-0.011000070867852565,0.2511697475217315
3,31,1.5,897,5,709,-0.011000070867852565,0.2511697475217315
3,31,2.0,897,5,747,-0.011000070867852565,0.2511697475217315
3,31,3.0,897,5,778,-0.011000070867852565,0.2511697475217315
3,32,0.0,740,3,3,-0.011000070867852565,0.2511697475217315
3,32,0.05,740,3,13,-0.011000070867852565,0.2511697475217315
3,32,0.1,740,3,48,-0.011000070867852565,0.2511697475217315
3,32,0.2,740,3,205,-0.011000070867852565,0.2511697475217315
3,32,0.35,740,3,412,-0.011000070867852565,0.2511697475217315
3,32,0.5,740,3,545,-0.011000070867852565,0.2511697475217315
3,32,0.75,740,3,670,-0.011000070867852565,0.2511697475217315
3,32,1.0,740,3,720,-0.011000070867852565,0.2511697475217315
3,32,1.5,740,3,782,-0.011000070867852565,0.2511697475217315
3,32,2.0,740,3,812,-0.011000070867852565,0.2511697475217315
3,32,3.0,740,3,847,-0.011000070867852565,0.2511697475217315
3,33,0.0,590,1,1,-0.011000070867852565,0.2511697475217315
3,33,0.05,590,1,1,-0.011000070867852565,0.2511697475217315
3,33,0.1,590,1,10,-0.011000070867852565,0.2511697475217315
3,33,0.2,590,1,87,-0.011000070867852565,0.2511697475217315
3,33,0.35,590,1,341,-0.011000070867852565,0.2511697475217315
3,33,0.5,590,1,480,-0.011000070867852565,0.2511697475217315
3,33,0.75,590,1,632,-0.011000070867852565,0.2511697475217315
3,33,1.0,590,1,696,-0.011000070867852565,0.2511697475217315
3,33,1.5,590,1,761,-0.011000070867852565,0.2511697475217315
3,33,2.0,590,1,793,-0.011000070867852565,0.2511697475217315
3,33,3.0,590,1,837,-0.011000070867852565,0.2511697475217315
3,34,0.0,930,1,1,-0.011000070867852565,0.2511697475217315
3,34,0.05,930,1,1,-0.011000070867852565,0.2511697475217315
3,34,0.1,930,1,1,-0.011000070867852565,0.2511697475217315
3,34,0.2,930,1,16,-0.011000070867852565,0.2511697475217315
3,34,0.35,930,1,88,-0.011000070867852565,0.2511697475217315
3,34,0.5,930,1,224,-0.011000070867852565,0.2511697475217315
3,34,0.75,930,1,387,-0.011000070867852565,0.2511697475217315
3,34,1.0,930,1,468,-0.011000070867852565,0.2511697475217315
3,34,1.5,930,1,527,-0.011000070867852565,0.2511697475217315
3,34,2.0,930,1,552,-0.011000070867852565,0.2511697475217315
3,34,3.0,930,1,577,-0.011000070867852565,0.2511697475217315
5,0,0.0,222,2,2,-0.0625784582593764,0.7772290887946084
5,0,0.05,222,2,2,-0.0625784582593764,0.7772290887946084
5,0,0.1,222,2,2,-0.0625784582593764,0.7772290887946084
5,0,0.2,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,0.35,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,0.5,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,0.75,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,1.0,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,1.5,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,2.0,222,2,1,-0.0625784582593764,0.7772290887946084
5,0,3.0,222,2,2,-0.0625784582593764,0.7772290887946084
5,1,0.0,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.05,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.1,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.2,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.35,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.5,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,0.75,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,1.0,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,1.5,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,2.0,826,1,1,-0.0625784582593764,0.7772290887946084
5,1,3.0,826,1,1,-0.0625784582593764,0.7772290887946084
5,2,0.0,871,10,10,-0.0625784582593764,0.7772290887946084
5,2,0.05,871,10,6,-0.0625784582593764,0.7772290887946084
5,2,0.1,871,10,6,-0.0625784582593764,0.7772290887946084
5,2,0.2,871,10,6,-0.0625784582593764,0.7772290887946084
5,2,0.35,871,10,4,-0.0625784582593764,0.7772290887946084
5,2,0.5,871,10,3,-0.0625784582593764,0.7772290887946084
5,2,0.75,871,10,3,-0.0625784582593764,0.7772290887946084
5,2,1.0,871,10,3,-0.0625784582593764,0.7772290887946084
5,2,1.5,871,10,4,-0.0625784582593764,0.7772290887946084
5,2,2.0,871,10,6,-0.0625784582593764,0.7772290887946084
5,2,3.0,871,10,12,-0.0625784582593764,0.7772290887946084
5,3,0.0,718,8,8,-0.0625784582593764,0.7772290887946084
5,3,0.05,718,8,2,-0.0625784582593764,0.7772290887946084
5,3,0.1,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,0.2,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,0.35,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,0.5,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,0.75,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,1.0,718,8,1,-0.0625784582593764,0.7772290887946084
5,3,1.5,718,8,2,-0.0625784582593764,0.7772290887946084
5,3,2.0,718,8,2,-0.0625784582593764,0.7772290887946084
5,3,3.0,718,8,4,-0.0625784582593764,0.7772290887946084
5,4,0.0,86,3,3,-0.0625784582593764,0.7772290887946084
5,4,0.05,86,3,2,-0.0625784582593764,0.7772290887946084
