dataset,snr_db,seed,bank_kind,pattern_count,symbol_count,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,savaux_mean_gt_floor_db,plain_coherent_ser,plain_coherent_mean_gt_rank,plain_coherent_mean_gt_margin_db,plain_coherent_mean_gt_floor_db,plain_coherent_fix_vs_savaux,plain_coherent_break_vs_savaux,plain_coherent_changes_vs_savaux,lora_coherent_ser,lora_coherent_mean_gt_rank,lora_coherent_mean_gt_margin_db,lora_coherent_mean_gt_floor_db,lora_coherent_fix_vs_savaux,lora_coherent_break_vs_savaux,lora_coherent_changes_vs_savaux,lora_mean_power_ser,lora_mean_power_mean_gt_rank,lora_mean_power_mean_gt_margin_db,lora_mean_power_mean_gt_floor_db,lora_mean_power_fix_vs_savaux,lora_mean_power_break_vs_savaux,lora_mean_power_changes_vs_savaux,lora_best_power_ser,lora_best_power_mean_gt_rank,lora_best_power_mean_gt_margin_db,lora_best_power_mean_gt_floor_db,lora_best_power_fix_vs_savaux,lora_best_power_break_vs_savaux,lora_best_power_changes_vs_savaux,lora_stable_power_ser,lora_stable_power_mean_gt_rank,lora_stable_power_mean_gt_margin_db,lora_stable_power_mean_gt_floor_db,lora_stable_power_fix_vs_savaux,lora_stable_power_break_vs_savaux,lora_stable_power_changes_vs_savaux,lora_adaptive_gls_ser,lora_adaptive_gls_mean_gt_rank,lora_adaptive_gls_mean_gt_margin_db,lora_adaptive_gls_mean_gt_floor_db,lora_adaptive_gls_fix_vs_savaux,lora_adaptive_gls_break_vs_savaux,lora_adaptive_gls_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,bitmix_only_diverse16,16,70,0.014285714285714285,1.0142857142857142,3.2321200334281763,13.477897922551183,0.5428571428571428,112.0,-2.0041367049769727,8.163888058665757,0,37,37,0.014285714285714285,1.0142857142857142,3.2321200290464027,13.47789815428963,0,0,0,0.04285714285714286,1.0571428571428572,2.332222830693272,6.8813067494350815,0,2,2,0.5857142857142857,6.057142857142857,-0.16888485765278607,5.151725602888654,0,40,40,0.014285714285714285,1.0142857142857142,3.841877554233804,19.846278224233874,0,0,0,0.02857142857142857,1.0285714285714285,3.1950394098392736,13.52801451957126,0,1,1
0_0_0_10_14_16,-24.0,42,bitmix_only_diverse16,16,70,0.11428571428571428,1.2142857142857142,2.242647102908447,12.490597466897784,0.6285714285714286,127.92857142857143,-2.7589811463823612,7.380712579823045,0,36,43,0.11428571428571428,1.2142857142857142,2.2426472183177872,12.490597770970622,0,0,0,0.17142857142857143,1.4,1.531274799399076,6.080567941508725,0,4,5,0.7285714285714285,14.071428571428571,-0.7472525981485507,4.567011741510073,0,43,49,0.11428571428571428,1.2857142857142858,2.665487194483459,18.66303800233049,0,0,2,0.12857142857142856,1.2428571428571429,2.206062345831482,12.540388308843099,0,1,3
0_0_0_10_14_16,-25.0,42,bitmix_only_diverse16,16,70,0.22857142857142856,2.6857142857142855,1.2552634065281538,11.503273165115502,0.7142857142857143,145.71428571428572,-3.4551182585935196,6.6593766603083,3,37,52,0.22857142857142856,2.6857142857142855,1.2552634235814508,11.503273227763035,0,0,0,0.32857142857142857,3.7142857142857144,0.7720542528269043,5.31981932794464,1,8,13,0.8142857142857143,28.542857142857144,-1.2917170437760517,4.020099841024806,0,41,54,0.2571428571428571,2.9,1.4510171367922855,17.4427228742891,0,2,7,0.2714285714285714,2.7714285714285714,1.2113268795395111,11.54476243429379,0,3,7
