dataset,snr_db,seed,symbol_count,mean_rank1_ratio,mean_rank2_ratio,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,svd_left_ser,svd_left_mean_gt_rank,svd_left_mean_gt_margin_db,svd_left_fix_vs_savaux,svd_left_break_vs_savaux,svd_left_changes_vs_savaux,svd_rank1_savaux_ser,svd_rank1_savaux_mean_gt_rank,svd_rank1_savaux_mean_gt_margin_db,svd_rank1_savaux_fix_vs_savaux,svd_rank1_savaux_break_vs_savaux,svd_rank1_savaux_changes_vs_savaux,svd_rank2_savaux_ser,svd_rank2_savaux_mean_gt_rank,svd_rank2_savaux_mean_gt_margin_db,svd_rank2_savaux_fix_vs_savaux,svd_rank2_savaux_break_vs_savaux,svd_rank2_savaux_changes_vs_savaux
0_0_0_10_14_8,,42,70,0.7024274816867248,0.9540035678717302,0.0,1.0,22.2107134760084,0.0,1.0,9.541557817479996,0,0,0,0.0,1.0,9.023514375680236,0,0,0,0.0,1.0,22.210585971167628,0,0,0
0_0_0_10_14_16,,42,70,0.6611578017386028,0.9134174320982958,0.0,1.0,19.253965661897727,0.0,1.0,9.604533337599193,0,0,0,0.0,1.0,9.270714565321999,0,0,0,0.0,1.0,19.250779740707763,0,0,0
0_0_0_10_14_32,,42,70,0.5739504843689612,0.8267533630628277,0.0,1.0,16.706494194656585,0.04285714285714286,1.1142857142857143,8.38290651746334,0,3,3,0.0,1.0,8.854977361291784,0,0,0,0.0,1.0,16.600895851663967,0,0,0
