dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,hybrid_mean_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux,hybrid_gain_vs_savaux
0_0_0_10_14_8,-22.0,1,0,0,803,803,1,1,1,1,1,5.055145548334746,0,0,1.7198460843146677,0.5422348009576976,0.2608227279012814,0.11737471963185239,0.10176442510012507,0.3790770358004563,1.4911145140958257,0.22964305798466486,0.8670046277367967,0.06824722322673683,0.05917065836776704,0.22041334934428897,0.8670046277367965,0.13352535443668734
0_0_0_10_14_8,-22.0,1,0,0,803,271,0,0,1,2,1,5.055145548334746,492,492,0.5370009167563836,-0.6217554772933821,0.11061753476202403,0.043670363824334896,0.030839655465302096,0.11073005087587387,0.37922567634048027,0.08177750652468148,0.7061918602133787,0.08132269882910914,0.05742942796370094,0.20620086003709334,0.7061918602133787,0.1522855994709237
0_0_0_10_14_8,-22.0,1,0,0,803,580,0,0,1,3,1,5.055145548334746,223,223,0.44613582901337523,-0.8071318239704715,0.08034278190585561,0.03735798570859383,0.025701590163281544,0.09374394883730881,0.3069330430152151,0.06944713987806896,0.687981155187635,0.08373679780709528,0.057609338887038834,0.21012423289253093,0.687981155187635,0.1556636686895347
0_0_0_10_14_8,-22.0,1,0,0,803,24,0,0,1,4,1,5.055145548334746,245,245,0.43128559795526655,-0.8409847680600729,0.10115022068473017,0.03219735246175797,0.015573366033685612,0.05820837585889242,0.20860623524843735,0.06159654604963168,0.48368467724738223,0.07465436502959118,0.036109172454446066,0.13496480321823745,0.48368467724738223,0.14282078126805559
0_0_0_10_14_8,-22.0,1,0,0,803,912,0,0,1,5,1,5.055145548334746,109,109,0.40160887071010976,-0.9122766224269752,0.10040749890238547,0.03784107978112768,0.023954832884012133,0.08950666312238077,0.25423358525291057,0.06830043418284125,0.6330377733026271,0.09422371501460738,0.05964717074514837,0.22287023432554776,0.6330377733026272,0.17006704573550624
0_0_0_10_14_8,-22.0,1,0,0,803,645,0,0,1,6,1,5.055145548334746,158,158,0.39130352074596786,-0.9382717522443573,0.12899819497550843,0.04641802474459705,0.028923794630371525,0.10594553935085933,0.24382732213341507,0.07909398016560451,0.6231155847220359,0.11862409174368606,0.07391652028898738,0.2707502839455375,0.6231155847220359,0.20212948765404004
0_0_0_10_14_8,-22.0,1,0,0,803,832,0,0,1,7,1,5.055145548334746,29,29,0.3818798361919562,-0.9626492848040143,0.1069188642154207,0.03839376792659765,0.022334938592403514,0.08000713753739089,0.22215226979886302,0.0681831770212151,0.581733437444955,0.1005388718856017,0.05848682353884903,0.20950867250601415,0.581733437444955,0.1785461565636109
0_0_0_10_14_8,-22.0,1,0,0,803,16,0,0,1,8,1,5.055145548334746,237,237,0.3754028060684824,-0.9797556799815801,0.0993400919232275,0.03186491648995257,0.020161838440833718,0.07440824061472796,0.2375280264291582,0.059034918378516044,0.6327284255457255,0.08488193475074784,0.053707212932115694,0.19820906879730177,0.6327284255457255,0.1572575309086706
0_0_0_10_14_8,-22.0,1,0,0,803,472,0,0,1,9,1,5.055145548334746,331,331,0.366684583686979,-1.0032532454567689,0.069572874533869,0.02932848775139335,0.020612154571943715,0.07607788776079587,0.2577070929184122,0.05514935221660773,0.7028031839440635,0.07998287644519485,0.05621222022668758,0.20747501025497136,0.7028031839440634,0.15039997499236588
0_0_0_10_14_8,-22.0,1,0,0,803,727,0,0,1,10,1,5.055145548334746,76,76,0.36224642110960303,-1.0154305774447714,0.15114790479577275,0.040193006282265735,0.024950310279949966,0.09164626199784709,0.22486898693303017,0.06964082287411738,0.6207624805352948,0.11095487474838224,0.06887662327628871,0.25299425103255374,0.6207624805352948,0.1922470970473619
0_0_0_10_14_8,-22.0,1,0,0,803,146,0,0,1,11,1,5.055145548334746,367,367,0.35653533771384005,-1.031321920018256,0.09356604850671463,0.031247241226036684,0.018267508046052417,0.06961063989408368,0.20843478959552558,0.05742941671538078,0.5846118674576322,0.08764135815091667,0.05123617805513057,0.19524190881172654,0.5846118674576322,0.16107636646517878
0_0_0_10_14_8,-22.0,1,0,0,803,647,0,0,1,12,1,5.055145548334746,156,156,0.353127635600913,-1.0409257134606815,0.07584990900277386,0.03048041800286618,0.018364345653582644,0.06889767858878607,0.21275817016019066,0.056233953255460635,0.6024965160207376,0.08631558374353235,0.05200483848377446,0.19510701412973167,0.6024965160207376,0.1592454047380574
0_0_0_10_14_8,-22.0,1,0,0,803,90,0,0,1,13,1,5.055145548334746,311,311,0.35280007855675777,-1.0418537321829786,0.11291322300155691,0.04137639191083031,0.02388404490113401,0.0881317891725132,0.20364977534852713,0.07070443088364736,0.5772384637260345,0.11727999630865661,0.06769852489500394,0.2498066030286746,0.5772384637260345,0.2004093399663815
0_0_0_10_14_8,-22.0,1,0,0,803,400,0,0,1,14,1,5.055145548334746,403,403,0.35166355629820956,-1.045080366428835,0.10812934674570618,0.0346314845443818,0.02230122622546949,0.08041225203606413,0.2264566081251569,0.06182087853700993,0.6439581357504172,0.09847902611499047,0.06341637006752592,0.22866245476933866,0.6439581357504172,0.17579552225362252
0_0_0_10_14_8,-22.0,1,0,0,803,352,0,0,1,15,1,5.055145548334746,451,451,0.34447595295296196,-1.065730993713771,0.12595924917568316,0.03685497077471685,0.023267276235527552,0.08485669010072969,0.21747452203520942,0.06444092725019344,0.6313198938008467,0.10698851533404242,0.06754397813859793,0.24633559867767266,0.6313198938008467,0.18706945056043672
0_0_0_10_14_8,-22.0,1,0,0,803,949,0,0,1,16,1,5.055145548334746,146,146,0.3431352344350991,-1.0696306400299043,0.12225524304620579,0.037259621817618764,0.021896210508118432,0.0820545488798428,0.20164888851315968,0.06490754165607698,0.5876659354004631,0.10858582295974063,0.06381218922086505,0.23913180765282988,0.5876659354004631,0.18916023521435732
0_0_0_10_14_8,-22.0,1,0,1,826,826,1,1,1,1,1,4.199748133091246,0,0,1.7703489085063353,0.5711766506093704,0.22351601253736078,0.1196375259988543,0.10541936652953286,0.38772955375549173,1.5599541942448312,0.23464715049437568,0.8811563566647341,0.06757850129090877,0.0595472259863602,0.21901307244718435,0.8811563566647341,0.13254288426813576
0_0_0_10_14_8,-22.0,1,0,1,826,825,0,0,1,2,1,4.199748133091246,1,1,0.6731069181683189,-0.39585109394917717,0.17663266556839707,0.054236672670183894,0.03986289073225153,0.14294644851111427,0.49472038399613893,0.10179836256245854,0.7349803881713006,0.08057660856877619,0.059222227043406066,0.2123681166434969,0.7349803881713006,0.15123654179558227
0_0_0_10_14_8,-22.0,1,0,1,826,448,0,0,1,3,1,4.199748133091246,378,378,0.5646604440727607,-0.5715307124409492,0.18753356623366405,0.05331990583878833,0.03583333071298391,0.13001528633222068,0.379476747280381,0.09618644454465793,0.6720441484147641,0.09442826462963229,0.06345996268930522,0.23025392994496216,0.6720441484147641,0.17034386869901513
0_0_0_10_14_8,-22.0,1,0,1,826,763,0,0,1,4,1,4.199748133091246,63,63,0.5532150088059531,-0.592008548673899,0.16034830082917242,0.05879272321035009,0.040638469966290836,0.14698133255741178,0.38239105611464963,0.10297129415039563,0.6912159829864232,0.10627463513191189,0.07345872638922794,0.2656857283656367,0.6912159829864232,0.18613250275448343
0_0_0_10_14_8,-22.0,1,0,1,826,59,0,0,1,5,1,4.199748133091246,257,257,0.4729164973409219,-0.7488364444662258,0.12350827384048066,0.041565021371535914,0.0265902004105918,0.09574122847812903,0.30253670097669305,0.07633823635091556,0.6397254117328808,0.08789082555851717,0.0562259945679652,0.20244848512677263,0.6397254117328808,0.16142011703999387
0_0_0_10_14_8,-22.0,1,0,1,826,981,0,0,1,6,1,4.199748133091246,155,155,0.4558538909059884,-0.7855829354913524,0.15973494399669602,0.04718604537408759,0.03247803394011129,0.11784957877055591,0.3137630632785946,0.08318913379657271,0.6882974337566915,0.10351133623167617,0.07124658709298874,0.2585248938784648,0.6882974337566915,0.1824907836834258
0_0_0_10_14_8,-22.0,1,0,1,826,5,0,0,1,7,1,4.199748133091246,203,203,0.44453586942524126,-0.8107245311641567,0.1307283450282175,0.03392249255979248,0.020370542967186392,0.07575724353159881,0.2669449189979521,0.0645420149129375,0.6005025406455865,0.07630991083723405,0.045824295334197226,0.17041874175316488,0.6005025406455865,0.1451896671384168
0_0_0_10_14_8,-22.0,1,0,1,826,143,0,0,1,8,1,4.199748133091246,341,341,0.43107549982450166,-0.8414720306127615,0.1383372522307221,0.040172795938686764,0.022571676672359035,0.08096290415924066,0.24220611426360905,0.07270886732401312,0.5618647182737487,0.09319201846322003,0.05236130719919911,0.18781606514914923,0.5618647182737487,0.1686685217638538
0_0_0_10_14_8,-22.0,1,0,1,826,995,0,0,1,9,1,4.199748133091246,169,169,0.3967344116819085,-0.9244882103741876,0.09615961550398579,0.043349701184943884,0.029451102572220784,0.10613568204853022,0.26953509558288963,0.0753988199788391,0.6793842118212725,0.10926629984318216,0.07423379899758714,0.26752325717998743,0.6793842118212725,0.19004860117677905
0_0_0_10_14_8,-22.0,1,0,1,826,1012,0,0,1,10,1,4.199748133091246,186,186,0.39155016419876176,-0.9376416384294827,0.1466900838599133,0.04615542997301452,0.02743815796358767,0.09694780480788467,0.23276600959487578,0.07877056370839865,0.5944730225594217,0.11787871438507364,0.0700757156359135,0.24759995952567465,0.5944730225594217,0.20117617335083665
0_0_0_10_14_8,-22.0,1,0,1,826,509,0,0,1,11,1,4.199748133091246,317,317,0.3705312636271998,-0.9928174555463295,0.126017588315046,0.03386568816467949,0.01854619161698324,0.06797470335435134,0.20291758968241289,0.06159226046363019,0.5476395910456102,0.09139765382591995,0.05005297376375505,0.18345200534209788,0.5476395910456102,0.16622689232938684
