event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,8134656,8192000,993,998,6,131,131,131,131,3527.6605782149127,6.671888787765348,0.6104570699755086,10,125000.0,500000.0,4,4096,4,8192,6,2
1,18137088,18194432,2214,2219,6,292,292,292,292,1256.0883768767817,3.3047826567728578,0.380753573120069,10,125000.0,500000.0,4,4096,4,8192,6,2
