trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,timing_error_chips,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,-0.5,-0.0625,-0.5,-15.2587890625,3294,0,-1.9121767109908303,0.003273868437143737
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,-0.5,-0.0625,0.0,0.0,3293,1,1.8744198490217978,0.007758516271140492
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,-0.5,-0.0625,0.5,15.2587890625,3293,1,0.6899159271241385,0.005089379956695561
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.0,0.0,-0.5,-15.2587890625,3294,0,-3.0093968245259095,0.0026931150014286587
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.0,0.0,0.0,0.0,3293,1,1.2650621168221146,0.006788045055202474
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.0,0.0,0.5,15.2587890625,3293,1,1.0362106601317909,0.005392200408811887
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.5,0.0625,-0.5,-15.2587890625,3294,0,-4.204466939418366,0.002153772433178061
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.5,0.0625,0.0,0.0,3293,1,0.6684195835235602,0.0057814640434883935
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.461110784836597e-08,8.905143757334474e-06,0.5,0.0625,0.5,15.2587890625,3293,1,0.8996572124896484,0.00568039188775149
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,-0.5,-0.0625,-0.5,-15.2587890625,313,1,1.0483875388656803,0.0053219696350992884
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,-0.5,-0.0625,0.0,0.0,313,1,2.7667597990283306,0.008208440791223959
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,-0.5,-0.0625,0.5,15.2587890625,312,0,-1.1133985922076435,0.004159173171532304
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.0,0.0,-0.5,-15.2587890625,314,0,-0.3182465528851644,0.004605199009123595
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.0,0.0,0.0,0.0,313,1,2.6009317738047044,0.0077916851696203104
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.0,0.0,0.5,15.2587890625,313,1,0.25491362284351027,0.004932155536004013
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.5,0.0625,-0.5,-15.2587890625,314,0,-1.6565517508394914,0.003912841885860774
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.5,0.0625,0.0,0.0,313,1,2.443995886956103,0.007262929970519361
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.516800773616521e-08,8.995954468830487e-06,0.5,0.0625,0.5,15.2587890625,313,1,1.5954089141299335,0.005705117429571693
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,-0.5,-0.0625,-0.5,-15.2587890625,1433,1,1.543488375061679,0.006476140890898707
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,-0.5,-0.0625,0.0,0.0,1433,1,1.5748857065727733,0.00801009575566397
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,-0.5,-0.0625,0.5,15.2587890625,1432,0,-6.305342663410883,0.0015405336519787177
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.0,0.0,-0.5,-15.2587890625,1433,1,1.0268446780535139,0.005827915776988546
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.0,0.0,0.0,0.0,1433,1,0.9023565826575548,0.006568443266830093
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.0,0.0,0.5,15.2587890625,1432,0,-5.971740618217427,0.001502402786716317
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.5,0.0625,-0.5,-15.2587890625,1433,1,0.5205911731350561,0.005158366870318398
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.5,0.0625,0.0,0.0,1434,0,-0.4546005676447705,0.005200618944140922
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490116890765393e-08,8.952442476095794e-06,0.5,0.0625,0.5,15.2587890625,1432,0,-4.903986924431553,0.0017071364363110408
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,-0.5,-0.0625,-0.5,-15.2587890625,2865,1,2.781064701665588,0.008034306271449465
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,-0.5,-0.0625,0.0,0.0,2865,1,1.7889243385624363,0.00719404224822201
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,-0.5,-0.0625,0.5,15.2587890625,2864,0,-10.509184185941617,0.0007130351918057144
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.0,0.0,-0.5,-15.2587890625,2865,1,2.0250332079083773,0.007197389397582354
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.0,0.0,0.0,0.0,2865,1,0.6991248182310451,0.005690599617660885
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.0,0.0,0.5,15.2587890625,2864,0,-10.769344342992662,0.0006011872167255433
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.5,0.0625,-0.5,-15.2587890625,2865,1,1.208215189778901,0.006246019951877457
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.5,0.0625,0.0,0.0,2866,0,-0.7164604537411733,0.0042630395270661925
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.706549947195974e-08,9.305368383899235e-06,0.5,0.0625,0.5,15.2587890625,2864,0,-9.07879138894734,0.0007692660008736009
