dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,predicted_phase_rad,predicted_fractional_bin,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency
collector_low4_cr47,,42,7,0,8,803,803,803,803,803,803,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.10969421007516611,-0.06695356392222321,0.16160737498226221,0.9986054223956329,-0.013625598243451956,803|67|773|827|281|618|990|678,0.99860542|0.83359035|0.80639325|0.91587786|0.81654841|0.99014595|0.71196862|0.70849251
collector_low4_cr47,,42,7,1,9,711,711,711,711,711,711,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.17834440469265833,-0.07941402925398502,0.16160737498226221,0.977428243515618,-0.3791022313966889,711|915|874|786|464|698|435|687,0.97742824|0.9316816|0.89433197|0.9699412|0.87688862|0.99452311|0.82146093|0.85653287
collector_low4_cr47,,42,7,2,10,922,922,922,922,922,922,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.24699459931015055,-0.09187449458574684,0.16160737498226221,0.999325081434344,-0.23490838034536843,922|417|467|757|697|252|865|864,0.99932508|0.82260846|0.71319852|0.83608134|0.893051|0.99899651|0.82851687|0.83842145
collector_low4_cr47,,42,7,3,11,718,718,718,718,718,718,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.315644793927643,-0.10433495991750866,0.16160737498226221,0.994407999444806,-0.10203261382714604,718|688|581|397|686|286|601|931,0.994408|0.83803497|0.87695839|0.65493964|0.69290971|0.84440006|0.88377841|0.92665332
collector_low4_cr47,,42,7,4,12,756,756,756,756,756,756,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.3842949885451352,-0.11679542524927047,0.16160737498226221,0.9980051144321243,-0.011066807035265247,756|614|535|863|460|806|561|1019,0.99800511|0.78697871|0.99435389|0.78778054|0.56428974|0.92955198|0.97661318|0.97188516
collector_low4_cr47,,42,7,5,13,109,109,109,109,109,109,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.45294518316262744,-0.1292558905810323,0.16160737498226221,0.9692244931047531,-0.47148908871186535,109|834|459|898|975|132|564|169,0.96922449|0.98736721|0.83769843|0.87575224|0.99951482|0.85205968|0.90570979|0.99550693
collector_low4_cr47,,42,7,6,14,932,932,932,932,932,932,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.5215953777801199,-0.1417163559127941,0.16160737498226221,0.9985381116737749,0.3578727371703721,932|145|805|907|31|605|80|433,0.99853811|0.93074864|0.7884831|0.71871458|0.99400604|0.74932863|0.94278087|0.76806156
collector_low4_cr47,,42,7,7,15,468,468,468,468,468,468,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.5902455723976121,-0.15417682124455592,0.16160737498226221,0.9508912897228969,-0.42725649257748066,468|495|325|912|578|408|51|82,0.95089129|0.96422981|0.56982517|0.79310186|0.72164668|0.93234697|0.84206426|0.86186629
collector_low4_cr47,,42,7,8,16,89,89,89,89,89,89,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.6588957670151043,-0.16663728657631774,0.16160737498226221,0.9753000761549978,-0.8061564694301285,89|734|594|803|271|628|577|801,0.97530008|0.9949542|0.69953385|0.75741288|0.67442468|0.9316952|0.94268792|0.99849308
collector_low4_cr47,,42,7,9,17,713,713,713,713,713,713,1,1,8,0.35108533613292026,0.710070210585225,0.710070210585225,0.7275459616325968,-0.17909775190807956,0.16160737498226221,0.986375521229407,0.13926328852197456,713|828|808|243|792|25|110|109,0.98637552|0.95800645|0.80283035|0.75172976|0.93290933|0.82876024|0.93692476|0.73801854
