window_index,start_sample,end_sample,peak_bin,peak_signed_bin,peak_power,second_power,total_power,confidence_db,peak_share,valid
0,0,65536,4119,4119,0.01677207977627404,0.015572096308460459,47.00284598472413,0.32239838427347167,0.00035683115404809627,1
1,32768,98304,4119,4119,0.01639665386392153,0.016360297144274227,49.00296671335299,0.009640414458898237,0.0003346053303228587,1
2,65536,131072,11236,-5148,0.007626954698935151,0.00736441357730655,26.001574084760563,0.15212996846860238,0.00029332665299695393,1
3,98304,163840,14408,-1976,0.004152227193117142,0.0038949093577684835,18.001090179012607,0.2778375309608685,0.00023066531814602015,1
4,131072,196608,12984,-3400,0.012110610608942807,0.01149462092507747,42.002544057385876,0.22671387057123601,0.00028833040666290864,1
5,163840,229376,9616,-6768,0.011882977618370205,0.011799015766882803,43.00260455036762,0.03079497657266438,0.0002763315790431261,1
6,196608,262144,7666,7666,0.0050834352732636034,0.0047295112926803995,24.001453513600058,0.31341031339553416,0.00021179697597827367,1
7,229376,294912,1493,1493,0.007452831024579609,0.006706657120957971,29.00175587965284,0.45815171210282674,0.00025697861382966797,1
8,262144,327680,10332,-6052,0.006219322080141865,0.006171371790514968,26.001574102842866,0.03361337204190619,0.00023919021423637112,1
9,294912,360448,15020,-1364,0.0024980675661936402,0.0024577502335887402,12.000726422280838,0.0706643467659685,0.00020815969619602924,1
10,327680,393216,12217,-4167,0.0018822683487087488,0.0018635857850313187,9.000544861780945,0.04332150319722486,0.00020912826696764032,1
11,360448,425984,4634,4634,0.0020913621119689196,0.0020821761281695217,9.000544933204708,0.019117728352115917,0.00023235949906249458,1
12,393216,458752,9057,-7327,0.0010070011048810557,0.0010068032861454412,7.000423983372924,0.0008532267180824887,0.00014384858792450815,1
13,425984,491520,1749,1749,0.0014181465085130185,0.0014051733014639467,8.000484739357361,0.03991210537612855,0.00017725757309886838,1
14,458752,524288,13732,-2652,0.001034976652590558,0.001034916116623208,5.000303044118476,0.00025402703922956956,0.00020698278553495518,1
15,491520,557056,4771,4771,0.0008538825350115076,0.0008526448073098436,6.0003632310336705,0.006299792471615323,0.00014230514089468062,1
16,524288,589824,4771,4771,0.0008538825350115076,0.0008526447927579284,6.000363131847816,0.006299866591770289,0.00014230514324698108,1
17,557056,622592,7435,7435,0.0015753642219351605,0.0015753486222820356,6.000363217606441,4.3005145862116675e-05,0.00026254481017293766,1
18,589824,655360,7435,7435,0.0015754021619578396,0.0015753518774921371,8.000484375150851,0.00013862247391268002,0.00019691334775316462,1
19,622592,688128,5676,5676,0.007866681175983103,0.0065723073785193264,23.001392740920885,0.7807368262177832,0.00034200890635582235,1
20,655360,720896,15615,-769,0.016380681743612513,0.012969756957318168,53.00320963840357,1.0140013476156846,0.0003090507509896884,1
21,688128,753664,15615,-769,0.020249639987014234,0.01389545921847457,53.00320985908253,1.6354440245633652,0.00038204554103140405,1
22,720896,786432,12534,-3850,0.009190071843704573,0.009139324625721201,36.002180143450374,0.024048029177026538,0.0002552643147466851,1
23,753664,819200,13172,-3212,0.0070889561175135896,0.006969457841478288,18.00109008955652,0.07383292594002808,0.00039380704625362135,1
24,786432,851968,3955,3955,0.00036623311461880803,0.00036623311461880803,4.000242382113062,0.0,9.155273096860481e-05,1
25,819200,884736,4950,4950,0.0008532899955753237,0.0008528638136340305,6.0003633398872145,0.0021696574862237997,0.00014220638772040803,1
26,851968,917504,14465,-1919,0.0009148646640824154,0.0009136376465903595,7.000423857960297,0.005828671945079431,0.00013068703876296115,1
27,884736,950272,306,306,0.0006103425403125584,0.0006103425403125584,6.000363404533498,0.0,0.00010171759594617583,1
28,917504,983040,7538,7538,0.0013733849045820534,0.001371936799841933,9.00054500097591,0.004581641234735444,0.0001525890825981249,1
29,950272,1015808,9809,-6575,0.001354909036308527,0.0013511214056052268,9.000544978690664,0.012157647324963546,0.00015053633302387315,1
30,983040,1048576,5318,5318,0.001495429765782319,0.0014769234549021348,9.000544951422029,0.054080332685823226,0.00016614880252845696,1
31,1015808,1081344,12653,-3731,0.0017340940394205973,0.0016902846982702613,9.000544935921742,0.11112785519539928,0.00019266544989956317,1
32,1048576,1114112,6433,6433,0.001034700297168456,0.0010256998793920502,7.000423984801306,0.03794269368200937,0.00014780537570508655,1
33,1081344,1146880,9359,-7025,0.003047011705348268,0.0030217998573789373,14.000848055985397,0.03608426239265945,0.00021763051017796478,1
34,1114112,1179648,10763,-5621,0.003574004032998346,0.003461526230239542,17.001029911873413,0.1388741134682832,0.0002102227954144286,1
35,1146880,1212416,15821,-563,0.002000326829147525,0.001982876841793768,10.000605959184583,0.03805219278733931,0.0002000205624850582,1
36,1179648,1245184,108,108,8846515.042687077,1116182.7916979857,11638537.158295235,8.99036897654052,0.760105408640795,1
37,1212416,1277952,108,108,24260119.04238543,4765443.54139635,34285226.788467854,7.067895989742628,0.707596866489025,1
38,1245184,1310720,108,108,29771592.0,8073891.25,45289903.83018665,5.667191631887337,0.6573560436698614,1
39,1277952,1343488,108,108,28605799.0,8914858.75,45272170.034962945,5.063396162647358,0.6318627752526158,1
40,1310720,1376256,108,108,28731870.0,8785575.5,45235241.08381313,5.145936774937056,0.6351656211307636,1
41,1343488,1409024,108,108,29320630.5,8209092.875,45059619.50654708,5.528781358176062,0.6507074587201023,1
42,1376256,1441792,108,108,30329042.5,7330768.875,44854053.23281999,6.167091724218606,0.6761717239370477,1
43,1409024,1474560,108,108,32001030.5,6365367.375,45130935.305603825,7.013404898637724,0.7090708464893368,1
44,1441792,1507328,108,108,24997263.165283203,8644945.893249512,45412940.819823794,4.611301829128042,0.5504436117550732,1
45,1474560,1540096,140,140,8854539.571819782,8647427.807250977,45337846.54029405,0.10279038177314337,0.19530128242748146,1
46,1507328,1572864,140,140,8837837.04253456,2017119.9788422585,45265163.40052727,6.41614258577441,0.19524588841828003,1
47,1540096,1605632,45,45,6268507.594808131,2567894.9116692543,45474543.47426398,3.875869096557772,0.1378465206221532,1
48,1572864,1638400,45,45,6857466.352406055,6453358.164022803,45697891.54823275,0.263779160272659,0.15006089165335354,1
49,1605632,1671168,15805,-579,6453358.476547055,3876387.5902243257,45661977.619168274,2.2135859576947188,0.14132893083102085,1
50,1638400,1703936,15245,-1139,5662604.301536873,5350317.660404682,45382122.056421876,0.24636646692344402,0.12477610223904408,1
51,1671168,1736704,16177,-207,6849141.211164355,5662599.984465428,45057097.40807283,0.8262023688352284,0.15201026264814835,1
52,1703936,1769472,16177,-207,6849138.744127691,5185808.46280849,45320707.85506256,1.208194917568031,0.1511260319682453,1
53,1736704,1802240,197,197,5862758.936630487,4860977.699675322,45446540.989300266,0.8137840864589381,0.12900341387941472,1
54,1769472,1835008,16181,-203,7051633.840430498,6646215.602677703,45312283.184692815,0.25715327609462874,0.15562300870357926,1
55,1802240,1867776,16181,-203,7051777.573033869,6892195.366016746,45313932.94805245,0.09941025887008206,0.15562051480099892,1
56,1835008,1900544,105,105,6787700.166782141,4735083.050682306,45022033.893951416,1.563950492843168,0.15076396110336654,1
57,1867776,1933312,105,105,6787740.0506744385,6040870.889710426,45048707.8848428,0.5062564809452625,0.15067557693387823,1
58,1900544,1966080,313,313,6040856.530931234,5640801.694205061,45404460.27261063,0.2975768934097773,0.13304544299528356,1
59,1933312,1998848,16113,-271,7027798.1112116575,7015427.241933346,45394597.33665456,0.007651520955537656,0.1548157385138199,1
60,1966080,2031616,16113,-271,7307684.02205658,7025340.275276184,45472866.94772208,0.17112396247999773,0.16070427295595557,1
61,1998848,2064384,16325,-59,7218780.532860994,4728519.995213509,45352792.68427722,1.8373860863488425,0.15916948230981995,1
62,2031616,2097152,117,117,6626616.556370735,5727690.790214422,44993092.268229045,0.6331227671604953,0.1472807540514388,1
63,2064384,2129920,117,117,6626663.745967865,6432784.433295727,45155106.52796261,0.12895935767132777,0.14675336314098292,1
64,2097152,2162688,16177,-207,6770167.388499737,5619802.895332336,45151691.09323191,0.8087832277573725,0.14994272029635147,1
65,2129920,2195456,529,529,5148539.948730469,5084085.239440918,44949386.99316387,0.0547126358783136,0.11454082676396643,1
66,2162688,2228224,15757,-627,6376536.0291678235,5076310.776413083,45076835.03826319,0.9903661576795992,0.14145926668886893,1
67,2195456,2260992,15757,-627,6376540.124485016,5453171.10562706,45370450.69541101,0.6793597196044372,0.14054390085946336,1
68,2228224,2293760,241,241,6040135.25574255,3855893.4325692505,25372173.167150345,1.9492164125091627,0.23806140750934118,1
69,2260992,2326528,241,241,586971.5626380952,529198.0000234726,2591063.1139282603,0.44998867026049605,0.22653696063319703,1
70,2293760,2359296,172,172,0.00030519426218234,0.00030519426218234,3.0001816120647833,0.0,0.00010172526254912261,1
71,2326528,2392064,7042,7042,0.0010354036057833582,0.0010352318931836635,5.0003028987781555,0.0007202990070328348,0.00020706817701710898,1
72,2359296,2424832,16225,-159,0.0027003289433196187,0.0025788951461436227,12.000726780164067,0.19982986645738027,0.00022501378398039835,1
73,2392064,2457600,14503,-1881,0.0025425512285437435,0.0025221344112651423,11.000666224372367,0.0350148449252576,0.0002311270223716661,1
74,2424832,2490368,14601,-1783,0.000610379152931273,0.0006103600026108325,6.000363373990635,0.000136259715385517,0.00010172369819751947,1
