dataset,snr_db,seed,symbol_count,mean_rank1_ratio,mean_rank2_ratio,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,svd_left_ser,svd_left_mean_gt_rank,svd_left_mean_gt_margin_db,svd_left_fix_vs_savaux,svd_left_break_vs_savaux,svd_left_changes_vs_savaux,svd_rank1_savaux_ser,svd_rank1_savaux_mean_gt_rank,svd_rank1_savaux_mean_gt_margin_db,svd_rank1_savaux_fix_vs_savaux,svd_rank1_savaux_break_vs_savaux,svd_rank1_savaux_changes_vs_savaux,svd_rank2_savaux_ser,svd_rank2_savaux_mean_gt_rank,svd_rank2_savaux_mean_gt_margin_db,svd_rank2_savaux_fix_vs_savaux,svd_rank2_savaux_break_vs_savaux,svd_rank2_savaux_changes_vs_savaux
0_0_0_10_14_16,-22.0,42,35,0.27008849676361457,0.5256766519581296,0.0,1.0,4.152005305549155,0.6285714285714286,93.45714285714286,-2.3031006754100334,0,22,22,0.5714285714285714,56.51428571428571,-1.4406633456824556,0,20,20,0.34285714285714286,9.257142857142858,0.9961766892086567,0,12,12
