dataset,iq_path,symbol_csv_path,sf,os_factor,case_count,noise_window_count,noise_windows_available,raw_noise_power,pattern_covariance_sample_count,segment_count,nuisance_mode,covariance_source,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,fixed_gls_errors,fixed_gls_ser,fixed_gls_fixes_vs_savaux,fixed_gls_breaks_vs_savaux,segmented_gls_errors,segmented_gls_ser,segmented_gls_fixes_vs_savaux,segmented_gls_breaks_vs_savaux,colored_ml_errors,colored_ml_ser,colored_ml_fixes_vs_savaux,colored_ml_breaks_vs_savaux
0_0_0_10_14_8,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\experiments\real_iq_payload_noise_cfr_nus_20260720\source_demod\0_0_0_10_14_8_header_first_symbols.csv,10,4,2,12,12,2.089750346829455e-06,12,4,none,natural_offpacket_same_capture,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
