snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,header_bin_correction,header_bin_consensus,header_bin_observations,header_bin_residual,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,savaux_phase_bin,savaux_phase_correct,savaux_phase_gt_rank,savaux_phase_gt_margin_db,savaux_phase_alias_bin,savaux_phase_candidate_bins,savaux_phase_phase_jump_scores,savaux_phase_spectral_log_scores,savaux_phase_combined_scores,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_single_phase_spectral_log_scores,litenap_single_phase_combined_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k1_phase_spectral_log_scores,litenap_savaux_k1_phase_combined_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores,litenap_savaux_k2_phase_spectral_log_scores,litenap_savaux_k2_phase_combined_scores
clean,,,0,0,0,8,623528,803,0,1.0,8,0,803,1,1,24.635676232833536,35,0,1,0.0,803,1,1,3.511639796748746,803,1,1,6.591010208824516,803,1,1,24.635676232833536,35,35|291|547|803,0.00691467811|0.0112823931|0.00334673101|495.743974,-14.0687348|-12.3471575|-11.6046826|0,-14.0683902|-12.3465965|-11.6045156|0.310403737,803,1,1,0.0,35,35|291|547|803,0.29821682|2.95092754|27.4035894|185.744459,0|0|0|0,0.0130495823|0.0686975186|0.167325776|0.261487058,803,1,1,3.511639796748746,35,35|291|547|803,46.7081865|196.42116|208.352876|118.897635,-0.808584945|-2.91267383|-1.00082591|0,-0.615329794|-2.64840686|-0.733624851|0.239331917,803,1,1,6.591010208824516,35,35|291|547|803,34.1445643|0.0105548713|148.517714|235.752947,-1.51763619|-10.9305224|-1.70253616|0,-1.33966269|-10.9299974|-1.45216542|0.273350859
clean,,,0,0,1,9,627624,711,0,1.0,8,0,711,1,1,22.358258866722736,199,0,1,0.0,711,1,1,4.225390491039958,711,1,1,7.267186015945254,711,1,1,22.358258866722736,199,199|455|711|967,0.00200718456|0.00235243571|497.456083|0.00559131822,-11.9870418|-12.2272572|0|-12.4495745,-11.9869415|-12.2271397|0.310575774|-12.4492957,711,1,1,0.0,199,199|455|711|967,7.17440293|49.7301322|202.083244|18.2393624,0|0|0|0,0.105050384|0.196326003|0.265680798|0.147847915,711,1,1,4.225390491039958,199,199|455|711|967,107.008704|136.423765|118.359717|1.54492071,-2.95178853|-1.00266436|0|-0.972932116,-2.71767794|-0.756510898|0.239107088|-0.926227141,711,1,1,7.267186015945254,199,199|455|711|967,0.0132658286|101.153296|240.967379|1.18243443,-10.8259627|-1.70389389|0|-1.67333142,-10.8253037|-1.47257016|0.274440146|-1.63430937
clean,,,0,0,2,10,631720,922,0,1.0,8,0,922,1,1,26.779622436199237,154,0,1,0.0,922,1,1,3.471656586046306,922,1,1,6.512557736777075,922,1,1,26.779622436199237,154,154|410|666|922,0.0123792146|0.00268908322|0.00719080746|506.221936,-12.988999|-12.942514|-14.6968676|0,-12.9883838|-12.9423798|-14.6965093|0.311447433,922,1,1,0.0,154,154|410|666|922,5.77379938|4.56759836|22.6464317|65.1841652,0|0|0|0,0.0956531069|0.0858481893|0.158160611|0.209622062,922,1,1,3.471656586046306,154,154|410|666|922,317.950815|395.532683|402.063391|144.162398,-0.79937847|-2.73325008|-0.975476034|0,-0.511126625|-2.43411215|-0.675521342|0.248892655,922,1,1,6.512557736777075,154,154|410|666|922,193.303065|0.00560052741|251.586336|267.717463,-1.49957184|-13.3328773|-1.66496925|0,-1.23610088|-13.332598|-1.3883816|0.279683025
clean,,,0,0,3,11,635816,718,0,1.0,8,0,718,1,1,23.877205245897663,206,0,1,0.0,718,1,1,4.248495645439799,718,1,1,7.247499899293923,718,1,1,23.877205245897663,206,206|462|718|974,0.00223026732|0.0105457205|302.348133|0.0587300118,-13.9645546|-13.4548137|0|-14.7214778,-13.9644432|-13.4542892|0.285744055|-14.7186243,718,1,1,0.0,206,206|462|718|974,12.8582137|57.7396797|107.778813|11.2118694,0|0|0|0,0.131443905|0.203655774|0.234465829|0.125120419,718,1,1,4.248495645439799,206,206|462|718|974,112.31159|138.132751|75.8535506|1.68790313,-2.85536348|-0.986232233|0|-0.978252274,-2.61885641|-0.739460807|0.217095084|-0.928814205,718,1,1,7.247499899293923,206,206|462|718|974,0.00310153444|99.5123929|150.499967|0.702180041,-13.0959555|-1.67507874|0|-1.66879852,-13.0958007|-1.44456468|0.25102927|-1.64220303
clean,,,0,0,4,12,639912,756,0,1.0,8,0,756,1,1,24.403250830322662,244,0,1,0.0,756,1,1,3.8260928731413406,756,1,1,6.852777806509982,756,1,1,24.403250830322662,244,244|500|756|1012,0.0435436495|0.0132975933|235.147023|0.000339713237,-12.9632505|-11.1644695|0|-12.5394673,-12.9611194|-11.163809|0.273222729|-12.5394503,756,1,1,0.0,244,244|500|756|1012,7.56229478|22.5337545|36.888347|0,0|0|0|0,0.107368412|0.157921788|0.18173218|0,756,1,1,3.8260928731413406,244,244|500|756|1012,145.707703|165.647592|59.0134401|5.08322701,-2.80263032|-0.98251996|0|-0.880990441,-2.55320821|-0.726725893|0.204728427|-0.790713676,756,1,1,6.852777806509982,244,244|500|756|1012,0.00387381898|116.691299|122.361826|3.86168822,-12.121679|-1.67394298|0|-1.5779104,-12.1214857|-1.43553973|0.240756086|-1.49884111
clean,,,0,0,5,13,644008,109,0,1.0,8,0,109,1,1,25.834808373783783,109,1,1,0.0,109,1,1,3.7574289364857294,109,1,1,6.765974241105628,109,1,1,25.834808373783783,109,109|365|621|877,31.7791094|0.0382269946|0.00784973865|0.00780295789,0|-11.8250116|-11.9991238|-12.275734,0.17448957|-11.8231359|-11.9987329|-12.2753454,365,0,1,0.0,109,109|365|621|877,17.7959301|39.0322586|20.0667585|12.9730176,0|0|0|0,0.146682018|0.18448428|0.152384819|0.131856408,109,1,1,3.7574289364857294,109,109|365|621|877,11.0236413|269.864599|302.334471|231.202725,0|-0.939500997|-2.66197189|-0.865179986,0.124343741|-0.659420044|-2.37623009|-0.592799446,109,1,1,6.765974241105628,109,109|365|621|877,19.531994|180.698119|0.00788632175|155.499784,0|-1.63423485|-13.723327|-1.55792314,0.151099218|-1.37411752|-13.7229343|-1.30527041
clean,,,0,0,6,14,648104,932,0,1.0,8,0,932,1,1,24.752081478410016,164,0,1,0.0,932,1,1,3.3936502358098615,932,1,1,6.432978854923297,932,1,1,24.752081478410016,164,164|420|676|932,0.0171332535|0.00863519622|0.00724624571|473.729239,-14.4152244|-12.9533041|-10.9374935|0,-14.414375|-12.9528742|-10.9371324|0.308137231,676,0,1,0.0,164,164|420|676|932,22.4173747|24.7457909|29.9977374|12.0820447,0|0|0|0,0.157673913|0.162413558|0.171695711|0.128562033,932,1,1,3.3936502358098615,164,164|420|676|932,343.976516|408.459174|426.664542|131.406884,-0.781416844|-2.5483109|-0.956154522|0,-0.489243027|-2.24756904|-0.653237566|0.244293982,932,1,1,6.432978854923297,164,164|420|676|932,208.099964|0.00249972689|261.461467|252.766451,-1.48124812|-12.6609762|-1.65066818|0,-1.2141075|-12.6608513|-1.37216296|0.276820718
clean,,,0,0,7,15,652200,468,0,1.0,8,0,468,1,1,23.662753598716193,212,0,1,0.0,468,1,1,4.137311363096937,468,1,1,7.127405972933315,468,1,1,23.662753598716193,212,212|468|724|980,0.0166801791|148.145021|0.0085407247|0.0158034242,-10.8461118|0|-13.4472217|-13.301045,-10.8452847|0.250245956|-13.4467965|-13.300261,724,0,1,0.0,212,212|468|724|980,19.0056319|16.4571252|28.9643451|0.200070437,0|0|0|0,0.149800691|0.142987394|0.170000409|0.00911901265,468,1,1,4.137311363096937,212,212|468|724|980,45.5009597|35.4242859|31.273758|4.21872672,-0.988600572|0|-0.952651147|-2.90904459,-0.796626924|0.179761787|-0.778938424|-2.82643192,468,1,1,7.127405972933315,212,212|468|724|980,34.4459655|75.826049|24.1211189|0.0334950354,-1.68018109|0|-1.64114587|-12.4573228,-1.50178062|0.217077188|-1.47996043|-12.4556755
clean,,,0,0,8,16,656296,89,0,1.0,8,0,89,1,1,23.285566407715184,89,1,1,0.0,89,1,1,3.702426002270307,89,1,1,6.712869061596377,89,1,1,23.285566407715184,89,89|345|601|857,7.26810923|0.0261425587|0.00421813191|0.0098805705,0|-11.9459173|-12.1786269|-12.9211547,0.105620293|-11.944627|-12.1784164|-12.920663,345,0,1,0.0,89,89|345|601|857,5.25226866|96.3444978|79.5726551|53.8837953,0|0|0|0,0.0916472192|0.228912811|0.219457966|0.200260907,89,1,1,3.702426002270307,89,89|345|601|857,5.14560074|290.76509|323.937971|272.283228,0|-0.924775051|-2.49154473|-0.852515092,0.090786825|-0.640977601|-2.20236301|-0.571989656,89,1,1,6.712869061596377,89,89|345|601|857,8.44240607|191.934291|0.00941037067|178.851498,0|-1.61935878|-14.3467331|-1.54569522,0.112260541|-1.3562413|-14.3462648|-1.28608865
clean,,,0,0,9,17,660392,713,0,1.0,8,0,713,1,1,24.9084842164263,201,0,1,0.0,713,1,1,4.1681721418279025,713,1,1,7.177621809907045,713,1,1,24.9084842164263,201,201|457|713|969,0.00403157468|0.0175201443|73.0656688|0.0790212723,-11.9742629|-12.847914|0|-15.0807362,-11.9740617|-12.8470456|0.215247606|-15.0769335,457,0,1,0.0,201,201|457|713|969,34.8790215|55.6472926|7.74211084|11.7129916,0|0|0|0,0.179007638|0.20184221|0.108407584|0.127131222,713,1,1,4.1681721418279025,201,201|457|713|969,106.740446|132.672268|22.7752583|0.857157484,-2.59825154|-0.962726614|0|-0.959757104,-2.36426529|-0.717957062|0.158432274|-0.92880475,713,1,1,7.177621809907045,201,201|457|713|969,0.00601121354|95.5961225|41.2106934|0.247945446,-11.4909838|-1.6527085|0|-1.65623532,-11.4906842|-1.42418157|0.187133679|-1.64516039
clean,,,0,0,10,18,664488,865,0,1.0,8,0,865,1,1,22.006078174087037,97,0,1,0.0,865,1,1,3.372145537082361,865,1,1,6.427855106148409,865,1,1,22.006078174087037,97,97|353|609|865,0.0184969726|0.0279116529|0.00536685853|169.884564,-12.038011|-12.7948757|-11.1086229|0,-12.0370946|-12.7934992|-11.1083553|0.257049413,353,0,1,0.0,97,97|353|609|865,43.6543029|83.6812106|74.2663409|1.03717542,0|0|0|0,0.189947534|0.221944687|0.216051652|0.0355782124,865,1,1,3.372145537082361,97,97|353|609|865,159.661742|271.952448|280.789001|55.111538,-0.776465205|-2.43325008|-0.948583912|0,-0.522500146|-2.1527852|-0.666525983|0.201367073,865,1,1,6.427855106148409,97,97|353|609|865,104.090165|0.0146415026|185.768606|98.6684533,-1.48006833|-11.4298636|-1.63653295|0,-1.2473274|-11.4291368|-1.37503943|0.230092461
clean,,,0,0,11,19,668584,92,0,1.0,8,0,92,1,1,20.74402869189641,92,1,1,0.0,92,1,1,3.6110852883260836,92,1,1,6.642330787637837,92,1,1,20.74402869189641,92,92|348|604|860,2.36799369|0.0770464803|0.00648542568|0.0101998735,0|-11.6701745|-12.7083711|-12.6554229,0.0607158612|-11.6664634|-12.7080478|-12.6549155,604,0,1,0.0,92,92|348|604|860,1.94874995|69.5368224|78.795467|49.1147059,0|0|0|0,0.0540690667|0.212806744|0.218973335|0.195715725,92,1,1,3.6110852883260836,92,92|348|604|860,0.145476523|286.980645|310.643627|256.122891,0|-0.906440725|-2.37036329|-0.831483115,0.00679103638|-0.623296062|-2.08327028|-0.554005408,92,1,1,6.642330787637837,92,92|348|604|860,0.74393264|187.563463|0.000111044158|166.052122,0|-1.59403475|-11.9470793|-1.52945319,0.0278071351|-1.33206302|-11.9470737|-1.27353789
clean,,,0,0,12,20,672680,645,0,1.0,8,0,645,1,1,24.376024692620845,133,0,1,0.0,645,1,1,4.102920178131528,645,1,1,7.11971581006035,645,1,1,24.376024692620845,133,133|389|645|901,0.0252249351|0.00991963432|49.2195617|0.0400028617,-12.5967326|-12.3267996|0|-14.7098649,-12.595487|-12.3263061|0.195820231|-14.7079037,389,0,1,0.0,133,133|389|645|901,26.9898616|43.0479578|0.214538774|14.9945456,0|0|0|0,0.166592118|0.18926395|0.00971821972|0.138612388,645,1,1,4.102920178131528,133,133|389|645|901,59.3809336|96.9532545|15.5599415|3.71923828,-2.54876144|-0.952789274|0|-0.944732284,-2.34372777|-0.723564756|0.140349331|-0.867149914,645,1,1,7.11971581006035,133,133|389|645|901,0.00200509173|70.8743841|28.0063848|3.30707931,-11.681797|-1.64047284|0|-1.63937515,-11.6816968|-1.42672685|0.168375799|-1.56636215
clean,,,0,0,13,21,676776,426,0,1.0,8,0,426,1,1,21.945336884201797,170,0,1,0.0,426,1,1,4.002211287485623,426,1,1,7.010034691310877,426,1,1,21.945336884201797,170,170|426|682|938,0.00752597743|68.4282495|0.019656716|0.0105202773,-12.776016|0|-13.3661952|-12.5742493,-12.7756411|0.212014692|-13.3652219|-12.573726,682,0,1,0.0,170,170|426|682|938,14.0670299|4.76450211|37.6240844|8.89790074,0|0|0|0,0.135625445|0.0875859393|0.182693802|0.114616134,426,1,1,4.002211287485623,170,170|426|682|938,33.4982001|19.3474618|42.47801|19.6548667,-0.96209628|0|-0.921543205|-2.60449296,-0.785050922|0.150647809|-0.73293044|-2.45309541,426,1,1,7.010034691310877,170,170|426|682|938,25.5314476|39.3111175|32.4793444|0.014609728,-1.65083568|0|-1.61412014|-11.9004331,-1.48691914|0.184831365|-1.4385737|-11.8997079
clean,,,0,0,14,22,680872,765,0,1.0,8,0,765,1,1,21.56936273282764,253,0,1,0.0,765,1,1,3.5104228019897343,765,1,1,6.56611332077356,765,1,1,21.56936273282764,253,253|509|765|1021,0.00139264759|0.011316063|97.9508894|0.048059099,-12.0182988|-13.1298647|0|-12.3128025,-12.0182292|-13.1293021|0.229731183|-12.3104555,253,0,1,0.0,253,253|509|765|1021,71.3184737|53.4751877|5.22590709|0,0|0|0|0,0.214053981|0.199887266|0.0914359574|0,765,1,1,3.5104228019897343,253,253|509|765|1021,146.160548|166.850162|28.9386024|0,-2.35061714|-0.92962294|0|-0.808304721,-2.10104093|-0.673469355|0.169957435|-0.808304721,765,1,1,6.56611332077356,253,253|509|765|1021,0.00622912659|116.885257|54.2127264|1.39770533,-11.5828213|-1.61918934|0|-1.51190347,-11.5825108|-1.38070375|0.200559674|-1.46817786
clean,,,0,0,15,23,684968,1023,0,1.0,8,0,1023,1,1,17.688182575697844,255,0,1,0.0,1023,1,1,3.4947304780860695,1023,1,1,6.526892844125811,1023,1,1,17.688182575697844,255,255|511|767|1023,0.00476076145|0.00760820711|0.00747136397|0,-12.9961494|-16.0470764|-12.3386857|0,-12.995912|-16.0466975|-12.3383135|0,511,0,1,0.0,255,255|511|767|1023,230.460241|304.976414|214.640054|0,0|0|0|0,0.272220406|0.286175401|0.26868053|0,1023,1,1,3.4947304780860695,255,255|511|767|1023,512.078121|502.402928|555.81771|0,-0.850059442|-2.11909514|-0.80469143|0,-0.538038036|-1.8080256|-0.488579535|0,1023,1,1,6.526892844125811,255,255|511|767|1023,299.024049|4.77750884e-05|309.212491|0,-1.54047138|-12.2684483|-1.50287262|0,-1.25527824|-12.2684459|-1.21600974|0
clean,,,0,0,16,24,689064,597,0,1.0,8,0,597,1,1,20.83704937047718,85,0,1,0.0,597,1,1,4.0106800365539925,597,1,1,7.02799605286439,597,1,1,20.83704937047718,85,85|341|597|853,0.022442936|0.0113467896|114.712481|0.0310038411,-12.0971046|-12.8009535|0|-16.489173,-12.0959949|-12.8003894|0.237555425|-16.4876463,341,0,1,0.0,85,85|341|597|853,18.1231643|20.8090872|19.3027028|7.8235616,0|0|0|0,0.147545019|0.154116336|0.150537701|0.10887128,597,1,1,4.0106800365539925,85,85|341|597|853,32.5707217|75.5276041|30.2007376|11.4811331,-2.44748215|-0.935432835|0|-0.923493206,-2.27179944|-0.71855026|0.172022087|-0.797282299,597,1,1,7.02799605286439,85,85|341|597|853,0.00255551634|55.6659605|60.6579515|9.59489602,-11.3817909|-1.62338255|0|-1.61825589,-11.3816633|-1.42152387|0.20608011|-1.50023728
clean,,,0,0,17,25,693160,562,0,1.0,8,0,562,1,1,19.45973510996841,50,0,1,0.0,562,1,1,3.9889025793898565,562,1,1,7.002707864469623,562,1,1,19.45973510996841,50,50|306|562|818,0.0269904986|0.00626114334|138.55382|0.0262825504,-14.6998302|-12.7404094|0|-13.1190062,-14.6984986|-12.7400973|0.246922517|-13.1177091,50,0,1,0.0,50,50|306|562|818,39.0460897|25.5831732|22.4662824|12.4212961,0|0|0|0,0.184501552|0.164013922|0.15777823|0.129842135,562,1,1,3.9889025793898565,50,50|306|562|818,13.0076237|60.8687545|35.0678613|18.17842,-2.41507141|-0.923093321|0|-0.918478762,-2.28309132|-0.716842557|0.17927011|-0.770789477,562,1,1,7.002707864469623,50,50|306|562|818,0.00112264666|44.8034733|72.8900523|14.7536172,-12.9985541|-1.61445028|0|-1.61243307,-12.998498|-1.42323228|0.21512891|-1.47457957
clean,,,0,0,18,26,697256,827,0,1.0,8,0,827,1,1,17.74262891214661,59,0,1,0.0,827,1,1,3.2557514041903524,827,1,1,6.321034794779309,827,1,1,17.74262891214661,59,59|315|571|827,0.00930370295|0.00524326036|0.00535848328|174.839539,-13.8130523|-12.0703441|-11.1416526|0,-13.8125892|-12.0700826|-11.1413854|0.258478594,315,0,1,0.0,59,59|315|571|827,30.9047399|97.814485|56.2271816|11.3256761,0|0|0|0,0.173137729|0.22966221|0.202351449|0.125584229,827,1,1,3.2557514041903524,59,59|315|571|827,75.9948118|202.295083|222.083849|50.5524679,-0.749664465|-2.13884261|-0.890873252|0,-0.532477563|-1.87310969|-0.620495867|0.197130004,827,1,1,6.321034794779309,59,59|315|571|827,53.1985986|0.00919869674|152.881257|90.7434731,-1.45547205|-10.6220178|-1.59614693|0,-1.2558393|-10.62156|-1.34433786|0.225949817
clean,,,0,0,19,27,701352,890,0,1.0,8,0,890,1,1,16.280146556376174,122,0,1,0.0,890,1,1,3.1942110043310197,890,1,1,6.230449994675765,890,1,1,16.280146556376174,122,122|378|634|890,0.00631874252|0.0319955553|0.00422932371|197.223731,-12.5219905|-13.4626053|-13.4232658|0,-12.5216756|-13.4610306|-13.4230548|0.264469817,378,0,1,0.0,122,122|378|634|890,85.5555568|171.195816|88.8295396|11.140628,0|0|0|0,0.223039324|0.257431615|0.224895694|0.124827876,890,1,1,3.1942110043310197,122,122|378|634|890,190.387331|280.730737|295.371584|58.3741981,-0.735494264|-2.04863679|-0.876999742|0,-0.4727793|-1.7665892|-0.592419041|0.204192988,890,1,1,6.230449994675765,122,122|378|634|890,121.861962|0.00658889974|190.084012|111.005643,-1.43461413|-13.1593519|-1.563941|0,-1.19406105|-13.1590235|-1.30130534|0.235927463
clean,,,0,0,20,28,705448,174,0,1.0,8,0,174,1,1,17.06099988222586,174,1,1,0.0,174,1,1,3.545322925602559,174,1,1,6.552147949347413,174,1,1,17.06099988222586,174,174|430|686|942,171.060898|0.0371128118|0.00399779947|0.00532613703,0|-14.4373589|-12.5577|-12.0811591,0.257392424|-14.4355368|-12.5575005|-12.0808935,686,0,1,0.0,174,174|430|686|942,20.0402091|64.7124995|122.517124|44.091199,0|0|0|0,0.152321766|0.209264458|0.24081899|0.190434354,174,1,1,3.545322925602559,174,174|430|686|942,44.8766271|170.291698|181.417547|86.0483274,0|-0.846211851|-2.07324202|-0.816340772,0.191297789|-0.589043454|-1.81292711|-0.593017599,174,1,1,6.552147949347413,174,174|430|686|942,92.8241572|117.665576|0.00116376277|62.0747102,0|-1.53776865|-12.0029751|-1.50868782,0.227071118|-1.29895319|-12.0029169|-1.30147182
clean,,,0,0,21,29,709544,267,0,1.0,8,0,267,1,1,18.668479490864517,11,0,1,0.0,267,1,1,3.679871265731144,267,1,1,6.709915394391851,267,1,1,18.668479490864517,11,11|267|523|779,0.412235662|319.946959|0.0358244925|0.00201442896,-12.1992572|0|-12.0320167|-12.4897482,-12.1819985|0.288563794|-12.0302568|-12.4896476,779,0,1,0.0,11,11|267|523|779,0|40.8607447|32.0478786|66.3720645,0|0|0|0,0|0.186717425|0.174897869|0.210511523,267,1,1,3.679871265731144,11,11|267|523|779,1.45135765|83.2843692|112.020176|105.458831,-0.931989371|0|-0.847321672|-2.11484935,-0.88715727|0.221709821|-0.610943355|-1.88146143,267,1,1,6.709915394391851,11,11|267|523|779,2.29920673|152.072907|82.2314478|0.00388848277,-1.637258|0|-1.54501512|-11.8538914,-1.5775739|0.251545716|-1.32393385|-11.8536973
clean,,,0,0,22,30,713640,917,0,1.0,8,0,917,1,1,14.734116152140945,149,0,1,0.0,917,1,1,3.0675628934306562,917,1,1,6.120805330456879,917,1,1,14.734116152140945,149,149|405|661|917,0.0162914491|0.0167684707|0.0096993285|239.294295,-12.8533484|-12.822476|-11.6226626|0,-12.8525404|-12.8216445|-11.62218|0.27409322,405,0,1,0.0,149,149|405|661|917,112.696992|200.244237|97.0263761|9.9974022,0|0|0|0,0.236676847|0.265225964|0.229261829|0.119882954,917,1,1,3.0675628934306562,149,149|405|661|917,246.226128|315.906081|336.313587|68.3115674,-0.706332459|-1.93082236|-0.856778616|0,-0.430817288|-1.64289209|-0.565727965|0.21193059,917,1,1,6.120805330456879,149,149|405|661|917,151.963727|0.0122867636|212.015897|126.687578,-1.40936751|-11.5704268|-1.54437615|0,-1.15785747|-11.5698162|-1.27630781|0.242479324
clean,,,0,0,23,31,717736,656,0,1.0,8,0,656,1,1,20.66855303930659,144,0,1,0.0,656,1,1,3.8178628153769307,656,1,1,6.819607233096805,656,1,1,20.66855303930659,144,144|400|656|912,0.00688024266|0.0134248091|426.047318|0.00999055033,-14.1031447|-11.7265413|0|-13.0141848,-14.1028018|-11.7258745|0.302844741|-13.0136877,656,1,1,0.0,144,144|400|656|912,22.4767156|11.6526914|40.4323155|0.605402553,0|0|0|0,0.157800455|0.126893498|0.186203057|0.0236687268,656,1,1,3.8178628153769307,144,144|400|656|912,63.6531132|106.232399|92.5883372|3.19515755,-2.16161994|-0.879095401|0|-0.898512217,-1.95316812|-0.645345479|0.226945289|-0.826815672,656,1,1,6.819607233096805,144,144|400|656|912,0.00156012563|75.2921149|199.828389|3.00614591,-11.7300659|-1.5702726|0|-1.58677265,-11.729988|-1.35354412|0.265122538|-1.51738117
clean,,,0,0,24,32,721832,889,0,1.0,8,0,889,1,1,14.117523996818775,121,0,1,0.0,889,1,1,3.0774443258350197,889,1,1,6.126700466557028,889,1,1,14.117523996818775,121,121|377|633|889,0.0142896009|0.0205381224|0.00383277244|241.314697,-11.8937119|-12.5986199|-10.877139|0,-11.8930025|-12.5976034|-10.8769478|0.274511864,377,0,1,0.0,121,121|377|633|889,83.9289616|167.4873|77.9019914|17.6625231,0|0|0|0,0.222090758|0.256343019|0.218410323|0.14632587,889,1,1,3.0774443258350197,121,121|377|633|889,177.436484|266.531426|287.199562|66.6308677,-0.708607743|-1.88536373|-0.835677722|0,-0.449396108|-1.60590187|-0.552495064|0.210703225,889,1,1,6.126700466557028,121,121|377|633|889,114.229174|0.012302242|184.808291|128.073112,-1.41072492|-11.4726462|-1.52260663|0,-1.17337877|-11.4720349|-1.26137086|0.24301895
clean,,,0,0,25,33,725928,66,0,1.0,8,0,66,1,1,13.18466922528263,66,1,1,0.0,66,1,1,3.222965041202708,66,1,1,6.226350762367678,66,1,1,13.18466922528263,66,66|322|578|834,103.745409|0.0127212142|0.0115321816|5.17528683e-05,0|-12.6650311|-12.7712757|-11.5365497,0.232576637|-12.664399|-12.7707024|-11.5365471,578,0,1,0.0,66,66|322|578|834,9.27048064|143.503135|267.439541|148.484646,0|0|0|0,0.116463691|0.24866506|0.279631286|0.250359684,66,1,1,3.222965041202708,66,66|322|578|834,27.937891|280.549214|296.165303|268.834273,0|-0.792620479|-1.78911323|-0.742115126,0.168257592|-0.510605116|-1.5043988|-0.462224728,66,1,1,6.226350762367678,66,66|322|578|834,58.2406067|181.10964|0.00128081698|172.258403,0|-1.48472645|-11.7777137|-1.43367024,0.204080362|-1.22449601|-11.7776497|-1.17593104
clean,,,0,0,26,34,730024,586,0,1.0,8,0,586,1,1,17.39204749819715,74,0,1,0.0,586,1,1,3.724828283043756,586,1,1,6.7243641976959605,586,1,1,17.39204749819715,74,74|330|586|842,0.00474819529|0.0167282206|657.363873|0.022391067,-13.5767143|-13.6942895|0|-15.1535805,-13.5764775|-13.69346|0.324487889|-15.1524733,586,1,1,0.0,74,74|330|586|842,13.2254568|6.22366657|81.8956148|2.10484086,0|0|0|0,0.132751655|0.0988681329|0.220879108|0.0566481231,586,1,1,3.724828283043756,74,74|330|586|842,24.855093|74.2609609|162.981748|16.9213012,-2.10210103|-0.857673408|0|-0.871404882,-1.93947565|-0.64162533|0.254987756|-0.727105381,586,1,1,6.7243641976959605,74,74|330|586|842,0.000965126456|53.7755916|338.422827|13.8824284,-14.3944371|-1.54834208|0|-1.5660871,-14.3943889|-1.34817984|0.29136233|-1.43107804
clean,,,0,0,27,35,734121,425,0,1.0,8,0,425,1,1,14.05491593706033,169,0,1,0.0,425,1,1,4.41628634202376,425,1,1,7.430426811158746,425,1,1,14.05491593706033,169,169|425|681|937,0.0247020494|3926.59958|0.00408179385|0.00156928094,-11.8960444|0|-11.9265382|-12.8947424,-11.8948243|0.413789186|-11.9263346|-12.894664,425,1,1,0.0,169,169|425|681|937,49.797558|1015.98212|54.3655712|2.35650871,0|0|0|0,0.196392414|0.346229741|0.200697897|0.060545068,425,1,1,4.41628634202376,169,169|425|681|937,54.1016439|976.202934|77.1357459|22.6662509,-1.04333909|0|-1.01688751|-4.54496717,-0.842880112|0.344234717|-0.798965127|-4.38676467,425,1,1,7.430426811158746,169,169|425|681|937,43.4124418|2073.4759|59.8726811|0.0299693603,-1.72817537|0|-1.710919|-14.4349064,-1.53849938|0.381873191|-1.50547978|-14.4334299
clean,,,0,0,28,36,738217,860,0,1.0,8,0,860,1,1,19.855667090117638,92,0,1,0.0,860,1,1,3.5277601029423145,860,1,1,6.581418785974017,860,1,1,19.855667090117638,92,92|348|604|860,0.00991693193|0.00542515529|0.0113791253|2198.29767,-15.3348001|-13.4945097|-11.035196|0,-15.3343067|-13.4942392|-11.0346303|0.384794667,860,1,1,0.0,92,92|348|604|860,0.695463226|0.453083495|13.742896|401.635099,0|0|0|0,0.0263977997|0.0186843923|0.134538067|0.299901535,860,1,1,3.5277601029423145,92,92|348|604|860,153.320241|281.42313|302.731931|496.04861,-0.812296782|-3.3956881|-1.02053617|0,-0.560345286|-3.11351778|-0.734728891|0.310434391,860,1,1,6.581418785974017,92,92|348|604|860,105.650601|3.64653306e-05|206.451142|1080.24912,-1.51542768|-12.7165348|-1.71682415|0,-1.28194977|-12.7165329|-1.45007936|0.349293612
