snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,header_bin_correction,header_bin_consensus,header_bin_observations,header_bin_residual,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,savaux_phase_bin,savaux_phase_correct,savaux_phase_gt_rank,savaux_phase_gt_margin_db,savaux_phase_alias_bin,savaux_phase_candidate_bins,savaux_phase_phase_jump_scores,savaux_phase_spectral_log_scores,savaux_phase_combined_scores,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_single_phase_spectral_log_scores,litenap_single_phase_combined_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k1_phase_spectral_log_scores,litenap_savaux_k1_phase_combined_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores,litenap_savaux_k2_phase_spectral_log_scores,litenap_savaux_k2_phase_combined_scores
clean,,,0,4,32,40,6756061,494,0,1.0,8,0,494,1,1,17.41634691137105,238,0,1,0.0,494,1,1,4.316414296989688,494,1,1,7.31163939137185,494,1,1,17.41634691137105,238,238|494|750|1006,0.0499133833|1649.26845|0.018104811|1.12497187e-05,-16.0980682|0|-15.8868933|-14.108579,-16.0956328|0.370434662|-15.8859961|-14.1085784,494,1,1,0.0,238,238|494|750|1006,126.958026|705.846319|136.58891|0,0|0|0|0,0.242585115|0.328040664|0.246213516|0,494,1,1,4.316414296989688,238,238|494|750|1006,57.9664772|386.1418|38.9292574|0.32188132,-1.01697307|0|-0.993891122|-3.61012263,-0.813124618|0.297939552|-0.809535655|-3.59616983,494,1,1,7.31163939137185,238,238|494|750|1006,44.6263458|803.659104|30.2106028|4.78179451e-06,-1.70538933|0|-1.68356719|-13.2417559,-1.51436506|0.334520936|-1.51152929|-13.2417557
clean,,,0,4,33,41,6760157,303,0,1.0,8,0,303,1,1,19.48375270082631,47,0,1,0.0,303,1,1,4.199027822855331,303,1,1,7.238796156828076,303,1,1,19.48375270082631,47,47|303|559|815,0.109249947|901.698237|0.0275947092|0.00263823544,-12.5535435|0|-12.5180045|-11.9105961,-12.5483592|0.340269416|-12.5166434|-11.9104644,303,1,1,0.0,47,47|303|559|815,24.5838339|394.647627|155.809055|35.4561842,0|0|0|0,0.162098033|0.299026199|0.252751443|0.179805555,303,1,1,4.199027822855331,47,47|303|559|815,8.90488258|211.353885|97.0128048|85.2534142,-1.02262345|0|-0.966861887|-3.05404945,-0.907972063|0.267912708|-0.73760698|-2.83118497,303,1,1,7.238796156828076,47,47|303|559|815,7.10311796|453.760509|75.7009914|0.00392749034,-1.72196003|0|-1.66679441|-11.6182938,-1.61734758|0.305988546|-1.44979868|-11.6180978
clean,,,0,4,34,42,6764253,1022,0,1.0,8,0,1022,1,1,23.898757737117393,254,0,1,0.0,1022,1,1,3.6875596460821534,1022,1,1,6.7130815605639995,1022,1,1,23.898757737117393,254,254|510|766|1022,0.00249513164|0.000469451818|0.00367401241|95.3327405,-12.8339635|-13.0997766|-13.867994|0,-12.8338389|-13.0997531|-13.8678106|0.228390412,254,0,1,0.0,254,254|510|766|1022,76.4089539|69.4464409|74.2870872|0,0|0|0|0,0.217455123|0.212742636|0.216065432|0,1022,1,1,3.6875596460821534,254,254|510|766|1022,571.762391|568.749401|633.672164|0,-0.908734894|-2.47287826|-0.849091987|0,-0.591211346|-2.15561843|-0.526436558|0,1022,1,1,6.7130815605639995,254,254|510|766|1022,326.662468|0.00126205284|343.286671|98.825705,-1.60674136|-12.521613|-1.54574415|0,-1.31714215|-12.52155|-1.25367042|0.230171286
clean,,,0,4,35,43,6768349,720,0,1.0,8,0,720,1,1,20.07811896595266,208,0,1,0.0,720,1,1,4.258918063192861,720,1,1,7.265955091065859,720,1,1,20.07811896595266,208,208|464|720|976,0.0213105833|0.0106096282|737.182314|0.0446709975,-12.9671404|-11.0734412|0|-12.9278074,-12.9660861|-11.0729136|0.330209542|-12.9256223,720,1,1,0.0,208,208|464|720|976,32.1913969|99.1378644|148.432515|16.135485,0|0|0|0,0.175114536|0.230327394|0.250342244|0.142057573,720,1,1,4.258918063192861,208,208|464|720|976,107.956281|139.793528|170.223854|3.74917227,-2.90659866|-0.980652124|0|-0.994744174,-2.67205132|-0.733287401|0.25714859|-0.916845657,720,1,1,7.265955091065859,208,208|464|720|976,0.00192058689|100.931872|369.261833|1.98398725,-12.4107472|-1.67304799|0|-1.68080486,-12.4106513|-1.44183275|0.295710521|-1.62614184
clean,,,0,4,36,44,6772445,314,0,1.0,8,0,314,1,1,20.342510546054907,58,0,1,0.0,314,1,1,4.166901523202146,314,1,1,7.163218679508024,314,1,1,20.342510546054907,58,58|314|570|826,0.0226898371|605.708745|0.0209036394|0.00414067698,-13.5321447|0|-13.5352457|-12.3783939,-13.5310228|0.320402442|-13.5342113|-12.3781873,314,1,1,0.0,58,58|314|570|826,31.3237494|211.7975|195.415247|54.2496025,0|0|0|0,0.173790112|0.26801705|0.264011551|0.200593057,314,1,1,4.166901523202146,58,58|314|570|826,11.0577677|146.601933|89.404783|76.7543497,-1.0097742|0|-0.959464533|-2.94380801,-0.885288751|0.24972595|-0.734249674|-2.72613029,314,1,1,7.163218679508024,58,58|314|570|826,8.65714741|303.683648|66.7193413|0.00674569042,-1.69910967|0|-1.64939205|-11.840172,-1.58572476|0.285963701|-1.43862346|-11.8398359
clean,,,0,4,37,45,6776541,602,0,1.0,8,0,602,1,1,19.383636641446614,90,0,1,0.0,602,1,1,4.286546947000887,602,1,1,7.285837677458709,602,1,1,19.383636641446614,90,90|346|602|858,0.101773566|0.0226253084|661.516179|0.0154372753,-13.0348569|-14.1190872|0|-15.8496447,-13.0300108|-14.1179685|0.324802249|-15.8488787,602,1,1,0.0,90,90|346|602|858,34.058015|213.648271|263.657193|114.657792,0|0|0|0,0.177850213|0.268450037|0.278921769|0.237531788,602,1,1,4.286546947000887,90,90|346|602|858,32.5289363|78.1130573|164.927905|15.5151494,-3.0383623|-0.987631632|0|-0.98701391,-2.86274186|-0.769087736|0.255577669|-0.846800005,602,1,1,7.285837677458709,90,90|346|602|858,0.000899420482|58.5253324|338.523233|12.1494087,-13.5254615|-1.67762612|0|-1.67806345,-13.5254166|-1.47330602|0.291377119|-1.54924462
clean,,,0,4,38,46,6780637,7,0,1.0,8,0,7,1,1,20.773456108791525,7,1,1,0.0,7,1,1,3.570645416602862,7,1,1,6.638718892670479,7,1,1,20.773456108791525,7,7|263|519|775,39.4238237|0.105419795|0.00712377781|0.00615203669,0|-12.5505632|-13.382917|-11.8626989,0.184970965|-12.5455519|-13.3825621|-11.8623923,519,0,1,0.0,7,7|263|519|775,0|160.811043|181.328919|157.479185,0|0|0|0,0|0.254321463|0.260290615|0.253281163,7,1,1,3.570645416602862,7,7|263|519|775,0|530.729514|522.386391|569.251056,0|-0.895516734|-2.30034537|-0.822171491,0|-0.581709987|-1.98732937|-0.504867655,7,1,1,6.638718892670479,7,7|263|519|775,44.5290161|312.915675|0.011619158|308.621567,0|-1.5971371|-11.4215567|-1.52862152,0.190917492|-1.30968088|-11.4209791|-1.24185398
clean,,,0,4,39,47,6784733,414,0,1.0,8,0,414,1,1,20.31173597023889,158,0,1,0.0,414,1,1,4.17661864040393,414,1,1,7.174619831934957,414,1,1,20.31173597023889,158,158|414|670|926,0.00508309597|464.798766|0.0170765542|0.0131528156,-13.2856915|0|-13.4533281|-12.4008866,-13.2854379|0.307187685|-13.4524815|-12.4002332,670,0,1,0.0,158,158|414|670|926,81.8186113|134.54756|214.225073|41.2161211,0|0|0|0,0.220832641|0.245466129|0.268584217|0.187140108,414,1,1,4.17661864040393,158,158|414|670|926,32.2302244|115.071009|48.0191049|22.8654547,-1.00020289|0|-0.961701982|-3.01525681,-0.825029893|0.237710108|-0.767091476|-2.85663521,414,1,1,7.174619831934957,158,158|414|670|926,24.9672244|237.535518|36.9405066|0.0212646142,-1.69034431|0|-1.65201727|-11.8151278,-1.52750255|0.273725911|-1.4702163|-11.8140757
clean,,,0,4,40,48,6788829,807,0,1.0,8,0,807,1,1,19.769004398917257,39,0,1,0.0,807,1,1,3.4813426648752706,807,1,1,6.550303421546223,807,1,1,19.769004398917257,39,39|295|551|807,0.0493785807|0.0267388752|0.0249528886|286.411274,-13.4762156|-13.2051111|-11.951589|0,-13.4738057|-13.2037917|-11.9503567|0.28304571,551,0,1,0.0,39,39|295|551|807,23.1284107|161.895796|256.837745|57.4611907,0|0|0|0,0.159169501|0.254655535|0.277616525|0.203418156,807,1,1,3.4813426648752706,39,39|295|551|807,47.9227615|179.673694|198.092274|74.349063,-0.801608772|-2.48801023|-0.9426575|0,-0.607096634|-2.2281756|-0.67796908|0.216106574,807,1,1,6.550303421546223,39,39|295|551|807,34.7204573|0.0107179392|139.66866|146.368757,-1.5082631|-11.1409873|-1.64615126|0,-1.32947692|-11.1404542|-1.3988309|0.2496469
clean,,,0,4,41,49,6792925,195,0,1.0,8,0,195,1,1,19.90081262506097,195,1,1,0.0,195,1,1,3.812767914864404,195,1,1,6.890215882113944,195,1,1,19.90081262506097,195,195|451|707|963,134.783259|0.0503918085|0.00292536591|0.000760738667,0|-12.6370491|-12.3182219|-11.4227806,0.245552997|-12.6345909|-12.3180759|-11.4227426,451,0,1,0.0,195,195|451|707|963,30.3415291|238.290302|174.087847|34.5524484,0|0|0|0,0.172247201|0.273883873|0.258264392|0.178550451,195,1,1,3.812767914864404,195,195|451|707|963,33.6913768|151.690483|163.827886|60.7320928,0|-0.907234973|-2.47735874|-0.877922256,0.177324557|-0.655814329|-2.22211365|-0.67178206,195,1,1,6.890215882113944,195,195|451|707|963,74.2011488|111.656458|0.00989223051|43.6409673,0|-1.60595762|-11.6320434|-1.58653084,0.216008325|-1.36974047|-11.6315512|-1.39659824
clean,,,0,4,42,50,6797021,826,0,1.0,8,0,826,1,1,19.127685627860135,58,0,1,0.0,826,1,1,3.4597106035100262,826,1,1,6.509687093931664,826,1,1,19.127685627860135,58,58|314|570|826,0.0181994809|0.00358801069|0.00529450909|199.19996,-13.2263749|-14.1324067|-13.0134238|0,-13.2254731|-14.1322277|-13.0131598|0.264965833,570,0,1,0.0,58,58|314|570|826,41.9949247|197.855003|238.548484|28.4982275,0|0|0|0,0.188054104|0.264628797|0.273937792|0.169216509,826,1,1,3.4597106035100262,58,58|314|570|826,75.995336|195.980408|209.895355|54.7080545,-0.796627806|-2.39220093|-0.931436168|0,-0.579440564|-2.12804572|-0.663868065|0.201006237,826,1,1,6.509687093931664,58,58|314|570|826,52.616258|0.00432713199|143.615881|101.965027,-1.49891085|-13.9264889|-1.62113722|0,-1.29981823|-13.926273|-1.37243317|0.231719469
clean,,,0,4,43,51,6801117,928,0,1.0,8,0,928,1,1,17.654129531803473,160,0,1,0.0,928,1,1,3.2359866915533146,928,1,1,6.271256144782883,928,1,1,17.654129531803473,160,160|416|672|928,0.00631140453|0.0040767327|0.00881952311|290.494471,-13.9643442|-13.4048041|-11.1235443|0,-13.9640296|-13.4046007|-11.1231053|0.283751052,416,0,1,0.0,160,160|416|672|928,98.1624585|170.629223|129.902893|6.3653386,0|0|0|0,0.229837975|0.257266824|0.243722789|0.0998392511,928,1,1,3.2359866915533146,160,160|416|672|928,295.965063|355.075442|374.722055|81.8116445,-0.745113472|-2.19336715|-0.907735742|0,-0.460432747|-1.89961002|-0.611293259|0.220828434,928,1,1,6.271256144782883,160,160|416|672|928,182.438587|0.00585843097|232.479737|153.280588,-1.44401009|-12.0700068|-1.60167887|0,-1.18341609|-12.0697147|-1.32902411|0.251938647
clean,,,0,4,44,52,6805213,761,0,1.0,8,0,761,1,1,19.113362856506303,249,0,1,0.0,761,1,1,3.703182223746637,761,1,1,6.767679801573452,761,1,1,19.113362856506303,249,249|505|761|1017,0.0125266295|0.00980658795|138.598928|0.0279763463,-12.6387142|-12.3928213|0|-11.7786996,-12.6380917|-12.3923334|0.246938675|-11.77732,505,0,1,0.0,249,249|505|761|1017,158.965744|191.429666|16.9159231|0,0|0|0|0,0.253747984|0.262986536|0.144284494|0,761,1,1,3.703182223746637,249,249|505|761|1017,133.101086|158.153833|38.505482|3.51887058,-2.42788761|-0.933825528|0|-0.852689219,-2.18295792|-0.680331966|0.183821972|-0.777276114,761,1,1,6.767679801573452,249,249|505|761|1017,0.00630477654|111.699777|73.5947424|2.61050791,-11.7557387|-1.62287009|0|-1.55831586,-11.7554245|-1.38663372|0.215603501|-1.49412344
clean,,,0,4,45,53,6809309,590,0,1.0,8,0,590,1,1,20.18755227616169,78,0,1,0.0,590,1,1,4.128252889921276,590,1,1,7.13261491805084,590,1,1,20.18755227616169,78,78|334|590|846,0.00808024646|0.0226896452|105.548875|0.0235731565,-13.3727448|-13.3803305|0|-15.6853791,-13.3723424|-13.3792087|0.23343019|-15.6842142,334,0,1,0.0,78,78|334|590|846,50.3633871|172.760902|22.4307253|73.4811001,0|0|0|0,0.19694628|0.257884011|0.15770241|0.21552727,590,1,1,4.128252889921276,78,78|334|590|846,25.5031149|69.6380699|26.125025|13.6819284,-2.70384543|-0.950565356|0|-0.953953483,-2.53998232|-0.737686895|0.165022837|-0.819622614,590,1,1,7.13261491805084,78,78|334|590|846,0.000519862325|51.9183863|51.6241266|10.9747954,-13.2403066|-1.64234528|0|-1.64529887,-13.2402806|-1.44390774|0.198158735|-1.52115867
clean,,,0,4,46,54,6813405,383,0,1.0,8,0,383,1,1,21.555537413789136,127,0,1,0.0,383,1,1,3.9512671243619697,383,1,1,6.990598955466492,383,1,1,21.555537413789136,127,127|383|639|895,0.0469845946|79.2479938|0.010240308|2.8527515e-05,-11.4582094|0|-13.8882098|-13.1029598,-11.4559136|0.219256088|-13.8877004|-13.1029584,639,0,1,0.0,127,127|383|639|895,31.9726976|9.03830742|137.385802|64.7564647,0|0|0|0,0.174783994|0.115320426|0.246502273|0.209297899,383,1,1,3.9512671243619697,127,127|383|639|895,23.1931382|19.5003743|53.2875206|34.5722777,-0.98245952|0|-0.909812878|-2.62830395,-0.823156067|0.151022157|-0.710098159|-2.44972561,383,1,1,6.990598955466492,127,127|383|639|895,18.4968002|37.7719561|42.1071907|5.56216218e-05,-1.68479038|0|-1.60964489|-11.6481273,-1.53627786|0.18288486|-1.4214604|-11.6481245
clean,,,0,4,47,55,6817501,267,0,1.0,8,0,267,1,1,19.47195654596242,11,0,1,0.0,267,1,1,3.827344537943753,267,1,1,6.857537593761628,267,1,1,19.47195654596242,11,11|267|523|779,0.224142914|30.9075949|0.0291892267|0.000128934151,-11.6199513|0|-13.6538434|-13.6293038,-11.6098392|0.173142203|-13.6524048|-13.6292973,779,0,1,0.0,11,11|267|523|779,0|2.27142527|163.715175|171.279419,0|0|0|0,0|0.0592612876|0.255210889|0.257455884,267,1,1,3.827344537943753,11,11|267|523|779,1.3010809|8.58319771|100.430607|98.3116327,-0.991681678|0|-0.881278648|-2.35822453,-0.95001273|0.113000566|-0.650309903|-2.1283114,267,1,1,6.857537593761628,11,11|267|523|779,1.61726215|14.4138429|75.7036859|0.00413907621,-1.69480487|0|-1.57900638|-11.7972619,-1.64669843|0.1367633|-1.3620089|-11.7970554
clean,,,0,4,48,56,6821597,314,0,1.0,8,0,314,1,1,20.580607937970512,58,0,1,0.0,314,1,1,3.873835104471191,314,1,1,6.876666014015758,314,1,1,20.580607937970512,58,58|314|570|826,0.0893053393|25.8609273|0.0253060065|0.00332211144,-13.2657761|0|-16.736044|-12.6271021,-13.2614991|0.164533636|-16.7347944|-12.6269363,570,0,1,0.0,58,58|314|570|826,8.61445852|0.875880807|137.551726|123.826002,0|0|0|0,0.113163403|0.0314539156|0.246562186|0.241346039,314,1,1,3.873835104471191,58,58|314|570|826,9.47406394|7.5960456|78.4180508|68.8767422,-0.971525596|0|-0.891983496|-2.41145132,-0.854080491|0.107565114|-0.673247212|-2.19911467,314,1,1,6.876666014015758,58,58|314|570|826,7.38689929|15.1458489|58.001911|0.00565776005,-1.66331771|0|-1.58341087|-11.6297427,-1.55698417|0.139083149|-1.37953237|-11.6294606
clean,,,0,6,0,8,9625718,803,0,1.0,8,0,803,1,1,24.269315497082996,35,0,1,0.0,803,1,1,3.3877463099768406,803,1,1,6.4531915911808735,803,1,1,24.269315497082996,35,35|291|547|803,0.00671392247|0.01086712|0.00276272061|127.432009,-14.4641628|-12.3378415|-11.5493251|0,-14.4638282|-12.3373011|-11.5491872|0.242769982,291,0,1,0.0,35,35|291|547|803,8.79133735|39.2557194|38.0330666|2.45818849,0|0|0|0,0.114074903|0.184762605|0.183220457|0.0620372447,803,1,1,3.3877463099768406,35,35|291|547|803,45.4736716|191.370364|205.78303|40.1081478,-0.780057415|-2.47682895|-0.957512058|0,-0.588113118|-2.21385782|-0.690928554|0.185810317,803,1,1,6.4531915911808735,35,35|291|547|803,32.6437121|0.00798154422|144.094883|65.2521449,-1.48590228|-10.925753|-1.66043605|0,-1.31011097|-10.9253555|-1.41156665|0.209673392
clean,,,0,6,1,9,9629814,711,0,1.0,8,0,711,1,1,25.707443025401826,199,0,1,0.0,711,1,1,4.078984352143931,711,1,1,7.1240597240837955,711,1,1,25.707443025401826,199,199|455|711|967,0.00191918635|0.00145962272|99.3403292|0.00624476537,-11.8519904|-12.2419602|0|-12.2121922,-11.8518945|-12.2418873|0.230428385|-12.2118809,199,0,1,0.0,199,199|455|711|967,26.2580193|24.8732279|8.86570357|0.900835494,0|0|0|0,0.165267388|0.162660438|0.114453223|0.0321146762,711,1,1,4.078984352143931,199,199|455|711|967,105.263827|134.241056|30.1465321|0.239938254,-2.48029252|-0.952951111|0|-0.939220856,-2.24699628|-0.707598172|0.171935145|-0.928467777,711,1,1,7.1240597240837955,199,199|455|711|967,0.0137836107|97.8166124|49.0807041|0.112175391,-10.8446886|-1.65578257|0|-1.64037537,-10.8440042|-1.42611928|0.195681789|-1.63505948
clean,,,0,6,2,10,9633911,922,0,1.0,8,0,922,1,1,11.944434568025654,154,0,1,0.0,922,1,1,3.599826841322514,922,1,1,6.640511922335293,922,1,1,11.944434568025654,154,154|410|666|922,0.0122693416|0.00101674261|0.0115515496|1171.29972,-12.4698179|-13.1783963|-13.5090138|0,-12.4692082|-13.1783455|-13.5084395|0.353336133,922,1,1,0.0,154,154|410|666|922,49.35004|85.451059|22.7033872|134.631731,0|0|0|0,0.195949971|0.222978923|0.158280898|0.245497167,922,1,1,3.599826841322514,154,154|410|666|922,303.186269|431.295925|422.05329|297.592159,-0.828890762|-4.89110299|-1.01107042|0,-0.54300875|-4.58764747|-0.708695513|0.284953931,922,1,1,6.640511922335293,154,154|410|666|922,198.234143|0.00496982344|275.6058|586.01101,-1.52903438|-13.9004177|-1.70501891|0,-1.26431034|-13.9001699|-1.42388924|0.318752179
clean,,,0,6,3,11,9638007,718,0,1.0,8,0,718,1,1,11.93549959864904,206,0,1,0.0,718,1,1,4.244058794417001,718,1,1,7.217831647818147,718,1,1,11.93549959864904,206,206|462|718|974,0.0025840728|0.0118857631|4077.63366|0.0531817057,-14.6426236|-13.5841407|0|-15.219053,-14.6424946|-13.5835499|0.415675866|-15.2164623,718,1,1,0.0,206,206|462|718|974,3.63739251|12.3864611|564.359267|12.5924929,0|0|0|0,0.0767076125|0.129712191|0.31687307|0.130475882,718,1,1,4.244058794417001,206,206|462|718|974,122.857963|190.154217|992.11679|10.9280314,-5.30089678|-1.02987778|0|-0.977230651,-5.05994001|-0.767223751|0.345042414|-0.853286091,718,1,1,7.217831647818147,206,206|462|718|974,0.00316231849|141.227551|2024.87333|7.58564209,-13.1383875|-1.72137878|0|-1.66196716,-13.1382296|-1.47350737|0.380687808|-1.55446259
clean,,,0,6,4,12,9642103,756,0,1.0,8,0,756,1,1,12.366389429388729,244,0,1,0.0,756,1,1,3.789303132895423,756,1,1,6.836165278311837,756,1,1,12.366389429388729,244,244|500|756|1012,0.0542114953|0.027244807|3428.85353|0.000232365467,-12.9491739|-11.2874146|0|-13.6621937,-12.9465343|-11.2860706|0.407013642|-13.6621821,756,1,1,0.0,244,244|500|756|1012,6.78959954|8.72875461|401.593686|0,0|0|0|0,0.102639473|0.113754295|0.299896391|0,756,1,1,3.789303132895423,244,244|500|756|1012,162.038838|216.61359|808.335009|5.98361844,-5.11285983|-1.02613881|0|-0.872519291,-4.85816041|-0.757002764|0.334810647|-0.775340932,756,1,1,6.836165278311837,244,244|500|756|1012,0.00141375627|158.605717|1716.29865|4.79111866,-13.0412449|-1.72055341|0|-1.57408523,-13.0411743|-1.46691808|0.372425389|-1.48626895
clean,,,0,6,5,13,9646199,109,0,1.0,8,0,109,1,1,13.006070634131472,109,1,1,0.0,109,1,1,3.8929965055584432,109,1,1,6.908467358597638,109,1,1,13.006070634131472,109,109|365|621|877,1388.86025|0.0466684398|0.00902636466|0.00699028766,0|-11.4640942|-11.5179116|-12.5192679,0.361847924|-11.4618135|-11.5174623|-12.5189196,109,1,1,0.0,109,109|365|621|877,145.014801|17.2291868|73.9225951|43.3256628,0|0|0|0,0.2491854|0.145151199|0.215822776|0.18957819,109,1,1,3.8929965055584432,109,109|365|621|877,353.174558|312.512696|346.128524|236.95928,0|-0.996668487|-4.89434063|-0.896395572,0.293489495|-0.709276494|-4.60185587|-0.622790594,109,1,1,6.908467358597638,109,109|365|621|877,719.99|215.122332|0.00796032864|166.91233,0|-1.69375019|-16.6228131|-1.5907334,0.329031263|-1.42495796|-16.6224167|-1.3345613
clean,,,0,6,6,14,9650295,932,0,1.0,8,0,932,1,1,13.495497494666129,164,0,1,0.0,932,1,1,3.600283315641706,932,1,1,6.652098896765104,932,1,1,13.495497494666129,164,164|420|676|932,0.00987669955|0.0120575575|0.0119806399|1060.42382,-13.4772943|-12.7631561|-10.9769516|0,-13.4768029|-12.7625568|-10.9763561|0.348368326,932,1,1,0.0,164,164|420|676|932,43.7315867|75.6834995|21.7103187|118.483083,0|0|0|0,0.190033994|0.216984328|0.156140969|0.23915874,932,1,1,3.600283315641706,164,164|420|676|932,340.940008|452.638847|442.236549|258.194203,-0.828995869|-4.38173546|-1.02198094|0,-0.537264104|-4.07587039|-0.717275765|0.27787888,932,1,1,6.652098896765104,164,164|420|676|932,218.847306|0.000552994578|286.362393|535.247984,-1.53170238|-13.3228688|-1.72084888|0,-1.26205571|-13.3228412|-1.43781167|0.314229836
clean,,,0,6,7,15,9654391,468,0,1.0,8,0,468,1,1,12.7403753009828,212,0,1,0.0,468,1,1,4.36960694187051,468,1,1,7.362779753399814,468,1,1,12.7403753009828,212,212|468|724|980,0.0366962339|5693.77366|0.00632901842|0.0190883715,-10.9204091|0|-13.0068053|-13.6774291,-10.9186072|0.432365207|-13.0064898|-13.6764836,468,1,1,0.0,212,212|468|724|980,35.5924208|751.88086|30.7991632|0.412380455,0|0|0|0,0.179992057|0.33119535|0.172971999|0.0172638274,468,1,1,4.36960694187051,212,212|468|724|980,83.6861498|1297.52926|78.5319084|6.1342049,-1.03389234|0|-1.00613918|-6.08569861,-0.811944738|0.358449378|-0.787331265|-5.98745357,468,1,1,7.362779753399814,212,212|468|724|980,66.0621688|2802.14424|61.6498851|0.0364990025,-1.72724433|0|-1.69534269|-13.0892728,-1.51696333|0.396924851|-1.4884646|-13.0874804
clean,,,0,6,8,16,9658487,89,0,1.0,8,0,89,1,1,14.487781073506497,89,1,1,0.0,89,1,1,3.9077780376369216,89,1,1,6.923264657396453,89,1,1,14.487781073506497,89,89|345|601|857,1113.64981|0.0452806024|0.00954737753|0.00511526794,0|-11.4418973|-11.9430377|-13.3356349,0.350814778|-11.4396831|-11.9425626|-13.3353798,89,1,1,0.0,89,89|345|601|857,136.452083|19.2044128|80.4711517|49.9723115,0|0|0|0,0.246163769|0.150295052|0.22001245|0.196564129,89,1,1,3.9077780376369216,89,89|345|601|857,289.830197|339.537761|382.132946|293.284991,0|-1.00532326|-4.39301235|-0.899799146,0.283636979|-0.713796957|-4.09559324|-0.615571713,89,1,1,6.923264657396453,89,89|345|601|857,590.253782|229.399773|0.0104825471|198.971054,0|-1.70182064|-15.8845379|-1.5941406,0.319112267|-1.42982985|-15.8840165|-1.32923197
clean,,,0,6,9,17,9662583,713,0,1.0,8,0,713,1,1,14.104313379845884,201,0,1,0.0,713,1,1,4.283178914685484,713,1,1,7.294313456545426,713,1,1,14.104313379845884,201,201|457|713|969,0.00310839911|0.0261595822|3732.70089|0.070314635,-11.8673034|-13.597825|0|-12.7189655,-11.8671483|-13.5965338|0.411257761|-12.7155679,713,1,1,0.0,201,201|457|713|969,1.13123595|16.9637208|650.989486|17.9224614,0|0|0|0,0.0378351036|0.144417711|0.324001422|0.147017482,713,1,1,4.283178914685484,201,201|457|713|969,116.738132|175.457646|903.498413|9.73943601,-4.52875855|-1.03876753|0|-0.986238392,-4.2903354|-0.780113484|0.340369028|-0.867542263,713,1,1,7.294313456545426,201,201|457|713|969,0.00439209846|132.205172|1910.09024|6.46510965,-11.4455163|-1.72771844|0|-1.67957774,-11.4452971|-1.48312391|0.377771458|-1.57906574
clean,,,0,6,10,18,9666679,865,0,1.0,8,0,865,1,1,15.070483609742807,97,0,1,0.0,865,1,1,3.5562893383896554,865,1,1,6.637294822410654,865,1,1,15.070483609742807,97,97|353|609|865,0.0195270198|0.0219386376|0.00791127614|1851.02816,-12.0378668|-11.8687688|-11.4395061|0,-12.0368998|-11.8676837|-11.4391121|0.376201831,865,1,1,0.0,97,97|353|609|865,12.5616452|23.3149976|2.82052045|281.933372,0|0|0|0,0.13036228|0.159554667|0.0670193329|0.282260572,865,1,1,3.5562893383896554,97,97|353|609|865,165.353522|305.245862|315.285597|465.151955,-0.818865882|-4.08201724|-1.03693872|0,-0.563160123|-3.79579783|-0.749106444|0.307225583,865,1,1,6.637294822410654,97,97|353|609|865,113.414098|0.0114832285|218.575202|970.935534,-1.52829361|-11.3692243|-1.72670726|0,-1.2913024|-11.3686534|-1.45712252|0.343964474
clean,,,0,6,11,19,9670775,92,0,1.0,8,0,92,1,1,15.648815472266243,92,1,1,0.0,92,1,1,3.88100097068748,92,1,1,6.928816909786945,92,1,1,15.648815472266243,92,92|348|604|860,1022.87128|0.0862625297|0.0101972303|0.00298566716,0|-11.3785057|-12.8291177|-12.6974621,0.346567305|-11.3743685|-12.8286105|-12.6973131,92,1,1,0.0,92,92|348|604|860,122.906589|15.20975|64.8524565|39.6394056,0|0|0|0,0.240976398|0.139280646|0.209370837|0.185236909,92,1,1,3.88100097068748,92,92|348|604|860,267.191996|343.309537|378.998253|288.317469,0|-0.998653051|-4.10316416|-0.893633498,0.279585156|-0.706575997|-3.80615582|-0.610257268,92,1,1,6.928816909786945,92,92|348|604|860,556.846456|229.354443|0.00048479294|192.930579,0|-1.68976709|-12.8387861|-1.59541905,0.316204188|-1.41778613|-12.8387619|-1.33204404
