dataset,snr_db,packet_count,symbol_count,symfec_crc_valid_count,savaux_oversampled_err,loratrimmer_err,symfec_err,unichirp_err,savaux_oversampled_ser,loratrimmer_ser,symfec_ser,unichirp_ser,symfec_crc_valid_rate
0_0_0_10_14_8,-22.0,9,315,1,0,8,29,41,0.0,0.025396825396825397,0.09206349206349207,0.13015873015873017,0.1111111111111111
0_0_0_10_14_8,-23.0,9,315,0,7,31,123,56,0.022222222222222223,0.09841269841269841,0.3904761904761905,0.17777777777777778,0.0
0_0_0_10_14_8,-24.0,9,315,0,33,59,169,86,0.10476190476190476,0.1873015873015873,0.5365079365079365,0.273015873015873,0.0
0_0_0_10_14_32,-22.0,9,315,3,88,91,109,95,0.27936507936507937,0.28888888888888886,0.346031746031746,0.30158730158730157,0.3333333333333333
0_0_0_10_14_32,-23.0,9,315,1,99,97,131,105,0.3142857142857143,0.30793650793650795,0.4158730158730159,0.3333333333333333,0.1111111111111111
0_0_0_10_14_32,-24.0,9,315,0,106,113,164,115,0.33650793650793653,0.35873015873015873,0.5206349206349207,0.36507936507936506,0.0
0_0_0_10_14_16,-22.0,9,315,1,0,6,61,44,0.0,0.01904761904761905,0.19365079365079366,0.13968253968253969,0.1111111111111111
0_0_0_10_14_16,-23.0,9,315,0,9,35,128,77,0.02857142857142857,0.1111111111111111,0.40634920634920635,0.24444444444444444,0.0
0_0_0_10_14_16,-24.0,9,315,0,42,82,196,99,0.13333333333333333,0.26031746031746034,0.6222222222222222,0.3142857142857143,0.0
