esn0_db,trials,estimate_available_rate,strict_gate_rate,decoder_aware_gate_rate,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,strict_crc_accept_rate,decoder_aware_crc_accept_rate,strict_crc_false_deliveries,decoder_aware_crc_false_deliveries,strict_decoder_calls,decoder_aware_decoder_calls,extra_decoder_calls,extra_candidate_crc_rescues,extra_candidate_crc_rejects,extra_candidate_crc_false_accepts,fec_corrected_packets,strict_decode_total_ms,decoder_aware_decode_total_ms,extra_decode_total_ms,extra_decode_ms_per_trial,mean_sync_ms,mean_candidate_decode_ms
16.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,170.83290000300622,170.83290000300622,0.0,0.0,10951.769099996454,170.83290000300622
