dataset,target_snr_db,packet_count,traditional_fft_symbol_ser,traditional_fft_symbol_accuracy,traditional_fft_crc_valid_rate,multi_offset_argmax_symbol_ser,multi_offset_argmax_symbol_accuracy,multi_offset_argmax_crc_valid_rate,current_selected_symbol_ser,current_selected_symbol_accuracy,current_selected_crc_valid_rate,savaux_paper_symbol_ser,savaux_paper_symbol_accuracy,savaux_paper_crc_valid_rate,savaux_codec_symbol_ser,savaux_codec_symbol_accuracy,savaux_codec_crc_valid_rate,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,savaux_codec_crc_gain_vs_current,savaux_codec_crc_gain_vs_savaux,savaux_codec_success_rate,savaux_codec_argmax_fallback_rate,savaux_codec_mean_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_mean_symbol_change_count,savaux_codec_mean_symbol_fix_count,savaux_codec_mean_symbol_break_count
0_0_0_10_14_8,-23.0,10,0.7485714285714286,0.25142857142857145,0.0,0.33999999999999997,0.66,0.0,0.15999999999999998,0.8400000000000001,0.3,0.05142857142857142,0.9485714285714286,0.5,0.05142857142857142,0.9485714285714286,0.5,0.10857142857142855,0.10857142857142855,0.0,0.2,0.0,1.0,1.0,0.5,0.7485714285714286,0.0,0.0,0.0
0_0_0_10_14_8,-24.0,10,0.8200000000000001,0.17999999999999994,0.0,0.48285714285714293,0.5171428571428571,0.0,0.2942857142857143,0.7057142857142857,0.0,0.13999999999999999,0.86,0.3,0.14857142857142858,0.8514285714285714,0.4,0.15428571428571433,0.14571428571428574,-0.008571428571428591,0.4,0.10000000000000003,1.0,0.9,0.6942857142857143,1.94,0.4,0.0,0.3
mean_of_datasets,-23.0,10,0.7485714285714286,0.25142857142857145,0.0,0.33999999999999997,0.66,0.0,0.15999999999999998,0.8400000000000001,0.3,0.05142857142857142,0.9485714285714286,0.5,0.05142857142857142,0.9485714285714286,0.5,0.10857142857142855,0.10857142857142855,0.0,0.2,0.0,1.0,1.0,0.5,0.7485714285714286,0.0,0.0,0.0
mean_of_datasets,-24.0,10,0.8200000000000001,0.17999999999999994,0.0,0.48285714285714293,0.5171428571428571,0.0,0.2942857142857143,0.7057142857142857,0.0,0.13999999999999999,0.86,0.3,0.14857142857142858,0.8514285714285714,0.4,0.15428571428571433,0.14571428571428574,-0.008571428571428591,0.4,0.10000000000000003,1.0,0.9,0.6942857142857143,1.94,0.4,0.0,0.3
